TIME,Base,Minor,Rssi
38:42.9,42,31,-71
38:42.9,42,53,-75
38:42.9,42,52,-77
38:42.9,42,55,-75
38:42.9,42,54,-76
38:42.9,42,51,-68
38:42.9,42,39,-68
38:42.9,42,38,-69
38:42.9,42,35,-71
38:42.9,42,59,-68
38:42.9,42,37,-64
38:42.9,42,58,-70
38:42.9,42,36,-68
38:42.9,42,42,-50
38:42.9,42,41,-55
38:42.9,42,22,-53
38:42.9,42,43,-54
38:42.9,42,21,-57
38:42.9,42,60,-70
38:42.9,42,28,-63
38:42.9,42,27,-64
38:42.9,42,49,-62
38:42.9,42,29,-65
38:42.9,42,46,-60
38:42.9,42,24,-58
38:42.9,42,45,-67
38:42.9,42,26,-64
38:42.9,42,48,-58
38:43.1,42,53,-78
38:43.1,42,30,-68
38:43.1,42,52,-74
38:43.1,42,51,-69
38:43.1,42,50,-71
38:43.1,42,39,-68
38:43.1,42,57,-65
38:43.1,42,35,-67
38:43.1,42,56,-71
38:43.1,42,36,-68
38:43.1,42,22,-55
38:43.1,42,43,-51
38:43.1,42,21,-57
38:43.1,42,60,-68
38:43.1,42,40,-67
38:43.1,42,28,-66
38:43.1,42,27,-67
38:43.1,42,49,-61
38:43.1,42,29,-65
38:43.1,42,46,-59
38:43.1,42,24,-58
38:43.1,42,45,-66
38:43.1,42,47,-62
38:43.1,42,25,-58
38:43.3,42,31,-72
38:43.3,42,53,-78
38:43.3,42,52,-80
38:43.3,42,33,-69
38:43.3,42,32,-62
38:43.3,42,51,-68
38:43.3,42,38,-69
38:43.3,42,57,-63
38:43.3,42,35,-68
38:43.3,42,34,-68
38:43.3,42,59,-72
38:43.3,42,37,-64
38:43.3,42,58,-67
38:43.3,42,36,-69
38:43.3,42,42,-49
38:43.3,42,22,-53
38:43.3,42,44,-58
38:43.3,42,21,-57
38:43.3,42,28,-65
38:43.3,42,49,-62
38:43.3,42,46,-59
38:43.3,42,23,-64
38:43.3,42,45,-67
38:43.3,42,26,-68
38:43.3,42,47,-66
38:43.5,42,53,-77
38:43.5,42,32,-59
38:43.5,42,50,-72
38:43.5,42,57,-63
38:43.5,42,34,-68
38:43.5,42,37,-67
38:43.5,42,58,-70
38:43.5,42,42,-50
38:43.5,42,41,-51
38:43.5,42,21,-62
38:43.5,42,40,-68
38:43.5,42,28,-65
38:43.5,42,24,-64
38:43.5,42,23,-64
38:43.5,42,48,-55
38:43.5,42,25,-60
38:43.7,42,30,-66
38:43.7,42,52,-69
38:43.7,42,32,-60
38:43.7,42,51,-69
38:43.7,42,50,-69
38:43.7,42,39,-68
38:43.7,42,57,-65
38:43.7,42,56,-68
38:43.7,42,34,-64
38:43.7,42,59,-67
38:43.7,42,37,-66
38:43.7,42,42,-54
38:43.7,42,44,-59
38:43.7,42,43,-53
38:43.7,42,21,-59
38:43.7,42,40,-69
38:43.7,42,27,-65
38:43.7,42,49,-62
38:43.7,42,29,-72
38:43.7,42,46,-65
38:43.7,42,24,-58
38:43.7,42,48,-58
38:43.7,42,47,-62
38:43.7,42,25,-60
38:43.9,42,30,-70
38:43.9,42,55,-76
38:43.9,42,32,-71
38:43.9,42,54,-65
38:43.9,42,50,-69
38:43.9,42,39,-67
38:43.9,42,38,-64
38:43.9,42,34,-66
38:43.9,42,36,-68
38:43.9,42,42,-53
38:43.9,42,22,-57
38:43.9,42,43,-53
38:43.9,42,21,-68
38:43.9,42,28,-64
38:43.9,42,27,-60
38:43.9,42,49,-67
38:43.9,42,46,-67
38:43.9,42,26,-65
38:43.9,42,48,-58
38:43.9,42,25,-60
38:44.1,42,31,-65
38:44.1,42,53,-68
38:44.1,42,30,-68
38:44.1,42,52,-67
38:44.1,42,55,-71
38:44.1,42,32,-71
38:44.1,42,54,-64
38:44.1,42,51,-69
38:44.1,42,50,-69
38:44.1,42,39,-67
38:44.1,42,38,-66
38:44.1,42,56,-73
38:44.1,42,34,-66
38:44.1,42,58,-73
38:44.1,42,36,-72
38:44.1,42,42,-51
38:44.1,42,41,-56
38:44.1,42,44,-71
38:44.1,42,43,-50
38:44.1,42,21,-63
38:44.1,42,40,-69
38:44.1,42,28,-62
38:44.1,42,27,-59
38:44.1,42,49,-71
38:44.1,42,29,-67
38:44.1,42,45,-59
38:44.1,42,48,-59
38:44.1,42,25,-68
38:44.3,42,55,-71
38:44.3,42,32,-75
38:44.3,42,51,-68
38:44.3,42,39,-70
38:44.3,42,35,-68
38:44.3,42,37,-67
38:44.3,42,41,-58
38:44.3,42,44,-78
38:44.3,42,43,-52
38:44.3,42,40,-74
38:44.3,42,27,-61
38:44.3,42,49,-71
38:44.3,42,46,-62
38:44.3,42,45,-58
38:44.3,42,48,-60
38:44.3,42,25,-65
38:44.5,42,31,-67
38:44.5,42,53,-72
38:44.5,42,30,-72
38:44.5,42,52,-65
38:44.5,42,32,-73
38:44.5,42,54,-65
38:44.5,42,38,-66
38:44.5,42,35,-66
38:44.5,42,34,-66
38:44.5,42,59,-76
38:44.5,42,36,-70
38:44.5,42,42,-55
38:44.5,42,22,-63
38:44.5,42,44,-69
38:44.5,42,21,-68
38:44.5,42,60,-79
38:44.5,42,40,-74
38:44.5,42,28,-66
38:44.5,42,27,-63
38:44.5,42,49,-70
38:44.5,42,23,-66
38:44.5,42,45,-58
38:44.5,42,47,-73
38:44.7,42,53,-73
38:44.7,42,52,-65
38:44.7,42,54,-63
38:44.7,42,51,-72
38:44.7,42,50,-75
38:44.7,42,39,-71
38:44.7,42,38,-65
38:44.7,42,56,-72
38:44.7,42,34,-67
38:44.7,42,36,-67
38:44.7,42,22,-60
38:44.7,42,21,-66
38:44.7,42,60,-79
38:44.7,42,40,-87
38:44.7,42,27,-62
38:44.7,42,29,-68
38:44.7,42,46,-64
38:44.7,42,24,-65
38:44.7,42,45,-58
38:44.7,42,26,-65
38:44.7,42,48,-59
38:44.9,42,31,-66
38:44.9,42,53,-73
38:44.9,42,52,-66
38:44.9,42,54,-64
38:44.9,42,39,-68
38:44.9,42,38,-67
38:44.9,42,35,-67
38:44.9,42,37,-67
38:44.9,42,36,-67
38:44.9,42,42,-55
38:44.9,42,41,-55
38:44.9,42,43,-51
38:44.9,42,21,-66
38:44.9,42,40,-77
38:44.9,42,28,-67
38:44.9,42,27,-64
38:44.9,42,49,-66
38:44.9,42,29,-70
38:44.9,42,46,-63
38:44.9,42,24,-68
38:44.9,42,23,-66
38:44.9,42,45,-61
38:44.9,42,48,-59
38:44.9,42,47,-74
38:45.1,42,31,-68
38:45.1,42,30,-74
38:45.1,42,52,-68
38:45.1,42,33,-67
38:45.1,42,55,-72
38:45.1,42,32,-70
38:45.1,42,54,-64
38:45.1,42,51,-76
38:45.1,42,50,-65
38:45.1,42,39,-69
38:45.1,42,38,-66
38:45.1,42,57,-68
38:45.1,42,35,-68
38:45.1,42,59,-77
38:45.1,42,36,-67
38:45.1,42,42,-53
38:45.1,42,22,-59
38:45.1,42,43,-51
38:45.1,42,21,-67
38:45.1,42,28,-66
38:45.1,42,27,-61
38:45.1,42,29,-67
38:45.1,42,46,-62
38:45.1,42,24,-68
38:45.1,42,45,-58
38:45.1,42,26,-69
38:45.1,42,48,-60
38:45.1,42,47,-80
38:45.3,42,33,-68
38:45.3,42,55,-70
38:45.3,42,51,-75
38:45.3,42,39,-69
38:45.3,42,38,-67
38:45.3,42,35,-65
38:45.3,42,56,-73
38:45.3,42,34,-66
38:45.3,42,41,-55
38:45.3,42,22,-60
38:45.3,42,43,-51
38:45.3,42,21,-66
38:45.3,42,27,-62
38:45.3,42,29,-67
38:45.3,42,46,-64
38:45.3,42,48,-61
38:45.3,42,25,-66
38:45.6,42,30,-67
38:45.6,42,55,-69
38:45.6,42,39,-68
38:45.6,42,38,-67
38:45.6,42,57,-71
38:45.6,42,35,-68
38:45.6,42,34,-65
38:45.6,42,58,-88
38:45.6,42,36,-70
38:45.6,42,41,-55
38:45.6,42,22,-60
38:45.6,42,44,-68
38:45.6,42,43,-52
38:45.6,42,21,-66
38:45.6,42,60,-74
38:45.6,42,28,-66
38:45.6,42,27,-62
38:45.6,42,49,-67
38:45.6,42,29,-67
38:45.6,42,46,-63
38:45.6,42,45,-59
38:45.6,42,48,-60
38:45.6,42,47,-66
38:45.6,42,25,-66
38:45.8,42,31,-64
38:45.8,42,30,-69
38:45.8,42,52,-65
38:45.8,42,55,-69
38:45.8,42,32,-71
38:45.8,42,54,-64
38:45.8,42,51,-69
38:45.8,42,50,-74
38:45.8,42,39,-70
38:45.8,42,35,-68
38:45.8,42,42,-53
38:45.8,42,22,-61
38:45.8,42,44,-70
38:45.8,42,43,-52
38:45.8,42,21,-65
38:45.8,42,60,-77
38:45.8,42,40,-72
38:45.8,42,28,-67
38:45.8,42,27,-63
38:45.8,42,49,-66
38:45.8,42,46,-65
38:45.8,42,23,-67
38:45.8,42,48,-62
38:46.0,42,31,-66
38:46.0,42,53,-72
38:46.0,42,30,-71
38:46.0,42,52,-66
38:46.0,42,32,-72
38:46.0,42,54,-64
38:46.0,42,51,-80
38:46.0,42,35,-68
38:46.0,42,56,-75
38:46.0,42,58,-83
38:46.0,42,41,-55
38:46.0,42,44,-70
38:46.0,42,43,-51
38:46.0,42,21,-67
38:46.0,42,40,-76
38:46.0,42,28,-66
38:46.0,42,27,-63
38:46.0,42,29,-68
38:46.0,42,46,-64
38:46.0,42,23,-67
38:46.0,42,45,-58
38:46.0,42,48,-60
38:46.0,42,47,-64
38:46.0,42,25,-66
38:46.2,42,30,-73
38:46.2,42,38,-66
38:46.2,42,57,-71
38:46.2,42,56,-76
38:46.2,42,37,-67
38:46.2,42,36,-70
38:46.2,42,41,-55
38:46.2,42,44,-67
38:46.2,42,21,-67
38:46.2,42,40,-82
38:46.2,42,28,-67
38:46.2,42,27,-63
38:46.2,42,46,-65
38:46.2,42,24,-68
38:46.2,42,45,-59
38:46.2,42,26,-69
38:46.2,42,25,-66
38:46.4,42,30,-71
38:46.4,42,52,-66
38:46.4,42,33,-66
38:46.4,42,51,-71
38:46.4,42,38,-68
38:46.4,42,57,-73
38:46.4,42,35,-68
38:46.4,42,56,-77
38:46.4,42,37,-66
38:46.4,42,36,-69
38:46.4,42,42,-53
38:46.4,42,44,-69
38:46.4,42,28,-66
38:46.4,42,27,-63
38:46.4,42,49,-66
38:46.4,42,46,-65
38:46.4,42,23,-67
38:46.4,42,45,-59
38:46.4,42,47,-67
38:46.4,42,25,-66
38:46.6,42,31,-68
38:46.6,42,53,-69
38:46.6,42,52,-67
38:46.6,42,33,-68
38:46.6,42,50,-70
38:46.6,42,38,-66
38:46.6,42,56,-76
38:46.6,42,34,-67
38:46.6,42,58,-71
38:46.6,42,36,-69
38:46.6,42,42,-53
38:46.6,42,41,-55
38:46.6,42,22,-60
38:46.6,42,44,-70
38:46.6,42,40,-75
38:46.6,42,28,-67
38:46.6,42,46,-64
38:46.6,42,26,-70
38:46.6,42,47,-65
38:46.6,42,25,-66
38:46.8,42,53,-74
38:46.8,42,30,-71
38:46.8,42,33,-68
38:46.8,42,54,-66
38:46.8,42,51,-75
38:46.8,42,59,-74
38:46.8,42,58,-70
38:46.8,42,36,-70
38:46.8,42,42,-54
38:46.8,42,41,-55
38:46.8,42,44,-69
38:46.8,42,43,-52
38:46.8,42,21,-67
38:46.8,42,40,-76
38:46.8,42,28,-66
38:46.8,42,27,-63
38:46.8,42,49,-67
38:46.8,42,29,-68
38:46.8,42,46,-64
38:46.8,42,45,-58
38:46.8,42,26,-70
38:46.8,42,48,-60
38:46.8,42,25,-66
38:47.0,42,31,-67
38:47.0,42,30,-70
38:47.0,42,52,-67
38:47.0,42,33,-68
38:47.0,42,54,-63
38:47.0,42,39,-67
38:47.0,42,38,-67
38:47.0,42,57,-71
38:47.0,42,34,-65
38:47.0,42,59,-76
38:47.0,42,37,-66
38:47.0,42,58,-77
38:47.0,42,42,-53
38:47.0,42,41,-55
38:47.0,42,22,-60
38:47.0,42,21,-64
38:47.0,42,40,-77
38:47.0,42,28,-66
38:47.0,42,49,-68
38:47.0,42,29,-67
38:47.0,42,46,-64
38:47.0,42,24,-66
38:47.0,42,23,-67
38:47.0,42,25,-66
38:47.2,42,31,-67
38:47.2,42,53,-73
38:47.2,42,33,-67
38:47.2,42,54,-63
38:47.2,42,51,-75
38:47.2,42,39,-67
38:47.2,42,38,-69
38:47.2,42,35,-67
38:47.2,42,56,-72
38:47.2,42,37,-66
38:47.2,42,58,-87
38:47.2,42,42,-53
38:47.2,42,44,-70
38:47.2,42,43,-51
38:47.2,42,21,-67
38:47.2,42,60,-74
38:47.2,42,40,-77
38:47.2,42,27,-63
38:47.2,42,46,-65
38:47.2,42,24,-68
38:47.2,42,45,-59
38:47.2,42,26,-69
38:47.2,42,25,-65
38:47.4,42,31,-67
38:47.4,42,30,-72
38:47.4,42,52,-66
38:47.4,42,57,-77
38:47.4,42,56,-75
38:47.4,42,34,-68
38:47.4,42,36,-70
38:47.4,42,42,-53
38:47.4,42,22,-60
38:47.4,42,21,-66
38:47.4,42,60,-75
38:47.4,42,27,-62
38:47.4,42,49,-67
38:47.4,42,29,-69
38:47.4,42,46,-65
38:47.4,42,45,-58
38:47.4,42,48,-60
38:47.4,42,47,-68
38:47.4,42,25,-66
38:47.6,42,31,-67
38:47.6,42,53,-70
38:47.6,42,30,-71
38:47.6,42,52,-66
38:47.6,42,33,-65
38:47.6,42,55,-72
38:47.6,42,54,-63
38:47.6,42,51,-71
38:47.6,42,39,-67
38:47.6,42,57,-71
38:47.6,42,35,-67
38:47.6,42,56,-75
38:47.6,42,34,-65
38:47.6,42,37,-65
38:47.6,42,42,-53
38:47.6,42,41,-55
38:47.6,42,44,-70
38:47.6,42,21,-68
38:47.6,42,60,-71
38:47.6,42,28,-66
38:47.6,42,23,-67
38:47.6,42,26,-69
38:47.8,42,31,-67
38:47.8,42,30,-73
38:47.8,42,33,-67
38:47.8,42,55,-72
38:47.8,42,54,-63
38:47.8,42,51,-72
38:47.8,42,38,-67
38:47.8,42,57,-69
38:47.8,42,35,-67
38:47.8,42,56,-72
38:47.8,42,59,-74
38:47.8,42,58,-84
38:47.8,42,42,-53
38:47.8,42,41,-55
38:47.8,42,22,-60
38:47.8,42,43,-51
38:47.8,42,21,-67
38:47.8,42,60,-78
38:47.8,42,40,-73
38:47.8,42,28,-66
38:47.8,42,29,-70
38:47.8,42,24,-65
38:47.8,42,45,-58
38:47.8,42,48,-60
38:47.8,42,47,-68
38:48.0,42,31,-68
38:48.0,42,30,-71
38:48.0,42,52,-69
38:48.0,42,33,-67
38:48.0,42,54,-68
38:48.0,42,51,-70
38:48.0,42,38,-67
38:48.0,42,57,-68
38:48.0,42,56,-70
38:48.0,42,34,-73
38:48.0,42,59,-73
38:48.0,42,58,-66
38:48.0,42,41,-53
38:48.0,42,22,-53
38:48.0,42,60,-74
38:48.0,42,40,-68
38:48.0,42,27,-66
38:48.0,42,49,-66
38:48.0,42,24,-59
38:48.0,42,45,-74
38:48.0,42,26,-68
38:48.0,42,48,-62
38:48.2,42,31,-69
38:48.2,42,53,-69
38:48.2,42,52,-70
38:48.2,42,33,-67
38:48.2,42,55,-68
38:48.2,42,54,-69
38:48.2,42,39,-78
38:48.2,42,38,-68
38:48.2,42,35,-74
38:48.2,42,56,-73
38:48.2,42,34,-73
38:48.2,42,58,-66
38:48.2,42,42,-51
38:48.2,42,41,-53
38:48.2,42,22,-53
38:48.2,42,44,-59
38:48.2,42,43,-52
38:48.2,42,21,-60
38:48.2,42,28,-62
38:48.2,42,27,-66
38:48.2,42,46,-62
38:48.2,42,48,-62
38:48.2,42,25,-68
38:48.4,42,31,-68
38:48.4,42,53,-69
38:48.4,42,33,-68
38:48.4,42,32,-64
38:48.4,42,54,-69
38:48.4,42,51,-73
38:48.4,42,50,-68
38:48.4,42,38,-67
38:48.4,42,35,-71
38:48.4,42,56,-73
38:48.4,42,58,-66
38:48.4,42,36,-77
38:48.4,42,42,-51
38:48.4,42,44,-59
38:48.4,42,43,-52
38:48.4,42,21,-60
38:48.4,42,40,-70
38:48.4,42,28,-62
38:48.4,42,49,-66
38:48.4,42,45,-72
38:48.4,42,48,-62
38:48.4,42,25,-68
38:48.7,42,31,-67
38:48.7,42,30,-72
38:48.7,42,33,-68
38:48.7,42,55,-67
38:48.7,42,38,-70
38:48.7,42,59,-67
38:48.7,42,37,-67
38:48.7,42,58,-66
38:48.7,42,42,-51
38:48.7,42,41,-52
38:48.7,42,44,-58
38:48.7,42,43,-52
38:48.7,42,21,-60
38:48.7,42,40,-69
38:48.7,42,28,-61
38:48.7,42,27,-67
38:48.7,42,49,-66
38:48.7,42,46,-62
38:48.7,42,45,-74
38:48.7,42,48,-62
38:48.7,42,47,-62
38:48.7,42,25,-67
38:48.9,42,31,-69
38:48.9,42,53,-69
38:48.9,42,30,-73
38:48.9,42,33,-67
38:48.9,42,32,-63
38:48.9,42,51,-74
38:48.9,42,38,-68
38:48.9,42,34,-72
38:48.9,42,59,-67
38:48.9,42,37,-69
38:48.9,42,42,-51
38:48.9,42,41,-53
38:48.9,42,43,-52
38:48.9,42,21,-60
38:48.9,42,60,-77
38:48.9,42,28,-62
38:48.9,42,49,-66
38:48.9,42,24,-60
38:48.9,42,45,-74
38:49.1,42,31,-69
38:49.1,42,53,-69
38:49.1,42,30,-73
38:49.1,42,52,-69
38:49.1,42,33,-66
38:49.1,42,55,-67
38:49.1,42,54,-71
38:49.1,42,38,-67
38:49.1,42,57,-68
38:49.1,42,35,-72
38:49.1,42,56,-71
38:49.1,42,34,-74
38:49.1,42,59,-67
38:49.1,42,36,-77
38:49.1,42,22,-53
38:49.1,42,43,-52
38:49.1,42,21,-60
38:49.1,42,40,-69
38:49.1,42,28,-61
38:49.1,42,45,-73
38:49.1,42,26,-67
38:49.1,42,48,-63
38:49.3,42,52,-69
38:49.3,42,33,-67
38:49.3,42,54,-69
38:49.3,42,51,-71
38:49.3,42,38,-68
38:49.3,42,37,-68
38:49.3,42,58,-65
38:49.3,42,36,-73
38:49.3,42,42,-51
38:49.3,42,41,-53
38:49.3,42,22,-53
38:49.3,42,43,-52
38:49.3,42,21,-60
38:49.3,42,28,-62
38:49.3,42,49,-65
38:49.3,42,29,-76
38:49.3,42,46,-62
38:49.3,42,26,-70
38:49.3,42,47,-62
38:49.3,42,25,-67
38:49.5,42,30,-73
38:49.5,42,33,-67
38:49.5,42,32,-64
38:49.5,42,54,-69
38:49.5,42,50,-68
38:49.5,42,39,-78
