TIME,Base,Minor,Rssi
19:39.0,50,53,-66
19:39.0,50,30,-60
19:39.0,50,33,-64
19:39.0,50,57,-65
19:39.0,50,56,-66
19:39.0,50,36,-61
19:39.0,50,44,-64
19:39.0,50,43,-61
19:39.0,50,40,-64
19:39.0,50,28,-64
19:39.0,50,49,-62
19:39.0,50,27,-59
19:39.0,50,24,-64
19:39.0,50,45,-54
19:39.0,50,23,-63
19:39.0,50,26,-65
19:39.0,50,48,-53
19:39.0,50,47,-52
19:39.2,50,53,-66
19:39.2,50,30,-62
19:39.2,50,32,-68
19:39.2,50,54,-56
19:39.2,50,51,-63
19:39.2,50,38,-68
19:39.2,50,57,-65
19:39.2,50,59,-64
19:39.2,50,58,-67
19:39.2,50,36,-64
19:39.2,50,41,-60
19:39.2,50,22,-71
19:39.2,50,21,-71
19:39.2,50,43,-59
19:39.2,50,28,-62
19:39.2,50,49,-62
19:39.2,50,29,-56
19:39.2,50,46,-49
19:39.2,50,23,-61
19:39.2,50,26,-64
19:39.2,50,25,-69
19:39.2,50,47,-57
19:39.4,50,53,-65
19:39.4,50,30,-56
19:39.4,50,33,-63
19:39.4,50,32,-72
19:39.4,50,54,-58
19:39.4,50,51,-64
19:39.4,50,35,-64
19:39.4,50,34,-60
19:39.4,50,56,-66
19:39.4,50,37,-62
19:39.4,50,42,-62
19:39.4,50,41,-60
19:39.4,50,21,-67
19:39.4,50,40,-62
19:39.4,50,49,-59
19:39.4,50,27,-63
19:39.4,50,46,-51
19:39.4,50,24,-60
19:39.4,50,23,-62
19:39.4,50,26,-68
19:39.4,50,48,-53
19:39.4,50,47,-55
19:39.6,50,53,-64
19:39.6,50,52,-55
19:39.6,50,55,-60
19:39.6,50,33,-61
19:39.6,50,32,-71
19:39.6,50,50,-53
19:39.6,50,35,-61
19:39.6,50,34,-62
19:39.6,50,36,-62
19:39.6,50,41,-60
19:39.6,50,44,-60
19:39.6,50,60,-68
19:39.6,50,40,-64
19:39.6,50,27,-70
19:39.6,50,29,-59
19:39.6,50,46,-51
19:39.6,50,24,-63
19:39.6,50,45,-55
19:39.6,50,23,-60
19:39.6,50,47,-60
19:39.8,50,53,-64
19:39.8,50,31,-54
19:39.8,50,55,-59
19:39.8,50,33,-62
19:39.8,50,32,-68
19:39.8,50,54,-57
19:39.8,50,50,-54
19:39.8,50,35,-65
19:39.8,50,57,-69
19:39.8,50,37,-66
19:39.8,50,36,-62
19:39.8,50,41,-60
19:39.8,50,44,-58
19:39.8,50,49,-65
19:39.8,50,23,-60
19:39.8,50,26,-66
19:39.8,50,48,-52
19:39.8,50,47,-63
19:40.0,50,53,-63
19:40.0,50,31,-52
19:40.0,50,30,-63
19:40.0,50,52,-57
19:40.0,50,33,-63
19:40.0,50,54,-56
19:40.0,50,50,-53
19:40.0,50,35,-68
19:40.0,50,34,-61
19:40.0,50,59,-64
19:40.0,50,37,-65
19:40.0,50,41,-63
19:40.0,50,44,-60
19:40.0,50,21,-75
19:40.0,50,60,-71
19:40.0,50,27,-64
19:40.0,50,29,-58
19:40.0,50,46,-50
19:40.0,50,24,-64
19:40.0,50,45,-55
19:40.0,50,23,-61
19:40.0,50,26,-65
19:40.0,50,48,-58
19:40.0,50,47,-55
19:40.2,50,31,-53
19:40.2,50,30,-61
19:40.2,50,52,-56
19:40.2,50,55,-61
19:40.2,50,32,-67
19:40.2,50,51,-59
19:40.2,50,50,-53
19:40.2,50,35,-65
19:40.2,50,56,-62
19:40.2,50,59,-63
19:40.2,50,37,-66
19:40.2,50,36,-61
19:40.2,50,41,-60
19:40.2,50,44,-60
19:40.2,50,21,-73
19:40.2,50,60,-73
19:40.2,50,40,-63
19:40.2,50,29,-60
19:40.2,50,24,-64
19:40.2,50,45,-56
19:40.2,50,23,-60
19:40.2,50,26,-64
19:40.2,50,48,-55
19:40.2,50,25,-62
19:40.2,50,47,-53
19:40.4,50,53,-64
19:40.4,50,52,-58
19:40.4,50,55,-63
19:40.4,50,33,-63
19:40.4,50,32,-69
19:40.4,50,54,-59
19:40.4,50,50,-55
19:40.4,50,39,-65
19:40.4,50,35,-64
19:40.4,50,57,-72
19:40.4,50,34,-62
19:40.4,50,56,-61
19:40.4,50,59,-64
19:40.4,50,37,-68
19:40.4,50,58,-69
19:40.4,50,36,-62
19:40.4,50,28,-62
19:40.4,50,49,-64
19:40.4,50,29,-58
19:40.4,50,46,-51
19:40.4,50,24,-63
19:40.4,50,45,-54
19:40.4,50,23,-62
19:40.4,50,26,-63
19:40.4,50,47,-68
19:40.6,50,31,-53
19:40.6,50,30,-60
19:40.6,50,52,-56
19:40.6,50,54,-57
19:40.6,50,50,-55
19:40.6,50,39,-66
19:40.6,50,35,-66
19:40.6,50,34,-62
19:40.6,50,56,-61
19:40.6,50,59,-64
19:40.6,50,37,-69
19:40.6,50,36,-61
19:40.6,50,42,-62
19:40.6,50,41,-62
19:40.6,50,44,-59
19:40.6,50,43,-58
19:40.6,50,40,-64
19:40.6,50,28,-62
19:40.6,50,49,-63
19:40.6,50,46,-50
19:40.6,50,24,-64
19:40.6,50,45,-57
19:40.6,50,23,-60
19:40.6,50,26,-66
19:40.6,50,47,-69
19:40.8,50,31,-53
19:40.8,50,30,-60
19:40.8,50,52,-55
19:40.8,50,54,-57
19:40.8,50,50,-55
19:40.8,50,38,-80
19:40.8,50,35,-64
19:40.8,50,56,-60
19:40.8,50,59,-64
19:40.8,50,37,-65
19:40.8,50,42,-63
19:40.8,50,44,-60
19:40.8,50,40,-64
19:40.8,50,29,-58
19:40.8,50,46,-50
19:40.8,50,24,-62
19:40.8,50,45,-56
19:40.8,50,23,-60
19:40.8,50,48,-54
19:40.8,50,25,-64
19:40.8,50,47,-61
19:41.0,50,53,-65
19:41.0,50,31,-53
19:41.0,50,33,-64
19:41.0,50,32,-68
