TIME,Base,Minor,Rssi
49:56.0,56,53,-67
49:56.0,56,31,-60
49:56.0,56,30,-66
49:56.0,56,52,-62
49:56.0,56,54,-51
49:56.0,56,32,-63
49:56.0,56,39,-64
49:56.0,56,38,-65
49:56.0,56,57,-64
49:56.0,56,56,-55
49:56.0,56,37,-66
49:56.0,56,59,-56
49:56.0,56,36,-57
49:56.0,56,42,-68
49:56.0,56,44,-69
49:56.0,56,21,-69
49:56.0,56,43,-73
49:56.0,56,40,-65
49:56.0,56,28,-65
49:56.0,56,27,-66
49:56.0,56,49,-69
49:56.0,56,46,-69
49:56.0,56,45,-60
49:56.0,56,23,-68
49:56.0,56,25,-67
49:56.0,56,47,-64
49:56.2,56,31,-62
49:56.2,56,30,-67
49:56.2,56,52,-62
49:56.2,56,33,-54
49:56.2,56,55,-58
49:56.2,56,32,-63
49:56.2,56,50,-71
49:56.2,56,39,-64
49:56.2,56,38,-65
49:56.2,56,57,-57
49:56.2,56,34,-80
49:56.2,56,37,-65
49:56.2,56,59,-57
49:56.2,56,36,-56
49:56.2,56,21,-69
49:56.2,56,43,-70
49:56.2,56,40,-61
49:56.2,56,28,-67
49:56.2,56,27,-65
49:56.2,56,23,-68
49:56.2,56,26,-66
49:56.2,56,25,-67
49:56.4,56,53,-68
49:56.4,56,31,-58
49:56.4,56,33,-54
49:56.4,56,55,-73
49:56.4,56,51,-55
49:56.4,56,50,-65
49:56.4,56,39,-69
49:56.4,56,57,-56
49:56.4,56,56,-60
49:56.4,56,37,-56
49:56.4,56,59,-60
49:56.4,56,58,-63
49:56.4,56,41,-73
49:56.4,56,22,-74
49:56.4,56,21,-72
49:56.4,56,43,-68
49:56.4,56,60,-64
49:56.4,56,27,-66
49:56.4,56,49,-69
49:56.4,56,29,-72
49:56.4,56,24,-64
49:56.4,56,48,-68
49:56.4,56,25,-64
49:56.4,56,47,-60
49:56.6,56,53,-66
49:56.6,56,31,-58
49:56.6,56,30,-63
49:56.6,56,33,-55
49:56.6,56,54,-51
49:56.6,56,32,-60
49:56.6,56,51,-58
49:56.6,56,38,-63
49:56.6,56,57,-56
49:56.6,56,35,-55
49:56.6,56,34,-59
49:56.6,56,56,-67
49:56.6,56,59,-64
49:56.6,56,36,-55
49:56.6,56,41,-64
49:56.6,56,21,-67
49:56.6,56,60,-65
49:56.6,56,28,-73
49:56.6,56,27,-64
49:56.6,56,49,-69
49:56.6,56,46,-66
49:56.6,56,47,-60
49:56.9,56,53,-76
49:56.9,56,31,-59
49:56.9,56,52,-67
49:56.9,56,32,-58
49:56.9,56,50,-66
49:56.9,56,39,-69
49:56.9,56,57,-55
49:56.9,56,34,-58
49:56.9,56,56,-64
49:56.9,56,37,-56
49:56.9,56,59,-62
49:56.9,56,58,-62
49:56.9,56,44,-69
49:56.9,56,22,-73
49:56.9,56,43,-67
49:56.9,56,60,-61
49:56.9,56,40,-66
49:56.9,56,28,-77
49:56.9,56,49,-69
49:56.9,56,29,-68
49:56.9,56,24,-64
49:56.9,56,46,-66
49:56.9,56,23,-75
49:56.9,56,48,-68
49:56.9,56,26,-68
49:56.9,56,47,-58
49:57.1,56,53,-70
49:57.1,56,31,-58
49:57.1,56,30,-61
49:57.1,56,52,-67
49:57.1,56,54,-52
49:57.1,56,32,-60
49:57.1,56,51,-59
49:57.1,56,50,-65
49:57.1,56,39,-68
49:57.1,56,38,-62
49:57.1,56,57,-55
49:57.1,56,56,-62
49:57.1,56,37,-55
49:57.1,56,59,-63
49:57.1,56,36,-55
49:57.1,56,22,-79
49:57.1,56,21,-72
49:57.1,56,43,-67
49:57.1,56,60,-61
49:57.1,56,40,-65
49:57.1,56,27,-68
49:57.1,56,49,-67
49:57.1,56,29,-66
49:57.1,56,24,-63
49:57.1,56,46,-65
49:57.1,56,23,-76
49:57.1,56,48,-67
49:57.1,56,26,-68
49:57.1,56,47,-58
49:57.3,56,53,-70
49:57.3,56,31,-58
49:57.3,56,52,-68
49:57.3,56,33,-55
49:57.3,56,54,-53
49:57.3,56,50,-64
49:57.3,56,39,-66
49:57.3,56,38,-62
49:57.3,56,57,-57
49:57.3,56,34,-59
49:57.3,56,56,-60
49:57.3,56,37,-55
49:57.3,56,42,-68
49:57.3,56,44,-71
49:57.3,56,21,-68
49:57.3,56,60,-62
49:57.3,56,40,-65
49:57.3,56,27,-65
49:57.3,56,29,-68
49:57.3,56,24,-64
49:57.3,56,23,-74
49:57.3,56,26,-66
49:57.3,56,25,-73
49:57.3,56,47,-60
49:57.5,56,31,-60
49:57.5,56,30,-60
49:57.5,56,33,-54
49:57.5,56,55,-50
49:57.5,56,54,-50
49:57.5,56,50,-64
49:57.5,56,38,-61
49:57.5,56,57,-56
49:57.5,56,35,-55
49:57.5,56,34,-56
49:57.5,56,56,-62
49:57.5,56,37,-54
49:57.5,56,36,-54
49:57.5,56,41,-64
49:57.5,56,44,-70
49:57.5,56,22,-70
49:57.5,56,21,-69
49:57.5,56,27,-64
49:57.5,56,29,-67
49:57.5,56,45,-68
49:57.5,56,48,-67
49:57.5,56,26,-69
49:57.7,56,31,-58
49:57.7,56,30,-60
49:57.7,56,52,-64
49:57.7,56,33,-55
49:57.7,56,55,-51
49:57.7,56,54,-51
49:57.7,56,32,-59
49:57.7,56,51,-56
49:57.7,56,39,-62
49:57.7,56,38,-61
49:57.7,56,57,-56
49:57.7,56,35,-56
49:57.7,56,34,-58
49:57.7,56,37,-54
49:57.7,56,36,-54
49:57.7,56,58,-71
49:57.7,56,41,-65
49:57.7,56,22,-74
49:57.7,56,43,-68
49:57.7,56,27,-68
49:57.7,56,29,-67
49:57.7,56,24,-63
49:57.7,56,48,-67
49:57.7,56,26,-66
49:57.9,56,53,-74
49:57.9,56,30,-61
49:57.9,56,52,-69
49:57.9,56,55,-50
49:57.9,56,54,-51
49:57.9,56,32,-58
49:57.9,56,39,-66
49:57.9,56,38,-61
49:57.9,56,57,-55
49:57.9,56,37,-54
49:57.9,56,59,-67
49:57.9,56,22,-72
49:57.9,56,40,-66
49:57.9,56,28,-73
49:57.9,56,49,-68
49:57.9,56,46,-65
49:57.9,56,47,-61
49:58.1,56,53,-69
49:58.1,56,31,-60
49:58.1,56,52,-69
49:58.1,56,55,-49
49:58.1,56,54,-51
49:58.1,56,32,-60
49:58.1,56,50,-64
49:58.1,56,39,-64
49:58.1,56,34,-59
49:58.1,56,56,-62
49:58.1,56,37,-54
49:58.1,56,36,-54
49:58.1,56,41,-66
49:58.1,56,44,-69
49:58.1,56,22,-72
49:58.1,56,60,-62
49:58.1,56,49,-68
49:58.1,56,29,-67
49:58.1,56,46,-64
49:58.1,56,48,-82
49:58.1,56,47,-58
49:58.3,56,31,-57
49:58.3,56,52,-66
49:58.3,56,55,-51
49:58.3,56,54,-51
49:58.3,56,32,-60
49:58.3,56,51,-56
49:58.3,56,50,-64
49:58.3,56,38,-61
49:58.3,56,35,-55
49:58.3,56,37,-54
