TIME,Base,Minor,Rssi,,,,,Base,45
37:32.5,45,58,-72,,,59,60,39,40
37:32.5,45,46,-55,,,-71.81,-74.79,-69.61,-69.5
37:32.6,45,64,-69,,,58,57,38,37
37:32.6,45,29,-66,,,-73.23,-70.6,-69.41,-69.25
37:32.6,45,45,-49,,,55,56,35,36
37:32.7,45,39,-66,,,-67.75,-71.73,-69.75,-75.52
37:32.7,45,59,-77,,,54,53,34,33
37:32.7,45,63,-69,,,-66.91,-71.09,-69.85,-67.45
37:32.7,45,22,-67,,,51,52,31,32
37:32.7,45,43,-67,,,-67.07,-70.73,-66,-62
37:32.7,45,60,-67,,,50,49,30,29
37:32.7,45,62,-63,,,-63.16,-64.9,-60.61,-63.23
37:32.7,45,24,-73,,,47,48,27,28
37:32.7,45,45,-50,,,-50.69,-52.64,-63.11,-66.62
37:32.8,45,42,-68,,,46,45,26,25
37:32.8,45,48,-53,,,-54.04,-51.05,-60.54,-66.47
37:32.9,45,53,-76,,,43,44,23,24
37:32.9,45,54,-67,,,-62.91,-71.85,-70.52,-66.82
37:32.9,45,32,-67,,,42,41,22,21
37:32.9,45,37,-64,,,-61.69,-68.14,-70.5,-71.33
37:32.9,45,46,-54,,,,,,
37:32.9,45,23,-64,,,,,,
37:32.9,45,45,-50,,,,,,
37:32.9,45,47,-50,,,,,,
37:33.0,45,36,-68,,,,,,
37:33.0,45,23,-65,,,,,,
37:33.0,45,45,-51,,,,,,
37:33.0,45,48,-55,,,,,,
37:33.0,45,47,-51,,,,,,
37:33.1,45,22,-63,,,,,,
37:33.1,45,24,-66,,,,,,
37:33.1,45,45,-50,,,,,,
37:33.2,45,55,-66,,,,,,
37:33.2,45,36,-67,,,,,,
37:33.2,45,44,-64,,,,,,
37:33.2,45,29,-66,,,,,,
37:33.2,45,46,-52,,,,,,
37:33.2,45,23,-67,,,,,,
37:33.2,45,45,-52,,,,,,
37:33.2,45,48,-54,,,,,,
37:33.2,45,47,-51,,,,,,
37:33.3,45,60,-72,,,,,,
37:33.3,45,46,-53,,,,,,
37:33.3,45,45,-51,,,,,,
37:33.3,45,48,-53,,,,,,
37:33.3,45,47,-51,,,,,,
37:33.4,45,57,-69,,,,,,
37:33.4,45,21,-66,,,,,,
37:33.4,45,43,-65,,,,,,
37:33.4,45,46,-52,,,,,,
37:33.4,45,45,-51,,,,,,
37:33.4,45,48,-53,,,,,,
37:33.4,45,47,-50,,,,,,
37:33.5,45,38,-75,,,,,,
37:33.5,45,63,-67,,,,,,
37:33.5,45,61,-70,,,,,,
37:33.5,45,46,-53,,,,,,
37:33.5,45,45,-53,,,,,,
37:33.5,45,48,-53,,,,,,
37:33.5,45,25,-67,,,,,,
37:33.6,45,38,-79,,,,,,
37:33.6,45,46,-53,,,,,,
37:33.6,45,45,-52,,,,,,
37:33.7,45,53,-76,,,,,,
37:33.7,45,54,-67,,,,,,
37:33.7,45,39,-72,,,,,,
37:33.7,45,58,-62,,,,,,
37:33.7,45,40,-72,,,,,,
37:33.7,45,45,-53,,,,,,
37:33.7,45,47,-51,,,,,,
37:33.8,45,38,-79,,,,,,
37:33.8,45,63,-70,,,,,,
37:33.8,45,62,-65,,,,,,
37:33.8,45,46,-53,,,,,,
37:33.8,45,26,-62,,,,,,
37:33.9,45,42,-65,,,,,,
37:33.9,45,62,-65,,,,,,
37:33.9,45,46,-52,,,,,,
37:33.9,45,45,-51,,,,,,
37:33.9,45,26,-62,,,,,,
37:33.9,45,47,-50,,,,,,
37:34.0,45,33,-68,,,,,,
37:34.0,45,56,-68,,,,,,
37:34.0,45,59,-68,,,,,,
37:34.0,45,58,-62,,,,,,
37:34.0,45,42,-65,,,,,,
37:34.0,45,24,-66,,,,,,
37:34.0,45,45,-52,,,,,,
37:34.0,45,47,-50,,,,,,
37:34.0,45,25,-66,,,,,,
37:34.1,45,39,-68,,,,,,
37:34.1,45,59,-69,,,,,,
37:34.1,45,21,-67,,,,,,
37:34.1,45,45,-52,,,,,,
37:34.1,45,48,-53,,,,,,
37:34.1,45,47,-51,,,,,,
37:34.2,45,31,-67,,,,,,
37:34.2,45,32,-61,,,,,,
37:34.2,45,56,-67,,,,,,
37:34.2,45,34,-74,,,,,,
37:34.2,45,64,-70,,,,,,
37:34.2,45,22,-68,,,,,,
37:34.2,45,28,-68,,,,,,
37:34.2,45,24,-66,,,,,,
37:34.2,45,23,-68,,,,,,
37:34.2,45,48,-53,,,,,,
37:34.2,45,26,-62,,,,,,
37:34.3,45,55,-68,,,,,,
37:34.3,45,32,-61,,,,,,
37:34.3,45,58,-62,,,,,,
37:34.3,45,21,-67,,,,,,
37:34.3,45,43,-66,,,,,,
37:34.3,45,62,-64,,,,,,
37:34.3,45,46,-53,,,,,,
37:34.3,45,26,-62,,,,,,
37:34.5,45,56,-68,,,,,,
37:34.5,45,64,-71,,,,,,
37:34.5,45,22,-68,,,,,,
37:34.5,45,40,-70,,,,,,
37:34.5,45,46,-52,,,,,,
37:34.5,45,23,-67,,,,,,
37:34.5,45,48,-53,,,,,,
37:34.5,45,47,-51,,,,,,
37:34.5,45,25,-66,,,,,,
37:34.6,45,53,-75,,,,,,
37:34.6,45,32,-61,,,,,,
37:34.6,45,56,-68,,,,,,
37:34.6,45,58,-61,,,,,,
37:34.6,45,41,-69,,,,,,
37:34.6,45,22,-68,,,,,,
37:34.6,45,60,-70,,,,,,
37:34.6,45,27,-67,,,,,,
37:34.6,45,25,-66,,,,,,
37:34.7,45,32,-60,,,,,,
37:34.7,45,38,-77,,,,,,
37:34.7,45,58,-84,,,,,,
37:34.7,45,22,-68,,,,,,
37:34.7,45,62,-65,,,,,,
37:34.7,45,28,-66,,,,,,
37:34.7,45,27,-69,,,,,,
37:34.7,45,48,-53,,,,,,
37:34.7,45,47,-50,,,,,,
37:34.7,45,25,-67,,,,,,
37:34.8,45,53,-75,,,,,,
37:34.8,45,33,-65,,,,,,
37:34.8,45,32,-62,,,,,,
37:34.8,45,39,-72,,,,,,
37:34.8,45,57,-69,,,,,,
37:34.8,45,35,-82,,,,,,
37:34.8,45,37,-71,,,,,,
37:34.8,45,59,-66,,,,,,
37:34.8,45,58,-86,,,,,,
37:34.8,45,42,-60,,,,,,
37:34.8,45,64,-69,,,,,,
37:34.8,45,22,-66,,,,,,
37:34.8,45,46,-53,,,,,,
37:34.8,45,48,-53,,,,,,
37:34.8,45,26,-57,,,,,,
37:34.9,45,31,-67,,,,,,
37:34.9,45,53,-75,,,,,,
37:34.9,45,55,-68,,,,,,
37:34.9,45,32,-62,,,,,,
37:34.9,45,34,-67,,,,,,
37:34.9,45,59,-66,,,,,,
37:34.9,45,64,-69,,,,,,
37:34.9,45,63,-65,,,,,,
37:34.9,45,21,-69,,,,,,
37:34.9,45,43,-62,,,,,,
37:34.9,45,60,-76,,,,,,
37:34.9,45,29,-64,,,,,,
37:34.9,45,24,-67,,,,,,
37:34.9,45,45,-50,,,,,,
37:34.9,45,47,-50,,,,,,
37:34.9,45,25,-64,,,,,,
37:35.0,45,55,-67,,,,,,
37:35.0,45,54,-63,,,,,,
37:35.0,45,32,-62,,,,,,
37:35.0,45,38,-71,,,,,,
37:35.0,45,42,-60,,,,,,
37:35.0,45,64,-68,,,,,,
37:35.0,45,44,-67,,,,,,
37:35.0,45,61,-61,,,,,,
37:35.0,45,46,-53,,,,,,
37:35.0,45,45,-50,,,,,,
37:35.0,45,26,-58,,,,,,
37:35.0,45,47,-51,,,,,,
37:35.0,45,25,-64,,,,,,
37:35.1,45,30,-60,,,,,,
37:35.1,45,37,-70,,,,,,
37:35.1,45,59,-66,,,,,,
37:35.1,45,36,-87,,,,,,
37:35.1,45,58,-80,,,,,,
37:35.1,45,42,-60,,,,,,
37:35.1,45,21,-69,,,,,,
37:35.1,45,28,-77,,,,,,
37:35.1,45,29,-65,,,,,,
37:35.1,45,24,-66,,,,,,
37:35.1,45,46,-53,,,,,,
37:35.1,45,26,-58,,,,,,
37:35.1,45,47,-51,,,,,,
37:35.1,45,25,-65,,,,,,
37:35.2,45,31,-67,,,,,,
37:35.2,45,55,-67,,,,,,
37:35.2,45,39,-71,,,,,,
37:35.2,45,34,-67,,,,,,
37:35.2,45,37,-70,,,,,,
37:35.2,45,59,-66,,,,,,
37:35.2,45,36,-82,,,,,,
37:35.2,45,42,-60,,,,,,
37:35.2,45,41,-68,,,,,,
37:35.2,45,60,-75,,,,,,
37:35.2,45,28,-77,,,,,,
37:35.2,45,24,-66,,,,,,
37:35.2,45,46,-53,,,,,,
37:35.2,45,23,-67,,,,,,
37:35.2,45,45,-50,,,,,,
37:35.2,45,25,-64,,,,,,
37:35.3,45,57,-70,,,,,,
37:35.3,45,37,-70,,,,,,
37:35.3,45,44,-67,,,,,,
37:35.3,45,21,-70,,,,,,
37:35.3,45,60,-74,,,,,,
37:35.3,45,24,-65,,,,,,
37:35.3,45,45,-51,,,,,,
37:35.3,45,47,-50,,,,,,
37:35.3,45,25,-65,,,,,,
37:35.4,45,53,-74,,,,,,
37:35.4,45,54,-65,,,,,,
37:35.4,45,57,-70,,,,,,
37:35.4,45,34,-68,,,,,,
37:35.4,45,37,-71,,,,,,
37:35.4,45,36,-82,,,,,,
37:35.4,45,58,-79,,,,,,
37:35.4,45,64,-67,,,,,,
37:35.4,45,41,-67,,,,,,
37:35.4,45,44,-67,,,,,,
37:35.4,45,43,-61,,,,,,
37:35.4,45,46,-53,,,,,,
37:35.4,45,45,-51,,,,,,
37:35.4,45,26,-57,,,,,,
37:35.4,45,47,-51,,,,,,
37:35.5,45,30,-60,,,,,,
