TIME,Base,Minor,Rssi,,,,,Base,53
35:35.2,53,31,-63,,,59,60,39,40
35:35.2,53,55,-49,,,-66.73,-64.86,-67.52,-66.94
35:35.2,53,54,-53,,,58,57,38,37
35:35.2,53,35,-56,,,-59.33,-65.52,-67.48,-63.73
35:35.2,53,57,-75,,,55,56,35,36
35:35.2,53,56,-58,,,-54.77,-54.19,-55.89,-60
35:35.2,53,59,-69,,,54,53,34,33
35:35.2,53,58,-62,,,-52.13,-53.22,-56.41,-61.16
35:35.2,53,64,-79,,,51,52,31,32
35:35.2,53,63,-58,,,-59.58,-69.17,-63.76,-67.88
35:35.2,53,44,-85,,,50,49,30,29
35:35.2,53,21,-77,,,-64.9,-72.26,-70.48,-67.34
35:35.2,53,40,-67,,,47,48,27,28
35:35.2,53,61,-72,,,-72.95,-70.79,-71.29,-75.06
35:35.2,53,28,-87,,,46,45,26,25
35:35.2,53,46,-75,,,-70.57,-73.69,-71.36,-64.73
35:35.3,53,30,-68,,,43,44,23,24
35:35.3,53,33,-58,,,-69.9,-79.5,-76.6,-69.31
35:35.3,53,39,-71,,,42,41,22,21
35:35.3,53,38,-69,,,-69.56,-69.13,-74.48,-73.68
35:35.3,53,35,-55,,,,,,
35:35.3,53,57,-71,,,,,,
35:35.3,53,34,-56,,,,,,
35:35.3,53,56,-56,,,,,,
35:35.3,53,64,-74,,,,,,
35:35.3,53,43,-79,,,,,,
35:35.3,53,21,-78,,,,,,
35:35.3,53,62,-67,,,,,,
35:35.3,53,61,-72,,,,,,
35:35.3,53,24,-77,,,,,,
35:35.3,53,46,-74,,,,,,
35:35.4,53,53,-55,,,,,,
35:35.4,53,30,-66,,,,,,
35:35.4,53,55,-50,,,,,,
35:35.4,53,54,-54,,,,,,
35:35.4,53,32,-66,,,,,,
35:35.4,53,35,-53,,,,,,
35:35.4,53,56,-55,,,,,,
35:35.4,53,58,-60,,,,,,
35:35.4,53,36,-61,,,,,,
35:35.4,53,62,-68,,,,,,
35:35.4,53,40,-67,,,,,,
35:35.4,53,46,-75,,,,,,
35:35.4,53,26,-71,,,,,,
35:35.5,53,55,-52,,,,,,
35:35.5,53,33,-61,,,,,,
35:35.5,53,39,-68,,,,,,
35:35.5,53,38,-70,,,,,,
35:35.5,53,57,-65,,,,,,
35:35.5,53,56,-55,,,,,,
35:35.5,53,59,-78,,,,,,
35:35.5,53,58,-63,,,,,,
35:35.5,53,64,-68,,,,,,
35:35.5,53,63,-60,,,,,,
35:35.5,53,44,-74,,,,,,
35:35.5,53,21,-70,,,,,,
35:35.5,53,27,-69,,,,,,
35:35.5,53,29,-68,,,,,,
35:35.5,53,46,-74,,,,,,
35:35.5,53,23,-79,,,,,,
35:35.5,53,45,-78,,,,,,
35:35.5,53,47,-79,,,,,,
35:35.6,53,55,-55,,,,,,
35:35.6,53,36,-67,,,,,,
35:35.6,53,28,-71,,,,,,
35:35.8,53,55,-59,,,,,,
35:35.8,53,33,-59,,,,,,
35:35.8,53,54,-51,,,,,,
35:35.8,53,57,-63,,,,,,
35:35.8,53,56,-52,,,,,,
35:35.8,53,42,-69,,,,,,
35:35.8,53,22,-69,,,,,,
35:35.8,53,21,-69,,,,,,
35:35.8,53,61,-78,,,,,,
35:35.8,53,24,-69,,,,,,
35:35.8,53,46,-69,,,,,,
35:35.8,53,23,-72,,,,,,
35:35.8,53,48,-68,,,,,,
35:35.8,53,47,-78,,,,,,
35:35.9,53,42,-73,,,,,,
35:35.9,53,31,-65,,,,,,
35:35.9,53,53,-50,,,,,,
35:35.9,53,63,-58,,,,,,
35:35.9,53,55,-58,,,,,,
35:35.9,53,22,-68,,,,,,
35:35.9,53,54,-52,,,,,,
35:35.9,53,21,-68,,,,,,
35:35.9,53,39,-67,,,,,,
35:35.9,53,24,-75,,,,,,
35:35.9,53,35,-54,,,,,,
35:35.9,53,56,-53,,,,,,
35:35.9,53,23,-86,,,,,,
35:35.9,53,34,-54,,,,,,
35:35.9,53,26,-68,,,,,,
35:35.9,53,37,-64,,,,,,
35:35.9,53,47,-72,,,,,,
35:35.9,53,36,-60,,,,,,
35:35.9,53,58,-58,,,,,,
35:36.0,53,55,-53,,,,,,
35:36.0,53,33,-57,,,,,,
35:36.0,53,54,-51,,,,,,
35:36.0,53,35,-54,,,,,,
35:36.0,53,56,-53,,,,,,
35:36.0,53,34,-54,,,,,,
35:36.0,53,36,-60,,,,,,
35:36.0,53,64,-64,,,,,,
35:36.0,53,63,-59,,,,,,
