TIME,Base,Minor,Rssi,,,,,Base,50
36:23.6,50,53,-64,,,,,,
36:23.6,50,30,-65,,,,,,
36:23.6,50,54,-58,,,,,,
36:23.6,50,39,-69,,,,,,
36:23.6,50,58,-65,,,,,,
36:23.6,50,64,-54,,,,,,
36:23.6,50,41,-68,,,,,,
36:23.6,50,22,-69,,,,,,
36:23.6,50,40,-73,,,,,,
36:23.6,50,62,-50,,,,,,
36:23.6,50,28,-71,,,,,,
36:23.6,50,29,-68,,,,,,
36:23.6,50,24,-74,,,,,,
36:23.6,50,48,-75,,,,,,
36:23.6,50,47,-68,,,,,,
36:23.7,50,31,-63,,,,,,
36:23.7,50,39,-70,,,,,,
36:23.7,50,58,-65,,,,,,
36:23.7,50,64,-54,,,,,,
36:23.7,50,63,-52,,,,,,
36:23.7,50,40,-74,,,,,,
36:23.7,50,62,-51,,,,,,
36:23.7,50,61,-59,,,,,,
36:23.7,50,24,-73,,,,,,
36:23.7,50,46,-68,,,,,,
36:23.7,50,45,-71,,,,,,
36:23.7,50,47,-69,,,,,,
36:23.8,50,53,-67,,,,,,
36:23.8,50,55,-65,,,,,,
36:23.8,50,33,-66,,,,,,
36:23.8,50,38,-66,,,,,,
36:23.8,50,57,-65,,,,,,
36:23.8,50,56,-58,,,,,,
36:23.8,50,34,-67,,,,,,
36:23.8,50,36,-84,,,,,,
36:23.8,50,63,-52,,,,,,
36:23.8,50,41,-66,,,,,,
36:23.8,50,46,-68,,,,,,
36:23.8,50,45,-72,,,,,,
36:24.0,50,31,-65,,,,,,
36:24.0,50,53,-67,,,,,,
36:24.0,50,54,-56,,,,,,
36:24.0,50,39,-67,,,,,,
36:24.0,50,38,-66,,,,,,
36:24.0,50,56,-60,,,,,,
36:24.0,50,59,-73,,,,,,
36:24.0,50,42,-74,,,,,,
36:24.0,50,63,-52,,,,,,
36:24.0,50,22,-68,,,,,,
36:24.0,50,44,-69,,,,,,
36:24.0,50,21,-70,,,,,,
36:24.0,50,60,-68,,,,,,
36:24.0,50,24,-72,,,,,,
36:24.0,50,45,-74,,,,,,
36:24.0,50,25,-64,,,,,,
36:24.1,50,30,-67,,,,,,
36:24.1,50,55,-63,,,,,,
36:24.1,50,54,-56,,,,,,
36:24.1,50,38,-67,,,,,,
36:24.1,50,57,-64,,,,,,
36:24.1,50,35,-70,,,,,,
36:24.1,50,59,-74,,,,,,
36:24.1,50,36,-79,,,,,,
36:24.1,50,63,-52,,,,,,
36:24.1,50,22,-67,,,,,,
36:24.1,50,21,-72,,,,,,
36:24.1,50,62,-50,,,,,,
36:24.1,50,61,-59,,,,,,
36:24.1,50,28,-68,,,,,,
36:24.1,50,23,-69,,,,,,
36:24.1,50,45,-75,,,,,,
36:24.2,50,53,-67,,,,,,
36:24.2,50,30,-66,,,,,,
36:24.2,50,55,-64,,,,,,
36:24.2,50,39,-67,,,,,,
36:24.2,50,57,-65,,,,,,
36:24.2,50,34,-69,,,,,,
36:24.2,50,36,-77,,,,,,
36:24.2,50,58,-66,,,,,,
36:24.2,50,64,-53,,,,,,
36:24.2,50,63,-53,,,,,,
36:24.2,50,60,-67,,,,,,
36:24.2,50,40,-72,,,,,,
36:24.2,50,24,-75,,,,,,
36:24.3,50,31,-65,,,,,,
36:24.3,50,53,-68,,,,,,
36:24.3,50,32,-63,,,,,,
36:24.3,50,57,-65,,,,,,
36:24.3,50,64,-53,,,,,,
36:24.3,50,63,-53,,,,,,
36:24.3,50,22,-68,,,,,,
36:24.3,50,44,-69,,,,,,
36:24.3,50,62,-50,,,,,,
36:24.3,50,26,-67,,,,,,
36:24.3,50,25,-67,,,,,,
36:24.4,50,31,-65,,,,,,
36:24.4,50,53,-68,,,,,,
36:24.4,50,57,-62,,,,,,
36:24.4,50,34,-69,,,,,,
36:24.4,50,58,-67,,,,,,
36:24.4,50,22,-69,,,,,,
36:24.4,50,43,-68,,,,,,
36:24.4,50,40,-70,,,,,,
36:24.4,50,27,-65,,,,,,
36:24.4,50,29,-68,,,,,,
36:24.4,50,25,-68,,,,,,
36:24.5,50,31,-64,,,,,,
36:24.5,50,53,-67,,,,,,
36:24.5,50,30,-66,,,,,,
36:24.5,50,54,-56,,,,,,
36:24.5,50,39,-68,,,,,,
36:24.5,50,38,-68,,,,,,
36:24.5,50,57,-64,,,,,,
36:24.5,50,35,-73,,,,,,
36:24.5,50,36,-76,,,,,,
36:24.5,50,42,-75,,,,,,
36:24.5,50,63,-53,,,,,,
36:24.5,50,43,-68,,,,,,
36:24.5,50,62,-50,,,,,,
36:24.5,50,27,-65,,,,,,
36:24.5,50,24,-74,,,,,,
36:24.5,50,48,-71,,,,,,
36:24.6,50,54,-56,,,,,,
36:24.6,50,57,-64,,,,,,
36:24.6,50,56,-60,,,,,,
36:24.6,50,64,-54,,,,,,
36:24.6,50,21,-79,,,,,,
36:24.6,50,43,-68,,,,,,
36:24.6,50,60,-67,,,,,,
36:24.6,50,24,-74,,,,,,
36:24.6,50,26,-68,,,,,,
36:24.7,50,31,-65,,,,,,
36:24.7,50,53,-68,,,,,,
36:24.7,50,55,-63,,,,,,
36:24.7,50,54,-55,,,,,,
36:24.7,50,57,-64,,,,,,
36:24.7,50,59,-74,,,,,,
36:24.7,50,41,-64,,,,,,
36:24.7,50,28,-67,,,,,,
36:24.7,50,27,-65,,,,,,
36:24.7,50,29,-68,,,,,,
36:24.7,50,24,-74,,,,,,
36:24.7,50,23,-69,,,,,,
36:24.7,50,45,-78,,,,,,
36:24.7,50,25,-67,,,,,,
36:24.8,50,53,-69,,,,,,
36:24.8,50,57,-65,,,,,,
36:24.8,50,59,-74,,,,,,
36:24.8,50,42,-79,,,,,,
36:24.8,50,64,-54,,,,,,
36:24.8,50,63,-52,,,,,,
36:24.8,50,22,-71,,,,,,
36:24.8,50,44,-67,,,,,,
36:24.8,50,21,-80,,,,,,
36:24.8,50,62,-51,,,,,,
36:24.8,50,61,-60,,,,,,
36:24.8,50,29,-68,,,,,,
36:24.8,50,24,-73,,,,,,
36:24.8,50,23,-69,,,,,,
36:24.8,50,26,-67,,,,,,
36:24.9,50,31,-65,,,,,,
36:24.9,50,55,-62,,,,,,
36:24.9,50,38,-68,,,,,,
36:24.9,50,35,-69,,,,,,
36:24.9,50,37,-66,,,,,,
36:24.9,50,59,-75,,,,,,
36:24.9,50,58,-67,,,,,,
36:24.9,50,63,-52,,,,,,
36:24.9,50,21,-79,,,,,,
36:24.9,50,62,-51,,,,,,
36:24.9,50,61,-60,,,,,,
36:24.9,50,28,-67,,,,,,
36:24.9,50,27,-65,,,,,,
36:24.9,50,29,-69,,,,,,
36:24.9,50,26,-67,,,,,,
36:24.9,50,47,-70,,,,,,
36:24.9,50,25,-67,,,,,,
36:25.0,50,55,-62,,,,,,
36:25.0,50,39,-67,,,,,,
36:25.0,50,57,-65,,,,,,
36:25.0,50,37,-66,,,,,,
36:25.0,50,58,-66,,,,,,
36:25.0,50,64,-54,,,,,,
36:25.0,50,43,-69,,,,,,
36:25.0,50,40,-71,,,,,,
36:25.0,50,62,-51,,,,,,
36:25.0,50,61,-60,,,,,,
36:25.0,50,27,-66,,,,,,
36:25.0,50,29,-68,,,,,,
36:25.0,50,23,-70,,,,,,
36:25.0,50,26,-68,,,,,,
36:25.0,50,47,-70,,,,,,
36:25.1,50,30,-68,,,,,,
36:25.1,50,32,-58,,,,,,
36:25.1,50,38,-71,,,,,,
36:25.1,50,35,-61,,,,,,
36:25.1,50,34,-66,,,,,,
36:25.1,50,59,-79,,,,,,
36:25.1,50,36,-66,,,,,,
36:25.1,50,58,-68,,,,,,
36:25.1,50,42,-80,,,,,,
36:25.1,50,64,-54,,,,,,
36:25.1,50,22,-70,,,,,,
36:25.1,50,21,-71,,,,,,
36:25.1,50,40,-69,,,,,,
36:25.1,50,62,-51,,,,,,
36:25.1,50,61,-58,,,,,,
36:25.1,50,23,-69,,,,,,
36:25.1,50,25,-67,,,,,,
36:25.2,50,55,-66,,,,,,
36:25.2,50,38,-68,,,,,,
36:25.2,50,57,-67,,,,,,
36:25.2,50,34,-67,,,,,,
36:25.2,50,36,-66,,,,,,
36:25.2,50,58,-68,,,,,,
36:25.2,50,42,-77,,,,,,
36:25.2,50,64,-55,,,,,,
36:25.2,50,63,-52,,,,,,
36:25.2,50,43,-70,,,,,,
36:25.2,50,40,-70,,,,,,
36:25.2,50,62,-51,,,,,,
36:25.2,50,61,-58,,,,,,
36:25.2,50,27,-65,,,,,,
36:25.2,50,29,-68,,,,,,
36:25.2,50,24,-69,,,,,,
36:25.2,50,46,-76,,,,,,
36:25.2,50,48,-71,,,,,,
36:25.2,50,26,-68,,,,,,
36:25.3,50,30,-70,,,,,,
36:25.3,50,55,-65,,,,,,
36:25.3,50,32,-58,,,,,,
36:25.3,50,35,-60,,,,,,
36:25.3,50,56,-75,,,,,,
36:25.3,50,34,-68,,,,,,
36:25.3,50,64,-55,,,,,,
36:25.3,50,41,-73,,,,,,
36:25.3,50,60,-68,,,,,,
36:25.3,50,40,-68,,,,,,
36:25.3,50,62,-51,,,,,,
36:25.3,50,61,-58,,,,,,
36:25.3,50,27,-65,,,,,,
36:25.3,50,47,-70,,,,,,
36:25.4,50,30,-67,,,,,,
36:25.4,50,33,-59,,,,,,
36:25.4,50,54,-63,,,,,,
36:25.4,50,32,-58,,,,,,
36:25.4,50,37,-72,,,,,,
36:25.4,50,59,-67,,,,,,
36:25.4,50,58,-67,,,,,,
36:25.4,50,63,-52,,,,,,
36:25.4,50,22,-68,,,,,,
36:25.4,50,40,-68,,,,,,
36:25.4,50,62,-50,,,,,,
36:25.4,50,28,-67,,,,,,
36:25.4,50,29,-67,,,,,,
36:25.4,50,25,-67,,,,,,
36:25.5,50,31,-75,,,,,,
36:25.5,50,33,-58,,,,,,
36:25.5,50,54,-62,,,,,,
36:25.5,50,32,-59,,,,,,
36:25.5,50,39,-76,,,,,,
36:25.5,50,35,-60,,,,,,
36:25.5,50,59,-66,,,,,,
36:25.5,50,64,-56,,,,,,
36:25.5,50,63,-51,,,,,,
36:25.5,50,28,-69,,,,,,
36:25.5,50,25,-67,,,,,,
36:25.6,50,31,-73,,,,,,
36:25.6,50,33,-58,,,,,,
36:25.6,50,54,-63,,,,,,
36:25.6,50,32,-59,,,,,,
36:25.6,50,56,-73,,,,,,
36:25.6,50,59,-69,,,,,,
36:25.6,50,36,-67,,,,,,
36:25.6,50,64,-55,,,,,,
36:25.6,50,63,-51,,,,,,
36:25.6,50,22,-67,,,,,,
36:25.6,50,43,-71,,,,,,
36:25.6,50,40,-67,,,,,,
36:25.6,50,62,-51,,,,,,
36:25.6,50,61,-58,,,,,,
36:25.6,50,29,-67,,,,,,
36:25.6,50,47,-72,,,,,,
36:25.7,50,31,-73,,,,,,
36:25.7,50,55,-64,,,,,,
36:25.7,50,39,-77,,,,,,
36:25.7,50,35,-60,,,,,,
36:25.7,50,34,-69,,,,,,
36:25.7,50,37,-71,,,,,,
36:25.7,50,59,-68,,,,,,
36:25.7,50,64,-55,,,,,,
36:25.7,50,63,-51,,,,,,
36:25.7,50,41,-73,,,,,,
36:25.7,50,22,-67,,,,,,
36:25.7,50,44,-73,,,,,,
36:25.7,50,62,-50,,,,,,
36:25.7,50,29,-67,,,,,,
36:25.7,50,24,-67,,,,,,
36:25.7,50,25,-67,,,,,,
36:25.8,50,31,-73,,,,,,
36:25.8,50,33,-58,,,,,,
36:25.8,50,54,-62,,,,,,
36:25.8,50,42,-80,,,,,,
36:25.8,50,64,-55,,,,,,
36:25.8,50,41,-73,,,,,,
36:25.8,50,22,-68,,,,,,
36:25.8,50,21,-72,,,,,,
36:25.8,50,40,-67,,,,,,
36:25.8,50,62,-50,,,,,,
36:25.8,50,27,-64,,,,,,
36:25.8,50,26,-64,,,,,,
36:25.9,50,31,-73,,,,,,
36:25.9,50,33,-58,,,,,,
36:25.9,50,54,-62,,,,,,
36:25.9,50,56,-74,,,,,,
36:25.9,50,34,-68,,,,,,
36:25.9,50,37,-71,,,,,,
36:25.9,50,36,-66,,,,,,
36:25.9,50,63,-51,,,,,,
36:25.9,50,22,-68,,,,,,
36:25.9,50,21,-72,,,,,,
36:25.9,50,60,-68,,,,,,
36:25.9,50,40,-67,,,,,,
36:25.9,50,62,-51,,,,,,
36:25.9,50,61,-58,,,,,,
36:25.9,50,29,-66,,,,,,
36:25.9,50,25,-67,,,,,,
36:26.0,50,30,-67,,,,,,
36:26.0,50,55,-64,,,,,,
36:26.0,50,39,-74,,,,,,
36:26.0,50,64,-55,,,,,,
36:26.0,50,63,-51,,,,,,
36:26.0,50,22,-68,,,,,,
36:26.0,50,60,-68,,,,,,
36:26.0,50,62,-50,,,,,,
36:26.0,50,27,-64,,,,,,
36:26.0,50,24,-67,,,,,,
36:26.0,50,26,-65,,,,,,
36:26.1,50,31,-75,,,,,,
36:26.1,50,33,-58,,,,,,
36:26.1,50,39,-75,,,,,,
36:26.1,50,38,-67,,,,,,
36:26.1,50,35,-60,,,,,,
36:26.1,50,34,-68,,,,,,
36:26.1,50,59,-69,,,,,,
36:26.1,50,36,-66,,,,,,
36:26.1,50,63,-51,,,,,,
36:26.1,50,44,-75,,,,,,
36:26.1,50,60,-69,,,,,,
36:26.1,50,40,-68,,,,,,
36:26.1,50,62,-50,,,,,,
36:26.1,50,46,-73,,,,,,
36:26.1,50,48,-70,,,,,,
36:26.2,50,31,-77,,,,,,
36:26.2,50,53,-66,,,,,,
36:26.2,50,54,-62,,,,,,
36:26.2,50,39,-75,,,,,,
36:26.2,50,35,-60,,,,,,
36:26.2,50,34,-67,,,,,,
36:26.2,50,37,-70,,,,,,
36:26.2,50,59,-67,,,,,,
36:26.2,50,36,-66,,,,,,
36:26.2,50,58,-66,,,,,,
36:26.2,50,42,-76,,,,,,
36:26.2,50,64,-55,,,,,,
36:26.2,50,63,-51,,,,,,
36:26.2,50,28,-69,,,,,,
36:26.2,50,24,-69,,,,,,
36:26.2,50,46,-72,,,,,,
36:26.2,50,23,-71,,,,,,
36:26.2,50,25,-69,,,,,,
36:26.4,50,31,-78,,,,,,
36:26.4,50,30,-70,,,,,,
36:26.4,50,33,-58,,,,,,
36:26.4,50,32,-58,,,,,,
36:26.4,50,57,-69,,,,,,
36:26.4,50,37,-71,,,,,,
36:26.4,50,59,-67,,,,,,
36:26.4,50,64,-56,,,,,,
36:26.4,50,63,-51,,,,,,
36:26.4,50,22,-68,,,,,,
36:26.4,50,61,-58,,,,,,
36:26.4,50,46,-72,,,,,,
36:26.4,50,23,-71,,,,,,
36:26.4,50,47,-73,,,,,,
36:26.5,50,55,-64,,,,,,
36:26.5,50,33,-58,,,,,,
36:26.5,50,39,-75,,,,,,
36:26.5,50,35,-60,,,,,,
36:26.5,50,37,-70,,,,,,
36:26.5,50,58,-66,,,,,,
36:26.5,50,64,-56,,,,,,
36:26.5,50,63,-51,,,,,,
36:26.5,50,61,-58,,,,,,
36:26.5,50,28,-68,,,,,,
36:26.5,50,29,-64,,,,,,
36:26.5,50,24,-68,,,,,,
36:26.5,50,46,-71,,,,,,
36:26.5,50,26,-65,,,,,,
36:26.6,50,54,-63,,,,,,
36:26.6,50,32,-58,,,,,,
36:26.6,50,39,-75,,,,,,
36:26.6,50,38,-67,,,,,,
36:26.6,50,34,-68,,,,,,
36:26.6,50,59,-67,,,,,,
36:26.6,50,64,-55,,,,,,
36:26.6,50,62,-50,,,,,,
36:26.6,50,29,-65,,,,,,
36:26.6,50,45,-73,,,,,,
36:26.6,50,26,-65,,,,,,
36:26.6,50,47,-73,,,,,,
36:26.6,50,25,-69,,,,,,
36:26.7,50,31,-78,,,,,,
36:26.7,50,30,-68,,,,,,
36:26.7,50,55,-64,,,,,,
36:26.7,50,39,-74,,,,,,
36:26.7,50,59,-68,,,,,,
36:26.7,50,36,-67,,,,,,
36:26.7,50,64,-55,,,,,,
36:26.7,50,22,-67,,,,,,
36:26.7,50,44,-79,,,,,,
36:26.7,50,27,-64,,,,,,
36:26.7,50,24,-68,,,,,,
36:26.7,50,46,-70,,,,,,
36:26.7,50,26,-65,,,,,,
36:26.8,50,55,-64,,,,,,
36:26.8,50,33,-58,,,,,,
36:26.8,50,39,-77,,,,,,
36:26.8,50,38,-66,,,,,,
36:26.8,50,56,-74,,,,,,
36:26.8,50,34,-67,,,,,,
36:26.8,50,59,-68,,,,,,
36:26.8,50,41,-67,,,,,,
36:26.8,50,60,-68,,,,,,
36:26.8,50,62,-50,,,,,,
36:26.8,50,27,-65,,,,,,
36:26.8,50,29,-64,,,,,,
36:26.8,50,46,-69,,,,,,
36:26.8,50,47,-75,,,,,,
36:26.9,50,53,-66,,,,,,
36:26.9,50,30,-69,,,,,,
36:26.9,50,33,-58,,,,,,
36:26.9,50,32,-58,,,,,,
36:26.9,50,39,-77,,,,,,
36:26.9,50,35,-60,,,,,,
36:26.9,50,34,-67,,,,,,
36:26.9,50,59,-67,,,,,,
36:26.9,50,63,-51,,,,,,
36:26.9,50,44,-80,,,,,,
36:26.9,50,21,-69,,,,,,
36:26.9,50,62,-50,,,,,,
36:26.9,50,27,-65,,,,,,
36:26.9,50,46,-70,,,,,,
36:26.9,50,26,-65,,,,,,
36:26.9,50,25,-68,,,,,,
36:27.0,50,53,-66,,,,,,
36:27.0,50,30,-67,,,,,,
36:27.0,50,57,-68,,,,,,
36:27.0,50,35,-60,,,,,,
36:27.0,50,56,-74,,,,,,
36:27.0,50,37,-78,,,,,,
36:27.0,50,63,-51,,,,,,
36:27.0,50,44,-82,,,,,,
36:27.0,50,40,-68,,,,,,
36:27.0,50,46,-72,,,,,,
36:27.0,50,48,-70,,,,,,
36:27.0,50,25,-68,,,,,,
36:27.1,50,31,-71,,,,,,
36:27.1,50,33,-59,,,,,,
36:27.1,50,54,-64,,,,,,
36:27.1,50,32,-58,,,,,,
36:27.1,50,37,-79,,,,,,
36:27.1,50,36,-66,,,,,,
36:27.1,50,58,-68,,,,,,
36:27.1,50,63,-51,,,,,,
36:27.1,50,41,-67,,,,,,
36:27.1,50,21,-69,,,,,,
36:27.1,50,29,-66,,,,,,
36:27.1,50,24,-67,,,,,,
36:27.1,50,46,-71,,,,,,
36:27.1,50,25,-68,,,,,,
36:27.2,50,31,-67,,,,,,
36:27.2,50,30,-69,,,,,,
36:27.2,50,33,-58,,,,,,
36:27.2,50,54,-64,,,,,,
36:27.2,50,32,-58,,,,,,
36:27.2,50,35,-60,,,,,,
36:27.2,50,37,-82,,,,,,
36:27.2,50,36,-67,,,,,,
36:27.2,50,58,-69,,,,,,
36:27.2,50,64,-56,,,,,,
36:27.2,50,22,-69,,,,,,
36:27.2,50,44,-81,,,,,,
36:27.2,50,61,-58,,,,,,
36:27.2,50,27,-66,,,,,,
36:27.2,50,46,-73,,,,,,
36:27.2,50,48,-73,,,,,,
36:27.2,50,47,-74,,,,,,
36:27.2,50,25,-68,,,,,,
36:27.3,50,33,-59,,,,,,
36:27.3,50,57,-69,,,,,,
36:27.3,50,35,-60,,,,,,
36:27.3,50,34,-66,,,,,,
36:27.3,50,64,-55,,,,,,
36:27.3,50,63,-51,,,,,,
36:27.3,50,22,-69,,,,,,
36:27.3,50,44,-82,,,,,,
36:27.3,50,62,-51,,,,,,
36:27.3,50,61,-58,,,,,,
36:27.3,50,28,-69,,,,,,
36:27.3,50,29,-65,,,,,,
36:27.3,50,45,-71,,,,,,
36:27.3,50,26,-67,,,,,,
36:27.3,50,47,-75,,,,,,
36:27.4,50,30,-69,,,,,,
36:27.4,50,33,-59,,,,,,
36:27.4,50,32,-59,,,,,,
36:27.4,50,38,-69,,,,,,
36:27.4,50,57,-71,,,,,,
36:27.4,50,35,-60,,,,,,
36:27.4,50,58,-67,,,,,,
36:27.4,50,64,-56,,,,,,
36:27.4,50,41,-68,,,,,,
36:27.4,50,60,-68,,,,,,
36:27.4,50,27,-66,,,,,,
36:27.4,50,29,-65,,,,,,
36:27.4,50,24,-67,,,,,,
36:27.4,50,46,-73,,,,,,
36:27.4,50,23,-72,,,,,,
36:27.4,50,45,-69,,,,,,
36:27.4,50,25,-66,,,,,,
36:27.5,50,31,-68,,,,,,
36:27.5,50,30,-70,,,,,,
36:27.5,50,55,-66,,,,,,
36:27.5,50,54,-63,,,,,,
36:27.5,50,32,-58,,,,,,
36:27.5,50,57,-72,,,,,,
36:27.5,50,35,-60,,,,,,
36:27.5,50,34,-66,,,,,,
36:27.5,50,36,-68,,,,,,
36:27.5,50,64,-55,,,,,,
36:27.5,50,63,-51,,,,,,
36:27.5,50,22,-71,,,,,,
36:27.5,50,44,-82,,,,,,
36:27.5,50,29,-65,,,,,,
36:27.5,50,24,-68,,,,,,
36:27.6,50,55,-66,,,,,,
36:27.6,50,32,-58,,,,,,
36:27.6,50,57,-73,,,,,,
36:27.6,50,56,-75,,,,,,
36:27.6,50,34,-67,,,,,,
36:27.6,50,36,-67,,,,,,
36:27.6,50,58,-69,,,,,,
36:27.6,50,64,-57,,,,,,
36:27.6,50,63,-51,,,,,,
36:27.6,50,44,-81,,,,,,
36:27.6,50,21,-69,,,,,,
36:27.6,50,28,-67,,,,,,
36:27.6,50,29,-66,,,,,,
36:27.6,50,24,-67,,,,,,
36:27.6,50,46,-75,,,,,,
36:27.6,50,23,-71,,,,,,
36:27.6,50,45,-69,,,,,,
36:27.6,50,25,-67,,,,,,
36:27.7,50,37,-81,,,,,,
36:27.7,50,58,-66,,,,,,
36:27.7,50,42,-77,,,,,,
36:27.7,50,63,-51,,,,,,
36:27.7,50,22,-71,,,,,,
36:27.7,50,44,-79,,,,,,
36:27.7,50,21,-69,,,,,,
36:27.7,50,43,-72,,,,,,
36:27.7,50,60,-68,,,,,,
36:27.7,50,62,-50,,,,,,
36:27.7,50,61,-58,,,,,,
36:27.7,50,24,-68,,,,,,
36:27.7,50,26,-68,,,,,,
36:27.7,50,25,-67,,,,,,
36:27.8,50,31,-69,,,,,,
36:27.8,50,55,-66,,,,,,
36:27.8,50,54,-63,,,,,,
36:27.8,50,35,-61,,,,,,
