TIME,Base,Minor,Rssi,,,,,Base,24
29:01.5,24,43,-68,,,,,,
29:01.5,24,28,-57,,,,,,
29:01.5,24,24,-48,,,,,,
29:01.5,24,45,-61,,,,,,
29:01.5,24,48,-69,,,,,,
29:01.5,24,25,-53,,,,,,
29:01.6,24,30,-70,,,,,,
29:01.6,24,55,-68,,,,,,
29:01.6,24,33,-74,,,,,,
29:01.6,24,32,-77,,,,,,
29:01.6,24,54,-79,,,,,,
29:01.6,24,39,-67,,,,,,
29:01.6,24,56,-64,,,,,,
29:01.6,24,59,-71,,,,,,
29:01.6,24,42,-60,,,,,,
29:01.6,24,64,-68,,,,,,
29:01.6,24,63,-66,,,,,,
29:01.6,24,43,-67,,,,,,
29:01.6,24,61,-77,,,,,,
29:01.6,24,27,-69,,,,,,
29:01.6,24,23,-62,,,,,,
29:01.6,24,25,-52,,,,,,
29:01.7,24,33,-76,,,,,,
29:01.7,24,57,-75,,,,,,
29:01.7,24,37,-64,,,,,,
29:01.7,24,58,-68,,,,,,
29:01.7,24,41,-64,,,,,,
29:01.7,24,22,-58,,,,,,
29:01.7,24,44,-59,,,,,,
29:01.7,24,40,-79,,,,,,
29:01.7,24,29,-68,,,,,,
29:01.7,24,46,-66,,,,,,
29:01.7,24,23,-60,,,,,,
29:01.7,24,45,-61,,,,,,
29:01.7,24,48,-67,,,,,,
29:01.7,24,25,-52,,,,,,
29:01.8,24,55,-66,,,,,,
29:01.8,24,54,-76,,,,,,
29:01.8,24,56,-64,,,,,,
29:01.8,24,59,-70,,,,,,
29:01.8,24,37,-65,,,,,,
29:01.8,24,36,-87,,,,,,
29:01.8,24,58,-67,,,,,,
29:01.8,24,42,-61,,,,,,
29:01.8,24,64,-68,,,,,,
29:01.8,24,41,-65,,,,,,
29:01.8,24,44,-59,,,,,,
29:01.8,24,62,-68,,,,,,
29:01.8,24,40,-77,,,,,,
29:01.8,24,61,-80,,,,,,
29:01.8,24,24,-48,,,,,,
29:01.8,24,46,-67,,,,,,
29:01.8,24,45,-61,,,,,,
29:01.8,24,47,-67,,,,,,
29:01.8,24,25,-53,,,,,,
29:01.9,24,53,-72,,,,,,
29:01.9,24,54,-77,,,,,,
29:01.9,24,34,-73,,,,,,
29:01.9,24,36,-82,,,,,,
29:01.9,24,22,-59,,,,,,
29:01.9,24,62,-64,,,,,,
29:01.9,24,28,-57,,,,,,
29:01.9,24,24,-47,,,,,,
29:01.9,24,46,-68,,,,,,
29:02.0,24,33,-73,,,,,,
29:02.0,24,54,-72,,,,,,
29:02.0,24,38,-69,,,,,,
29:02.0,24,34,-72,,,,,,
29:02.0,24,59,-72,,,,,,
29:02.0,24,58,-67,,,,,,
29:02.0,24,64,-67,,,,,,
29:02.0,24,63,-66,,,,,,
29:02.0,24,22,-58,,,,,,
29:02.0,24,44,-59,,,,,,
29:02.0,24,21,-62,,,,,,
29:02.0,24,27,-67,,,,,,
29:02.0,24,24,-48,,,,,,
29:02.0,24,46,-68,,,,,,
29:02.0,24,23,-61,,,,,,
29:02.1,24,55,-66,,,,,,
29:02.1,24,54,-73,,,,,,
29:02.1,24,39,-68,,,,,,
29:02.1,24,56,-64,,,,,,
29:02.1,24,59,-71,,,,,,
29:02.1,24,37,-65,,,,,,
29:02.1,24,36,-77,,,,,,
29:02.1,24,22,-58,,,,,,
29:02.1,24,21,-63,,,,,,
29:02.1,24,61,-79,,,,,,
29:02.1,24,24,-47,,,,,,
29:02.1,24,46,-67,,,,,,
29:02.1,24,45,-61,,,,,,
29:02.1,24,25,-53,,,,,,
29:02.2,24,31,-69,,,,,,
29:02.2,24,54,-72,,,,,,
29:02.2,24,58,-67,,,,,,
29:02.2,24,42,-61,,,,,,
29:02.2,24,64,-67,,,,,,
29:02.2,24,43,-66,,,,,,
29:02.2,24,40,-80,,,,,,
29:02.2,24,61,-77,,,,,,
29:02.2,24,28,-58,,,,,,
29:02.2,24,27,-67,,,,,,
29:02.2,24,24,-48,,,,,,
29:02.2,24,46,-67,,,,,,
29:02.2,24,48,-68,,,,,,
29:02.2,24,26,-54,,,,,,
29:02.3,24,31,-70,,,,,,
29:02.3,24,30,-67,,,,,,
29:02.3,24,38,-69,,,,,,
29:02.3,24,56,-64,,,,,,
29:02.3,24,59,-73,,,,,,
29:02.3,24,37,-65,,,,,,
29:02.3,24,64,-68,,,,,,
29:02.3,24,41,-64,,,,,,
29:02.3,24,63,-65,,,,,,
29:02.3,24,22,-59,,,,,,
29:02.3,24,44,-60,,,,,,
29:02.3,24,62,-66,,,,,,
29:02.3,24,24,-48,,,,,,
29:02.3,24,23,-62,,,,,,
29:02.3,24,48,-67,,,,,,
29:02.3,24,26,-54,,,,,,
29:02.5,24,53,-70,,,,,,
29:02.5,24,32,-78,,,,,,
29:02.5,24,54,-72,,,,,,
29:02.5,24,56,-63,,,,,,
29:02.5,24,59,-72,,,,,,
29:02.5,24,58,-68,,,,,,
29:02.5,24,64,-67,,,,,,
29:02.5,24,28,-57,,,,,,
29:02.5,24,46,-66,,,,,,
29:02.5,24,23,-62,,,,,,
29:02.5,24,45,-62,,,,,,
29:02.5,24,25,-52,,,,,,
29:02.6,24,31,-68,,,,,,
29:02.6,24,39,-68,,,,,,
29:02.6,24,57,-75,,,,,,
29:02.6,24,34,-72,,,,,,
29:02.6,24,64,-66,,,,,,
29:02.6,24,41,-63,,,,,,
29:02.6,24,63,-65,,,,,,
29:02.6,24,43,-66,,,,,,
29:02.6,24,60,-76,,,,,,
29:02.6,24,45,-62,,,,,,
29:02.7,24,31,-67,,,,,,
29:02.7,24,30,-70,,,,,,
29:02.7,24,55,-67,,,,,,
29:02.7,24,57,-74,,,,,,
29:02.7,24,36,-77,,,,,,
29:02.7,24,42,-60,,,,,,
29:02.7,24,64,-66,,,,,,
29:02.7,24,63,-66,,,,,,
29:02.7,24,22,-58,,,,,,
29:02.7,24,44,-60,,,,,,
29:02.7,24,43,-66,,,,,,
29:02.7,24,29,-66,,,,,,
29:02.7,24,24,-48,,,,,,
29:02.7,24,23,-62,,,,,,
29:02.7,24,26,-54,,,,,,
29:02.8,24,55,-68,,,,,,
29:02.8,24,39,-75,,,,,,
29:02.8,24,57,-76,,,,,,
29:02.8,24,37,-64,,,,,,
29:02.8,24,36,-76,,,,,,
29:02.8,24,58,-65,,,,,,
29:02.8,24,64,-65,,,,,,
29:02.8,24,63,-66,,,,,,
29:02.8,24,44,-60,,,,,,
29:02.8,24,21,-67,,,,,,
29:02.8,24,62,-66,,,,,,
29:02.8,24,61,-71,,,,,,
29:02.8,24,29,-66,,,,,,
29:02.8,24,24,-49,,,,,,
29:02.8,24,23,-62,,,,,,
29:02.8,24,45,-62,,,,,,
29:02.8,24,26,-54,,,,,,
29:02.9,24,53,-67,,,,,,
29:02.9,24,34,-72,,,,,,
29:02.9,24,58,-69,,,,,,
29:02.9,24,41,-58,,,,,,
29:02.9,24,44,-59,,,,,,
29:02.9,24,21,-62,,,,,,
29:02.9,24,60,-65,,,,,,
29:02.9,24,40,-67,,,,,,
29:02.9,24,61,-64,,,,,,
29:02.9,24,46,-66,,,,,,
29:02.9,24,23,-62,,,,,,
29:02.9,24,45,-61,,,,,,
29:02.9,24,48,-63,,,,,,
29:02.9,24,26,-54,,,,,,
29:02.9,24,25,-53,,,,,,
29:03.0,24,55,-68,,,,,,
29:03.0,24,32,-68,,,,,,
29:03.0,24,39,-75,,,,,,
29:03.0,24,57,-78,,,,,,
29:03.0,24,34,-74,,,,,,
29:03.0,24,59,-70,,,,,,
29:03.0,24,37,-65,,,,,,
29:03.0,24,42,-67,,,,,,
29:03.0,24,64,-72,,,,,,
29:03.0,24,41,-58,,,,,,
29:03.0,24,63,-68,,,,,,
29:03.0,24,43,-59,,,,,,
29:03.0,24,62,-62,,,,,,
29:03.0,24,40,-67,,,,,,
29:03.0,24,27,-66,,,,,,
29:03.0,24,29,-79,,,,,,
29:03.0,24,23,-62,,,,,,
29:03.0,24,48,-62,,,,,,
29:03.0,24,26,-53,,,,,,
29:03.1,24,55,-68,,,,,,
29:03.1,24,54,-63,,,,,,
29:03.1,24,39,-73,,,,,,
29:03.1,24,38,-69,,,,,,
29:03.1,24,57,-77,,,,,,
29:03.1,24,58,-67,,,,,,
29:03.1,24,64,-72,,,,,,
29:03.1,24,41,-57,,,,,,
29:03.1,24,63,-68,,,,,,
29:03.1,24,40,-67,,,,,,
29:03.1,24,28,-59,,,,,,
29:03.1,24,46,-66,,,,,,
29:03.1,24,23,-62,,,,,,
29:03.1,24,45,-60,,,,,,
29:03.1,24,47,-63,,,,,,
29:03.2,24,30,-71,,,,,,
29:03.2,24,33,-65,,,,,,
29:03.2,24,32,-68,,,,,,
29:03.2,24,34,-76,,,,,,
29:03.2,24,59,-70,,,,,,
29:03.2,24,37,-66,,,,,,
29:03.2,24,64,-71,,,,,,
29:03.2,24,63,-68,,,,,,
29:03.2,24,62,-61,,,,,,
29:03.2,24,46,-66,,,,,,
29:03.2,24,23,-62,,,,,,
29:03.2,24,48,-61,,,,,,
29:03.2,24,26,-53,,,,,,
29:03.2,24,25,-53,,,,,,
29:03.3,24,30,-67,,,,,,
29:03.3,24,32,-67,,,,,,
29:03.3,24,39,-73,,,,,,
29:03.3,24,56,-68,,,,,,
29:03.3,24,59,-70,,,,,,
29:03.3,24,64,-71,,,,,,
29:03.3,24,22,-62,,,,,,
29:03.3,24,44,-59,,,,,,
29:03.3,24,21,-63,,,,,,
29:03.3,24,62,-62,,,,,,
29:03.3,24,24,-47,,,,,,
29:03.3,24,23,-63,,,,,,
29:03.3,24,48,-61,,,,,,
29:03.3,24,26,-54,,,,,,
29:03.3,24,25,-53,,,,,,
29:03.4,24,55,-67,,,,,,
29:03.4,24,32,-68,,,,,,
29:03.4,24,39,-73,,,,,,
29:03.4,24,64,-70,,,,,,
29:03.4,24,40,-70,,,,,,
29:03.4,24,27,-65,,,,,,
29:03.4,24,45,-60,,,,,,
29:03.4,24,48,-62,,,,,,
29:03.4,24,26,-53,,,,,,
29:03.5,24,33,-64,,,,,,
29:03.5,24,38,-68,,,,,,
29:03.5,24,57,-75,,,,,,
29:03.5,24,58,-66,,,,,,
29:03.5,24,44,-59,,,,,,
29:03.5,24,60,-64,,,,,,
29:03.5,24,62,-61,,,,,,
29:03.5,24,40,-67,,,,,,
29:03.5,24,29,-80,,,,,,
29:03.5,24,24,-47,,,,,,
29:03.5,24,46,-65,,,,,,
29:03.5,24,45,-60,,,,,,
29:03.5,24,47,-63,,,,,,
29:03.5,24,25,-53,,,,,,
29:03.6,24,31,-72,,,,,,
29:03.6,24,33,-64,,,,,,
29:03.6,24,39,-73,,,,,,
29:03.6,24,38,-69,,,,,,
29:03.6,24,37,-66,,,,,,
29:03.6,24,58,-69,,,,,,
29:03.6,24,42,-68,,,,,,
29:03.6,24,41,-57,,,,,,
29:03.6,24,63,-68,,,,,,
29:03.6,24,22,-62,,,,,,
29:03.6,24,44,-59,,,,,,
29:03.6,24,60,-64,,,,,,
29:03.6,24,62,-61,,,,,,
29:03.6,24,40,-70,,,,,,
29:03.6,24,27,-65,,,,,,
29:03.6,24,29,-80,,,,,,
29:03.6,24,26,-53,,,,,,
29:03.7,24,30,-67,,,,,,
29:03.7,24,55,-67,,,,,,
29:03.7,24,35,-69,,,,,,
29:03.7,24,37,-66,,,,,,
29:03.7,24,58,-68,,,,,,
29:03.7,24,63,-68,,,,,,
29:03.7,24,22,-62,,,,,,
29:03.7,24,28,-59,,,,,,
29:03.7,24,46,-66,,,,,,
29:03.7,24,23,-63,,,,,,
29:03.7,24,45,-60,,,,,,
29:03.7,24,48,-61,,,,,,
29:03.7,24,47,-63,,,,,,
29:03.7,24,25,-53,,,,,,
29:03.8,24,33,-64,,,,,,
29:03.8,24,38,-68,,,,,,
29:03.8,24,44,-58,,,,,,
29:03.8,24,60,-64,,,,,,
29:03.8,24,62,-61,,,,,,
29:03.8,24,27,-64,,,,,,
29:03.8,24,24,-47,,,,,,
29:03.8,24,48,-61,,,,,,
29:03.9,24,39,-72,,,,,,
29:03.9,24,38,-68,,,,,,
29:03.9,24,35,-69,,,,,,
29:03.9,24,58,-68,,,,,,
29:03.9,24,63,-73,,,,,,
29:03.9,24,44,-59,,,,,,
29:03.9,24,40,-67,,,,,,
29:03.9,24,27,-64,,,,,,
29:03.9,24,24,-47,,,,,,
29:03.9,24,25,-52,,,,,,
29:04.0,24,55,-67,,,,,,
29:04.0,24,54,-63,,,,,,
29:04.0,24,39,-72,,,,,,
29:04.0,24,38,-68,,,,,,
29:04.0,24,58,-68,,,,,,
29:04.0,24,42,-68,,,,,,
29:04.0,24,22,-61,,,,,,
29:04.0,24,43,-59,,,,,,
29:04.0,24,60,-64,,,,,,
29:04.0,24,61,-64,,,,,,
29:04.0,24,28,-59,,,,,,
29:04.0,24,24,-47,,,,,,
29:04.0,24,46,-65,,,,,,
29:04.0,24,23,-63,,,,,,
29:04.0,24,45,-59,,,,,,
29:04.0,24,26,-53,,,,,,
29:04.1,24,53,-66,,,,,,
29:04.1,24,32,-68,,,,,,
29:04.1,24,37,-67,,,,,,
29:04.1,24,58,-68,,,,,,
29:04.1,24,41,-57,,,,,,
29:04.1,24,63,-70,,,,,,
29:04.1,24,22,-61,,,,,,
29:04.1,24,44,-59,,,,,,
29:04.1,24,21,-64,,,,,,
29:04.1,24,43,-59,,,,,,
29:04.1,24,28,-59,,,,,,
29:04.1,24,24,-47,,,,,,
29:04.1,24,46,-66,,,,,,
29:04.1,24,48,-60,,,,,,
29:04.1,24,47,-64,,,,,,
29:04.2,24,30,-67,,,,,,
29:04.2,24,55,-67,,,,,,
29:04.2,24,54,-63,,,,,,
29:04.2,24,39,-73,,,,,,
29:04.2,24,38,-69,,,,,,
29:04.2,24,58,-68,,,,,,
29:04.2,24,22,-61,,,,,,
29:04.2,24,43,-59,,,,,,
29:04.2,24,62,-62,,,,,,
29:04.2,24,40,-69,,,,,,
29:04.2,24,27,-64,,,,,,
29:04.2,24,24,-47,,,,,,
29:04.2,24,46,-65,,,,,,
29:04.3,24,31,-71,,,,,,
29:04.3,24,30,-67,,,,,,
29:04.3,24,33,-64,,,,,,
29:04.3,24,54,-63,,,,,,
29:04.3,24,35,-70,,,,,,
29:04.3,24,56,-66,,,,,,
29:04.3,24,59,-73,,,,,,
29:04.3,24,37,-67,,,,,,
29:04.3,24,58,-68,,,,,,
29:04.3,24,44,-60,,,,,,
29:04.3,24,60,-63,,,,,,
29:04.3,24,62,-62,,,,,,
29:04.3,24,40,-67,,,,,,
29:04.3,24,61,-64,,,,,,
29:04.3,24,27,-64,,,,,,
29:04.3,24,29,-88,,,,,,
29:04.3,24,48,-60,,,,,,
29:04.3,24,26,-53,,,,,,
29:04.4,24,53,-66,,,,,,
29:04.4,24,30,-68,,,,,,
29:04.4,24,54,-63,,,,,,
29:04.4,24,39,-74,,,,,,
29:04.4,24,57,-69,,,,,,
29:04.4,24,36,-69,,,,,,
29:04.4,24,58,-68,,,,,,
29:04.4,24,42,-69,,,,,,
29:04.4,24,64,-69,,,,,,
29:04.4,24,41,-57,,,,,,
29:04.4,24,22,-60,,,,,,
29:04.4,24,44,-60,,,,,,
29:04.4,24,60,-63,,,,,,
29:04.4,24,62,-62,,,,,,
29:04.4,24,40,-66,,,,,,
29:04.4,24,24,-47,,,,,,
29:04.4,24,23,-62,,,,,,
29:04.4,24,45,-60,,,,,,
29:04.4,24,48,-60,,,,,,
29:04.5,24,55,-68,,,,,,
29:04.5,24,54,-62,,,,,,
29:04.5,24,39,-74,,,,,,
29:04.5,24,59,-76,,,,,,
29:04.5,24,58,-68,,,,,,
29:04.5,24,42,-69,,,,,,
29:04.5,24,41,-57,,,,,,
29:04.5,24,63,-75,,,,,,
29:04.5,24,44,-60,,,,,,
29:04.5,24,43,-59,,,,,,
29:04.5,24,60,-63,,,,,,
29:04.5,24,62,-62,,,,,,
29:04.5,24,28,-60,,,,,,
29:04.5,24,27,-65,,,,,,
29:04.5,24,46,-66,,,,,,
29:04.5,24,23,-62,,,,,,
29:04.5,24,25,-52,,,,,,
29:04.6,24,31,-72,,,,,,
29:04.6,24,39,-73,,,,,,
29:04.6,24,64,-69,,,,,,
29:04.6,24,63,-75,,,,,,
29:04.6,24,22,-60,,,,,,
29:04.6,24,44,-60,,,,,,
29:04.6,24,43,-60,,,,,,
29:04.6,24,62,-62,,,,,,
29:04.6,24,40,-67,,,,,,
29:04.6,24,29,-81,,,,,,
29:04.6,24,46,-66,,,,,,
29:04.6,24,48,-59,,,,,,
29:04.6,24,26,-53,,,,,,
29:04.6,24,25,-52,,,,,,
29:04.7,24,31,-73,,,,,,
29:04.7,24,41,-57,,,,,,
29:04.7,24,22,-60,,,,,,
29:04.7,24,62,-62,,,,,,
29:04.7,24,61,-63,,,,,,
29:04.7,24,27,-63,,,,,,
29:04.7,24,29,-78,,,,,,
29:04.7,24,24,-47,,,,,,
29:04.7,24,46,-66,,,,,,
29:04.7,24,26,-53,,,,,,
29:04.7,24,47,-66,,,,,,
29:04.9,24,31,-73,,,,,,
29:04.9,24,33,-64,,,,,,
29:04.9,24,54,-63,,,,,,
29:04.9,24,39,-75,,,,,,
29:04.9,24,38,-69,,,,,,
29:04.9,24,56,-68,,,,,,
29:04.9,24,64,-70,,,,,,
29:04.9,24,41,-57,,,,,,
29:04.9,24,43,-60,,,,,,
29:04.9,24,60,-64,,,,,,
29:04.9,24,28,-60,,,,,,
29:04.9,24,27,-66,,,,,,
29:04.9,24,45,-61,,,,,,
29:04.9,24,48,-59,,,,,,
29:04.9,24,26,-53,,,,,,
29:05.0,24,53,-68,,,,,,
29:05.0,24,31,-74,,,,,,
29:05.0,24,33,-64,,,,,,
29:05.0,24,56,-67,,,,,,
29:05.0,24,44,-60,,,,,,
29:05.0,24,62,-62,,,,,,
29:05.0,24,40,-67,,,,,,
29:05.0,24,61,-64,,,,,,
29:05.0,24,27,-67,,,,,,
29:05.0,24,24,-47,,,,,,
29:05.0,24,23,-62,,,,,,
29:05.0,24,26,-53,,,,,,
29:05.0,24,47,-64,,,,,,
29:05.0,24,25,-52,,,,,,
29:05.1,24,54,-63,,,,,,
29:05.1,24,59,-71,,,,,,
29:05.1,24,64,-69,,,,,,
29:05.1,24,44,-59,,,,,,
29:05.1,24,62,-63,,,,,,
29:05.2,24,53,-67,,,,,,
29:05.2,24,55,-66,,,,,,
29:05.2,24,34,-70,,,,,,
29:05.2,24,56,-66,,,,,,
29:05.2,24,59,-69,,,,,,
29:05.2,24,42,-64,,,,,,
29:05.2,24,64,-69,,,,,,
29:05.2,24,44,-59,,,,,,
29:05.2,24,43,-60,,,,,,
29:05.2,24,60,-64,,,,,,
29:05.2,24,62,-63,,,,,,
29:05.2,24,61,-64,,,,,,
29:05.2,24,29,-69,,,,,,
29:05.2,24,48,-62,,,,,,
29:05.2,24,25,-52,,,,,,
29:05.3,24,53,-67,,,,,,
29:05.3,24,31,-79,,,,,,
29:05.3,24,32,-70,,,,,,
29:05.3,24,54,-63,,,,,,
29:05.3,24,38,-71,,,,,,
29:05.3,24,35,-73,,,,,,
29:05.3,24,59,-69,,,,,,
29:05.3,24,36,-68,,,,,,
29:05.3,24,64,-69,,,,,,
29:05.3,24,44,-59,,,,,,
29:05.3,24,21,-65,,,,,,
29:05.3,24,40,-69,,,,,,
29:05.3,24,61,-64,,,,,,
29:05.3,24,23,-63,,,,,,
29:05.3,24,45,-62,,,,,,
29:05.3,24,26,-54,,,,,,
29:05.4,24,53,-67,,,,,,
29:05.4,24,39,-79,,,,,,
29:05.4,24,35,-73,,,,,,
29:05.4,24,36,-69,,,,,,
29:05.4,24,42,-64,,,,,,
29:05.4,24,41,-57,,,,,,
29:05.4,24,44,-59,,,,,,
29:05.4,24,62,-63,,,,,,
29:05.4,24,40,-67,,,,,,
29:05.4,24,27,-68,,,,,,
29:05.4,24,29,-67,,,,,,
29:05.4,24,46,-67,,,,,,
29:05.4,24,45,-62,,,,,,
29:05.4,24,26,-54,,,,,,
29:05.5,24,30,-75,,,,,,
29:05.5,24,42,-64,,,,,,
29:05.5,24,64,-69,,,,,,
29:05.5,24,63,-70,,,,,,
29:05.5,24,44,-59,,,,,,
29:05.5,24,21,-65,,,,,,
29:05.5,24,28,-62,,,,,,
29:05.5,24,23,-63,,,,,,
29:05.5,24,48,-63,,,,,,
29:05.5,24,47,-64,,,,,,
29:05.5,24,25,-53,,,,,,
29:05.6,24,32,-67,,,,,,
29:05.6,24,54,-64,,,,,,
29:05.6,24,39,-77,,,,,,
29:05.6,24,38,-71,,,,,,
29:05.6,24,57,-82,,,,,,
29:05.6,24,56,-66,,,,,,
29:05.6,24,36,-70,,,,,,
29:05.6,24,63,-69,,,,,,
29:05.6,24,22,-62,,,,,,
29:05.6,24,21,-65,,,,,,
29:05.6,24,40,-67,,,,,,
29:05.6,24,28,-62,,,,,,
29:05.6,24,29,-67,,,,,,
29:05.6,24,24,-47,,,,,,
29:05.6,24,48,-64,,,,,,
29:05.6,24,26,-54,,,,,,
29:05.7,24,55,-66,,,,,,
29:05.7,24,54,-64,,,,,,
29:05.7,24,38,-73,,,,,,
29:05.7,24,37,-66,,,,,,
29:05.7,24,58,-71,,,,,,
29:05.7,24,41,-58,,,,,,
29:05.7,24,22,-60,,,,,,
29:05.7,24,44,-59,,,,,,
29:05.7,24,43,-59,,,,,,
29:05.7,24,62,-64,,,,,,
29:05.7,24,40,-67,,,,,,
29:05.7,24,61,-65,,,,,,
29:05.7,24,28,-62,,,,,,
29:05.7,24,24,-47,,,,,,
29:05.7,24,26,-54,,,,,,
29:05.8,24,32,-68,,,,,,
29:05.8,24,36,-71,,,,,,
29:05.8,24,22,-62,,,,,,
29:05.8,24,43,-59,,,,,,
29:05.8,24,40,-67,,,,,,
29:05.8,24,61,-64,,,,,,
29:05.8,24,28,-62,,,,,,
29:05.8,24,27,-67,,,,,,
29:05.8,24,25,-53,,,,,,
29:05.9,24,53,-68,,,,,,
29:05.9,24,55,-65,,,,,,
29:05.9,24,38,-73,,,,,,
29:05.9,24,35,-74,,,,,,
29:05.9,24,56,-66,,,,,,
29:05.9,24,37,-67,,,,,,
29:05.9,24,58,-71,,,,,,
29:05.9,24,42,-64,,,,,,
29:05.9,24,64,-70,,,,,,
29:05.9,24,63,-69,,,,,,
29:05.9,24,22,-62,,,,,,
29:05.9,24,44,-58,,,,,,
29:05.9,24,21,-65,,,,,,
29:05.9,24,43,-59,,,,,,
29:05.9,24,28,-61,,,,,,
29:05.9,24,27,-67,,,,,,
29:05.9,24,45,-62,,,,,,
29:05.9,24,26,-54,,,,,,
29:05.9,24,25,-53,,,,,,
29:06.0,24,55,-66,,,,,,
29:06.0,24,36,-71,,,,,,
29:06.0,24,64,-70,,,,,,
29:06.0,24,41,-58,,,,,,
29:06.0,24,44,-59,,,,,,
29:06.0,24,21,-65,,,,,,
29:06.0,24,60,-67,,,,,,
29:06.0,24,40,-68,,,,,,
29:06.0,24,61,-64,,,,,,
29:06.0,24,29,-67,,,,,,
29:06.0,24,24,-47,,,,,,
29:06.0,24,46,-68,,,,,,
29:06.0,24,23,-63,,,,,,
29:06.0,24,48,-64,,,,,,
29:06.0,24,25,-53,,,,,,
29:06.1,24,53,-71,,,,,,
29:06.1,24,30,-76,,,,,,
29:06.1,24,55,-65,,,,,,
29:06.1,24,32,-69,,,,,,
29:06.1,24,54,-64,,,,,,
29:06.1,24,38,-72,,,,,,
29:06.1,24,56,-66,,,,,,
29:06.1,24,37,-67,,,,,,
29:06.1,24,41,-58,,,,,,
29:06.1,24,22,-62,,,,,,
29:06.1,24,43,-59,,,,,,
29:06.1,24,60,-67,,,,,,
29:06.1,24,62,-65,,,,,,
29:06.1,24,61,-64,,,,,,
29:06.1,24,28,-62,,,,,,
29:06.1,24,23,-63,,,,,,
29:06.1,24,45,-61,,,,,,
29:06.1,24,25,-53,,,,,,
29:06.2,24,30,-76,,,,,,
29:06.2,24,39,-75,,,,,,
29:06.2,24,35,-75,,,,,,
29:06.2,24,59,-69,,,,,,
29:06.2,24,41,-58,,,,,,
29:06.2,24,22,-62,,,,,,
29:06.2,24,43,-58,,,,,,
29:06.2,24,61,-64,,,,,,
29:06.2,24,27,-67,,,,,,
29:06.2,24,24,-48,,,,,,
29:06.2,24,23,-63,,,,,,
29:06.2,24,48,-62,,,,,,
29:06.2,24,47,-63,,,,,,
29:06.3,24,31,-79,,,,,,
29:06.3,24,35,-75,,,,,,
29:06.3,24,59,-68,,,,,,
29:06.3,24,64,-69,,,,,,
29:06.3,24,24,-48,,,,,,
29:06.3,24,23,-63,,,,,,
29:06.3,24,45,-62,,,,,,
29:06.3,24,26,-54,,,,,,
29:06.4,24,55,-66,,,,,,
29:06.4,24,39,-77,,,,,,
29:06.4,24,57,-77,,,,,,
