TIME,Base,Minor,Rssi,,,,,Base,43
38:04.2,43,53,-76,,,59,60,39,40
38:04.2,43,33,-71,,,-70.25,-68.73,-69.6,-71.14
38:04.2,43,57,-76,,,58,57,38,37
38:04.2,43,56,-76,,,-69.76,-70.98,-71.18,-72.92
38:04.2,43,34,-71,,,55,56,35,36
38:04.2,43,63,-67,,,-70.83,-67.15,-69.62,-74.5
38:04.2,43,43,-67,,,54,53,34,33
38:04.2,43,60,-69,,,-71.15,-75.52,-72.29,-68
38:04.2,43,40,-66,,,51,52,31,32
38:04.2,43,62,-67,,,-69.58,-71.87,-71.86,-74.48
38:04.2,43,28,-76,,,50,49,30,29
38:04.2,43,27,-69,,,-72.29,-67.12,-67.84,-66.92
38:04.2,43,29,-67,,,47,48,27,28
38:04.2,43,46,-58,,,-55.3,-58.96,-67.89,-66.26
38:04.2,43,23,-68,,,46,45,26,25
38:04.3,43,55,-79,,,-54.82,-63.39,-59.3,-63.2
38:04.3,43,32,-80,,,43,44,23,24
38:04.3,43,39,-72,,,-49.13,-55.4,-54.82,-67.11
38:04.3,43,38,-78,,,42,41,22,21
38:04.3,43,35,-86,,,-67.53,-56.56,-59.58,-63.36
38:04.3,43,22,-67,,,,,,
38:04.3,43,60,-69,,,,,,
38:04.3,43,61,-68,,,,,,
38:04.3,43,27,-68,,,,,,
38:04.3,43,29,-67,,,,,,
38:04.3,43,45,-55,,,,,,
38:04.3,43,48,-62,,,,,,
38:04.4,43,31,-71,,,,,,
38:04.4,43,55,-71,,,,,,
38:04.4,43,32,-71,,,,,,
38:04.4,43,39,-68,,,,,,
38:04.4,43,63,-66,,,,,,
38:04.4,43,44,-66,,,,,,
38:04.4,43,60,-74,,,,,,
38:04.4,43,40,-68,,,,,,
38:04.4,43,62,-66,,,,,,
38:04.4,43,61,-65,,,,,,
38:04.4,43,29,-66,,,,,,
38:04.4,43,45,-57,,,,,,
38:04.4,43,48,-59,,,,,,
38:04.4,43,25,-58,,,,,,
38:04.5,43,31,-68,,,,,,
38:04.5,43,53,-78,,,,,,
38:04.5,43,54,-66,,,,,,
38:04.5,43,38,-76,,,,,,
38:04.5,43,57,-66,,,,,,
38:04.5,43,37,-65,,,,,,
38:04.5,43,63,-64,,,,,,
38:04.5,43,22,-59,,,,,,
