TIME,Base,Minor,Rssi,,,,,Base,23
28:46.6,23,59,-74,,,,,,
28:46.6,23,58,-67,,,,,,
28:46.6,23,41,-52,,,,,,
28:46.6,23,21,-63,,,,,,
28:46.6,23,43,-53,,,,,,
28:46.6,23,60,-66,,,,,,
28:46.6,23,27,-62,,,,,,
28:46.6,23,26,-51,,,,,,
28:46.6,23,47,-57,,,,,,
28:46.6,23,25,-51,,,,,,
28:46.7,23,53,-72,,,,,,
28:46.7,23,33,-75,,,,,,
28:46.7,23,54,-65,,,,,,
28:46.7,23,39,-70,,,,,,
28:46.7,23,59,-73,,,,,,
28:46.7,23,37,-62,,,,,,
28:46.7,23,58,-66,,,,,,
28:46.7,23,42,-71,,,,,,
28:46.7,23,63,-62,,,,,,
28:46.7,23,21,-64,,,,,,
28:46.7,23,60,-65,,,,,,
28:46.7,23,24,-57,,,,,,
28:46.7,23,45,-51,,,,,,
28:46.7,23,26,-51,,,,,,
28:46.7,23,47,-57,,,,,,
28:46.7,23,25,-52,,,,,,
28:46.8,23,31,-64,,,,,,
28:46.8,23,55,-86,,,,,,
28:46.8,23,54,-65,,,,,,
28:46.8,23,39,-73,,,,,,
28:46.8,23,57,-68,,,,,,
28:46.8,23,56,-64,,,,,,
28:46.8,23,58,-66,,,,,,
28:46.8,23,64,-69,,,,,,
28:46.8,23,41,-52,,,,,,
28:46.8,23,21,-66,,,,,,
28:46.8,23,43,-54,,,,,,
28:46.8,23,60,-65,,,,,,
28:46.8,23,62,-75,,,,,,
28:46.8,23,40,-75,,,,,,
28:46.8,23,27,-61,,,,,,
28:46.8,23,24,-56,,,,,,
28:46.8,23,45,-51,,,,,,
28:46.8,23,47,-57,,,,,,
28:46.8,23,25,-51,,,,,,
28:46.9,23,53,-77,,,,,,
28:46.9,23,30,-71,,,,,,
28:46.9,23,39,-71,,,,,,
28:46.9,23,35,-69,,,,,,
28:46.9,23,59,-75,,,,,,
28:46.9,23,36,-85,,,,,,
28:46.9,23,58,-68,,,,,,
28:46.9,23,41,-52,,,,,,
28:46.9,23,21,-67,,,,,,
28:46.9,23,43,-53,,,,,,
28:46.9,23,62,-72,,,,,,
28:46.9,23,40,-77,,,,,,
28:46.9,23,61,-60,,,,,,
28:46.9,23,29,-59,,,,,,
28:46.9,23,24,-58,,,,,,
28:46.9,23,45,-51,,,,,,
28:46.9,23,47,-58,,,,,,
28:46.9,23,25,-53,,,,,,
28:47.0,23,30,-73,,,,,,
28:47.0,23,38,-78,,,,,,
28:47.0,23,57,-67,,,,,,
28:47.0,23,58,-67,,,,,,
28:47.0,23,41,-51,,,,,,
28:47.0,23,21,-68,,,,,,
28:47.0,23,43,-53,,,,,,
28:47.0,23,60,-73,,,,,,
28:47.0,23,40,-79,,,,,,
28:47.0,23,61,-61,,,,,,
28:47.0,23,28,-60,,,,,,
28:47.0,23,27,-64,,,,,,
28:47.0,23,24,-62,,,,,,
28:47.0,23,46,-57,,,,,,
28:47.0,23,23,-54,,,,,,
28:47.0,23,45,-50,,,,,,
28:47.0,23,47,-60,,,,,,
28:47.0,23,25,-55,,,,,,
28:47.1,23,30,-77,,,,,,
28:47.1,23,56,-71,,,,,,
28:47.1,23,59,-82,,,,,,
28:47.1,23,22,-69,,,,,,
28:47.1,23,21,-67,,,,,,
28:47.1,23,27,-66,,,,,,
28:47.1,23,24,-64,,,,,,
28:47.1,23,46,-57,,,,,,
28:47.1,23,23,-55,,,,,,
28:47.1,23,45,-52,,,,,,
28:47.1,23,25,-56,,,,,,
28:47.2,23,53,-77,,,,,,
28:47.2,23,30,-77,,,,,,
28:47.2,23,32,-69,,,,,,
28:47.2,23,39,-72,,,,,,
28:47.2,23,38,-77,,,,,,
28:47.2,23,57,-68,,,,,,
28:47.2,23,59,-78,,,,,,
28:47.2,23,42,-68,,,,,,
28:47.2,23,22,-67,,,,,,
28:47.2,23,21,-69,,,,,,
28:47.2,23,60,-72,,,,,,
28:47.2,23,61,-63,,,,,,
28:47.2,23,27,-65,,,,,,
28:47.2,23,24,-65,,,,,,
28:47.2,23,46,-57,,,,,,
28:47.2,23,45,-50,,,,,,
28:47.2,23,26,-55,,,,,,
28:47.2,23,47,-60,,,,,,
28:47.2,23,25,-56,,,,,,
28:47.3,23,31,-68,,,,,,
28:47.3,23,32,-69,,,,,,
28:47.3,23,38,-78,,,,,,
28:47.3,23,36,-83,,,,,,
28:47.3,23,58,-68,,,,,,
28:47.3,23,41,-51,,,,,,
28:47.3,23,22,-67,,,,,,
28:47.3,23,44,-58,,,,,,
28:47.3,23,21,-68,,,,,,
28:47.3,23,43,-53,,,,,,
28:47.3,23,28,-59,,,,,,
28:47.3,23,27,-64,,,,,,
28:47.3,23,29,-62,,,,,,
28:47.3,23,46,-56,,,,,,
28:47.3,23,23,-55,,,,,,
28:47.3,23,45,-51,,,,,,
28:47.3,23,26,-55,,,,,,
28:47.3,23,47,-60,,,,,,
28:47.4,23,31,-67,,,,,,
28:47.4,23,55,-74,,,,,,
28:47.4,23,32,-71,,,,,,
28:47.4,23,54,-71,,,,,,
28:47.4,23,59,-75,,,,,,
28:47.4,23,58,-67,,,,,,
28:47.4,23,22,-68,,,,,,
28:47.4,23,43,-53,,,,,,
28:47.4,23,28,-58,,,,,,
28:47.4,23,27,-64,,,,,,
28:47.4,23,23,-56,,,,,,
28:47.4,23,25,-55,,,,,,
28:47.5,23,53,-84,,,,,,
28:47.5,23,33,-81,,,,,,
28:47.5,23,54,-69,,,,,,
28:47.5,23,59,-75,,,,,,
28:47.5,23,44,-58,,,,,,
28:47.5,23,60,-68,,,,,,
28:47.5,23,40,-73,,,,,,
28:47.5,23,24,-62,,,,,,
28:47.5,23,23,-56,,,,,,
28:47.5,23,26,-54,,,,,,
28:47.6,23,57,-68,,,,,,
28:47.6,23,58,-69,,,,,,
28:47.6,23,63,-65,,,,,,
28:47.6,23,22,-66,,,,,,
28:47.6,23,43,-53,,,,,,
28:47.6,23,40,-71,,,,,,
28:47.6,23,28,-58,,,,,,
28:47.6,23,46,-55,,,,,,
28:47.6,23,23,-56,,,,,,
28:47.6,23,48,-53,,,,,,
28:47.6,23,26,-53,,,,,,
28:47.6,23,47,-61,,,,,,
28:47.6,23,25,-54,,,,,,
28:47.7,23,31,-68,,,,,,
28:47.7,23,30,-79,,,,,,
28:47.7,23,55,-69,,,,,,
28:47.7,23,54,-67,,,,,,
28:47.7,23,39,-78,,,,,,
28:47.7,23,56,-63,,,,,,
28:47.7,23,59,-71,,,,,,
28:47.7,23,41,-51,,,,,,
28:47.7,23,22,-66,,,,,,
28:47.7,23,21,-69,,,,,,
28:47.7,23,60,-68,,,,,,
28:47.7,23,48,-53,,,,,,
28:47.7,23,26,-53,,,,,,
28:47.7,23,25,-53,,,,,,
28:47.8,23,34,-72,,,,,,
28:47.8,23,56,-67,,,,,,
28:47.8,23,58,-71,,,,,,
28:47.8,23,42,-61,,,,,,
28:47.8,23,44,-58,,,,,,
28:47.8,23,43,-54,,,,,,
28:47.8,23,29,-63,,,,,,
28:47.8,23,46,-55,,,,,,
28:47.8,23,23,-58,,,,,,
28:47.8,23,25,-55,,,,,,
28:47.9,23,54,-72,,,,,,
28:47.9,23,38,-75,,,,,,
28:47.9,23,34,-73,,,,,,
28:47.9,23,56,-67,,,,,,
28:47.9,23,36,-75,,,,,,
28:47.9,23,58,-72,,,,,,
28:47.9,23,42,-62,,,,,,
28:47.9,23,41,-51,,,,,,
28:47.9,23,44,-58,,,,,,
28:47.9,23,21,-72,,,,,,
28:47.9,23,43,-55,,,,,,
28:47.9,23,29,-63,,,,,,
28:47.9,23,23,-58,,,,,,
28:47.9,23,48,-55,,,,,,
28:47.9,23,26,-55,,,,,,
28:47.9,23,25,-55,,,,,,
28:48.1,23,53,-73,,,,,,
28:48.1,23,32,-70,,,,,,
28:48.1,23,38,-73,,,,,,
28:48.1,23,56,-65,,,,,,
28:48.1,23,59,-70,,,,,,
28:48.1,23,62,-67,,,,,,
28:48.1,23,28,-60,,,,,,
28:48.1,23,24,-62,,,,,,
28:48.1,23,46,-55,,,,,,
28:48.1,23,45,-51,,,,,,
28:48.1,23,26,-55,,,,,,
28:48.2,23,31,-66,,,,,,
28:48.2,23,30,-74,,,,,,
28:48.2,23,54,-70,,,,,,
28:48.2,23,38,-74,,,,,,
28:48.2,23,41,-52,,,,,,
28:48.2,23,63,-64,,,,,,
28:48.2,23,22,-66,,,,,,
28:48.2,23,44,-58,,,,,,
28:48.2,23,60,-67,,,,,,
28:48.2,23,40,-68,,,,,,
28:48.2,23,29,-61,,,,,,
28:48.2,23,24,-62,,,,,,
28:48.2,23,46,-54,,,,,,
28:48.2,23,48,-54,,,,,,
28:48.2,23,47,-60,,,,,,
28:48.2,23,25,-55,,,,,,
28:48.3,23,53,-75,,,,,,
28:48.3,23,30,-72,,,,,,
28:48.3,23,32,-69,,,,,,
28:48.3,23,39,-82,,,,,,
28:48.3,23,35,-75,,,,,,
28:48.3,23,56,-64,,,,,,
28:48.3,23,63,-63,,,,,,
28:48.3,23,22,-66,,,,,,
28:48.3,23,44,-59,,,,,,
28:48.3,23,60,-67,,,,,,
28:48.3,23,40,-68,,,,,,
28:48.3,23,28,-60,,,,,,
28:48.3,23,29,-59,,,,,,
28:48.3,23,24,-61,,,,,,
28:48.3,23,46,-55,,,,,,
28:48.3,23,47,-60,,,,,,
28:48.3,23,25,-55,,,,,,
28:48.4,23,53,-74,,,,,,
28:48.4,23,38,-75,,,,,,
28:48.4,23,34,-82,,,,,,
28:48.4,23,58,-69,,,,,,
28:48.4,23,41,-53,,,,,,
28:48.4,23,22,-65,,,,,,
28:48.4,23,21,-69,,,,,,
28:48.4,23,60,-67,,,,,,
28:48.4,23,28,-60,,,,,,
28:48.4,23,27,-63,,,,,,
28:48.4,23,29,-58,,,,,,
28:48.4,23,23,-57,,,,,,
28:48.4,23,48,-53,,,,,,
28:48.4,23,26,-54,,,,,,
28:48.4,23,47,-62,,,,,,
28:48.5,23,31,-63,,,,,,
28:48.5,23,32,-71,,,,,,
28:48.5,23,34,-83,,,,,,
28:48.5,23,59,-71,,,,,,
28:48.5,23,37,-66,,,,,,
28:48.5,23,64,-71,,,,,,
28:48.5,23,22,-64,,,,,,
28:48.5,23,40,-70,,,,,,
28:48.5,23,46,-55,,,,,,
28:48.5,23,48,-53,,,,,,
28:48.5,23,25,-55,,,,,,
28:48.6,23,30,-72,,,,,,
28:48.6,23,55,-71,,,,,,
28:48.6,23,56,-66,,,,,,
28:48.6,23,59,-69,,,,,,
28:48.6,23,64,-72,,,,,,
28:48.6,23,41,-53,,,,,,
28:48.6,23,44,-60,,,,,,
28:48.6,23,21,-69,,,,,,
28:48.6,23,40,-71,,,,,,
28:48.6,23,28,-60,,,,,,
28:48.6,23,24,-60,,,,,,
28:48.6,23,46,-55,,,,,,
28:48.6,23,45,-50,,,,,,
28:48.6,23,47,-65,,,,,,
28:48.6,23,25,-54,,,,,,
28:48.7,23,30,-73,,,,,,
28:48.7,23,33,-79,,,,,,
28:48.7,23,39,-75,,,,,,
28:48.7,23,57,-68,,,,,,
28:48.7,23,35,-73,,,,,,
28:48.7,23,56,-66,,,,,,
28:48.7,23,42,-63,,,,,,
28:48.7,23,44,-60,,,,,,
28:48.7,23,21,-69,,,,,,
28:48.7,23,60,-68,,,,,,
28:48.7,23,61,-65,,,,,,
28:48.7,23,28,-60,,,,,,
28:48.7,23,27,-66,,,,,,
28:48.7,23,29,-57,,,,,,
28:48.7,23,24,-59,,,,,,
28:48.7,23,46,-56,,,,,,
28:48.7,23,47,-65,,,,,,
28:48.8,23,55,-77,,,,,,
28:48.8,23,32,-68,,,,,,
28:48.8,23,54,-67,,,,,,
28:48.8,23,57,-69,,,,,,
28:48.8,23,59,-69,,,,,,
28:48.8,23,42,-64,,,,,,
28:48.8,23,41,-53,,,,,,
28:48.8,23,63,-63,,,,,,
28:48.8,23,44,-61,,,,,,
28:48.8,23,21,-69,,,,,,
28:48.8,23,62,-71,,,,,,
28:48.8,23,40,-68,,,,,,
28:48.8,23,28,-69,,,,,,
28:48.8,23,24,-58,,,,,,
28:48.8,23,23,-58,,,,,,
28:48.9,23,33,-69,,,,,,
28:48.9,23,32,-68,,,,,,
28:48.9,23,54,-68,,,,,,
28:48.9,23,57,-66,,,,,,
28:48.9,23,64,-69,,,,,,
28:48.9,23,41,-53,,,,,,
28:48.9,23,63,-62,,,,,,
28:48.9,23,22,-65,,,,,,
28:48.9,23,44,-58,,,,,,
28:48.9,23,43,-61,,,,,,
28:48.9,23,60,-67,,,,,,
28:48.9,23,28,-64,,,,,,
28:48.9,23,27,-59,,,,,,
28:48.9,23,29,-60,,,,,,
28:48.9,23,46,-56,,,,,,
28:48.9,23,45,-53,,,,,,
28:49.0,23,32,-67,,,,,,
28:49.0,23,39,-82,,,,,,
28:49.0,23,56,-66,,,,,,
28:49.0,23,59,-70,,,,,,
28:49.0,23,37,-69,,,,,,
28:49.0,23,36,-72,,,,,,
28:49.0,23,42,-62,,,,,,
28:49.0,23,44,-58,,,,,,
28:49.0,23,21,-67,,,,,,
28:49.0,23,60,-67,,,,,,
28:49.0,23,28,-66,,,,,,
28:49.0,23,45,-53,,,,,,
28:49.0,23,48,-56,,,,,,
28:49.1,23,31,-64,,,,,,
28:49.1,23,55,-73,,,,,,
28:49.1,23,54,-67,,,,,,
28:49.1,23,39,-79,,,,,,
28:49.1,23,38,-75,,,,,,
28:49.1,23,35,-77,,,,,,
28:49.1,23,37,-67,,,,,,
28:49.1,23,58,-67,,,,,,
28:49.1,23,42,-60,,,,,,
28:49.1,23,22,-64,,,,,,
28:49.1,23,21,-68,,,,,,
28:49.1,23,60,-65,,,,,,
28:49.1,23,28,-72,,,,,,
28:49.1,23,27,-59,,,,,,
28:49.1,23,46,-56,,,,,,
28:49.1,23,45,-53,,,,,,
28:49.1,23,48,-55,,,,,,
28:49.1,23,26,-57,,,,,,
28:49.1,23,47,-60,,,,,,
28:49.2,23,30,-72,,,,,,
28:49.2,23,38,-73,,,,,,
28:49.2,23,56,-66,,,,,,
28:49.2,23,36,-74,,,,,,
28:49.2,23,58,-67,,,,,,
28:49.2,23,42,-60,,,,,,
28:49.2,23,64,-69,,,,,,
28:49.2,23,44,-57,,,,,,
28:49.2,23,21,-68,,,,,,
28:49.2,23,43,-63,,,,,,
28:49.2,23,60,-65,,,,,,
28:49.2,23,40,-67,,,,,,
28:49.2,23,61,-63,,,,,,
28:49.2,23,28,-66,,,,,,
28:49.2,23,27,-60,,,,,,
28:49.2,23,23,-55,,,,,,
28:49.2,23,45,-52,,,,,,
28:49.2,23,48,-55,,,,,,
28:49.2,23,26,-56,,,,,,
28:49.2,23,47,-60,,,,,,
28:49.2,23,25,-56,,,,,,
28:49.3,23,55,-75,,,,,,
28:49.3,23,33,-74,,,,,,
28:49.3,23,54,-68,,,,,,
28:49.3,23,57,-66,,,,,,
28:49.3,23,56,-66,,,,,,
28:49.3,23,37,-67,,,,,,
28:49.3,23,42,-60,,,,,,
28:49.3,23,41,-53,,,,,,
28:49.3,23,44,-56,,,,,,
28:49.3,23,40,-69,,,,,,
28:49.3,23,61,-65,,,,,,
28:49.3,23,28,-68,,,,,,
28:49.3,23,29,-58,,,,,,
28:49.3,23,24,-56,,,,,,
28:49.3,23,46,-56,,,,,,
28:49.3,23,23,-56,,,,,,
28:49.3,23,47,-59,,,,,,
28:49.3,23,25,-56,,,,,,
28:49.4,23,31,-65,,,,,,
28:49.4,23,55,-71,,,,,,
28:49.4,23,54,-67,,,,,,
28:49.4,23,39,-78,,,,,,
28:49.4,23,56,-65,,,,,,
28:49.4,23,58,-69,,,,,,
28:49.4,23,41,-53,,,,,,
28:49.4,23,22,-63,,,,,,
28:49.4,23,60,-67,,,,,,
28:49.4,23,40,-68,,,,,,
28:49.4,23,61,-64,,,,,,
28:49.4,23,24,-56,,,,,,
28:49.4,23,45,-53,,,,,,
28:49.4,23,48,-55,,,,,,
28:49.5,23,33,-76,,,,,,
28:49.5,23,32,-68,,,,,,
28:49.5,23,57,-66,,,,,,
28:49.5,23,37,-69,,,,,,
28:49.5,23,22,-64,,,,,,
28:49.5,23,44,-57,,,,,,
28:49.5,23,40,-69,,,,,,
28:49.5,23,61,-64,,,,,,
28:49.5,23,28,-67,,,,,,
28:49.5,23,27,-60,,,,,,
28:49.5,23,24,-56,,,,,,
28:49.5,23,23,-56,,,,,,
28:49.5,23,45,-53,,,,,,
28:49.5,23,47,-59,,,,,,
28:49.5,23,25,-55,,,,,,
28:49.6,23,54,-68,,,,,,
28:49.6,23,57,-66,,,,,,
28:49.6,23,37,-68,,,,,,
28:49.6,23,36,-74,,,,,,
28:49.6,23,63,-62,,,,,,
28:49.6,23,22,-64,,,,,,
28:49.6,23,44,-57,,,,,,
28:49.6,23,26,-56,,,,,,
28:49.6,23,47,-60,,,,,,
28:49.6,23,25,-56,,,,,,
28:49.7,23,39,-76,,,,,,
28:49.7,23,56,-66,,,,,,
28:49.7,23,41,-52,,,,,,
28:49.7,23,60,-67,,,,,,
28:49.7,23,40,-67,,,,,,
28:49.7,23,28,-67,,,,,,
28:49.7,23,29,-58,,,,,,
28:49.7,23,46,-56,,,,,,
28:49.7,23,25,-56,,,,,,
28:49.8,23,53,-80,,,,,,
28:49.8,23,33,-73,,,,,,
28:49.8,23,54,-66,,,,,,
28:49.8,23,57,-65,,,,,,
28:49.8,23,36,-75,,,,,,
28:49.8,23,42,-60,,,,,,
28:49.8,23,43,-64,,,,,,
28:49.8,23,40,-67,,,,,,
28:49.8,23,29,-58,,,,,,
28:49.8,23,46,-55,,,,,,
28:49.8,23,23,-55,,,,,,
28:49.8,23,45,-52,,,,,,
28:49.8,23,26,-55,,,,,,
28:49.9,23,55,-73,,,,,,
28:49.9,23,33,-73,,,,,,
28:49.9,23,57,-65,,,,,,
28:49.9,23,35,-78,,,,,,
28:49.9,23,34,-75,,,,,,
28:49.9,23,56,-67,,,,,,
28:49.9,23,41,-52,,,,,,
28:49.9,23,22,-63,,,,,,
28:49.9,23,60,-67,,,,,,
28:49.9,23,45,-52,,,,,,
28:49.9,23,26,-55,,,,,,
28:50.0,23,53,-78,,,,,,
28:50.0,23,33,-74,,,,,,
28:50.0,23,32,-67,,,,,,
28:50.0,23,39,-78,,,,,,
28:50.0,23,35,-78,,,,,,
28:50.0,23,34,-74,,,,,,
28:50.0,23,56,-68,,,,,,
28:50.0,23,59,-70,,,,,,
28:50.0,23,37,-68,,,,,,
28:50.0,23,42,-60,,,,,,
28:50.0,23,63,-62,,,,,,
28:50.0,23,44,-57,,,,,,
28:50.0,23,21,-68,,,,,,
28:50.0,23,62,-68,,,,,,
28:50.0,23,61,-64,,,,,,
28:50.0,23,29,-59,,,,,,
28:50.0,23,45,-52,,,,,,
28:50.0,23,26,-55,,,,,,
28:50.1,23,55,-75,,,,,,
28:50.1,23,33,-73,,,,,,
28:50.1,23,32,-66,,,,,,
28:50.1,23,36,-75,,,,,,
28:50.1,23,63,-62,,,,,,
28:50.1,23,44,-57,,,,,,
28:50.1,23,60,-66,,,,,,
28:50.1,23,40,-69,,,,,,
28:50.1,23,28,-67,,,,,,
28:50.1,23,29,-59,,,,,,
28:50.1,23,46,-56,,,,,,
28:50.1,23,45,-52,,,,,,
28:50.2,23,31,-65,,,,,,
28:50.2,23,30,-72,,,,,,
28:50.2,23,54,-67,,,,,,
28:50.2,23,38,-72,,,,,,
28:50.2,23,34,-75,,,,,,
28:50.2,23,58,-68,,,,,,
28:50.2,23,42,-60,,,,,,
28:50.2,23,44,-57,,,,,,
28:50.2,23,60,-67,,,,,,
28:50.2,23,62,-67,,,,,,
28:50.2,23,28,-67,,,,,,
28:50.2,23,23,-55,,,,,,
28:50.2,23,47,-60,,,,,,
28:50.2,23,25,-55,,,,,,
28:50.4,23,54,-66,,,,,,
28:50.4,23,39,-80,,,,,,
28:50.4,23,35,-76,,,,,,
28:50.4,23,34,-75,,,,,,
28:50.4,23,56,-65,,,,,,
28:50.4,23,37,-67,,,,,,
28:50.4,23,64,-68,,,,,,
28:50.4,23,63,-62,,,,,,
28:50.4,23,22,-63,,,,,,
28:50.4,23,44,-56,,,,,,
28:50.4,23,43,-64,,,,,,
28:50.4,23,40,-68,,,,,,
28:50.4,23,61,-64,,,,,,
28:50.4,23,29,-58,,,,,,
28:50.4,23,46,-56,,,,,,
28:50.4,23,23,-55,,,,,,
28:50.4,23,26,-55,,,,,,
28:50.5,23,53,-79,,,,,,
28:50.5,23,31,-65,,,,,,
28:50.5,23,38,-73,,,,,,
28:50.5,23,57,-66,,,,,,
28:50.5,23,56,-67,,,,,,
28:50.5,23,42,-60,,,,,,
28:50.5,23,64,-67,,,,,,
28:50.5,23,44,-56,,,,,,
28:50.5,23,21,-68,,,,,,
28:50.5,23,61,-64,,,,,,
28:50.5,23,28,-66,,,,,,
28:50.5,23,27,-60,,,,,,
28:50.5,23,24,-56,,,,,,
28:50.5,23,23,-55,,,,,,
28:50.5,23,45,-53,,,,,,
28:50.5,23,47,-60,,,,,,
28:50.6,23,32,-66,,,,,,
28:50.6,23,38,-63,,,,,,
28:50.6,23,57,-68,,,,,,
28:50.6,23,56,-62,,,,,,
28:50.6,23,36,-77,,,,,,
28:50.6,23,42,-59,,,,,,
28:50.6,23,64,-68,,,,,,
28:50.6,23,21,-67,,,,,,
28:50.6,23,43,-61,,,,,,
28:50.6,23,60,-70,,,,,,
28:50.6,23,61,-62,,,,,,
28:50.6,23,24,-54,,,,,,
28:50.6,23,46,-58,,,,,,
28:50.6,23,23,-55,,,,,,
28:50.6,23,45,-53,,,,,,
28:50.6,23,26,-55,,,,,,
28:50.6,23,47,-60,,,,,,
28:50.7,23,30,-72,,,,,,
28:50.7,23,54,-66,,,,,,
28:50.7,23,36,-78,,,,,,
28:50.7,23,58,-78,,,,,,
28:50.7,23,63,-65,,,,,,
28:50.7,23,44,-54,,,,,,
28:50.7,23,60,-68,,,,,,
28:50.7,23,40,-68,,,,,,
28:50.7,23,27,-57,,,,,,
28:50.7,23,46,-58,,,,,,
28:50.7,23,45,-53,,,,,,
28:50.7,23,25,-54,,,,,,
28:50.8,23,53,-75,,,,,,
28:50.8,23,33,-76,,,,,,
28:50.8,23,39,-70,,,,,,
28:50.8,23,38,-63,,,,,,
28:50.8,23,57,-68,,,,,,
28:50.8,23,56,-62,,,,,,
28:50.8,23,59,-69,,,,,,
28:50.8,23,36,-78,,,,,,
28:50.8,23,41,-52,,,,,,
28:50.8,23,21,-69,,,,,,
28:50.8,23,43,-61,,,,,,
28:50.8,23,60,-68,,,,,,
28:50.8,23,61,-62,,,,,,
28:50.8,23,28,-63,,,,,,
28:50.8,23,46,-58,,,,,,
28:50.8,23,23,-60,,,,,,
28:50.8,23,25,-54,,,,,,
28:50.9,23,30,-72,,,,,,
28:50.9,23,38,-63,,,,,,
28:50.9,23,57,-68,,,,,,
28:50.9,23,34,-69,,,,,,
28:50.9,23,59,-69,,,,,,
28:50.9,23,64,-66,,,,,,
28:50.9,23,41,-53,,,,,,
28:50.9,23,63,-65,,,,,,
28:50.9,23,44,-53,,,,,,
28:50.9,23,21,-69,,,,,,
28:50.9,23,60,-69,,,,,,
28:50.9,23,61,-62,,,,,,
28:50.9,23,27,-58,,,,,,
28:50.9,23,23,-60,,,,,,
28:50.9,23,45,-53,,,,,,
28:50.9,23,25,-53,,,,,,
28:51.0,23,38,-63,,,,,,
28:51.0,23,57,-68,,,,,,
28:51.0,23,56,-62,,,,,,
28:51.0,23,41,-53,,,,,,
28:51.0,23,63,-65,,,,,,
28:51.0,23,43,-60,,,,,,
28:51.0,23,28,-63,,,,,,
28:51.0,23,29,-64,,,,,,
28:51.0,23,46,-58,,,,,,
28:51.0,23,47,-62,,,,,,
28:51.1,23,53,-74,,,,,,
28:51.1,23,54,-66,,,,,,
28:51.1,23,39,-70,,,,,,
28:51.1,23,38,-63,,,,,,
28:51.1,23,34,-69,,,,,,
28:51.1,23,56,-62,,,,,,
28:51.1,23,58,-77,,,,,,
28:51.1,23,42,-59,,,,,,
28:51.1,23,41,-53,,,,,,
28:51.1,23,44,-53,,,,,,
28:51.1,23,43,-61,,,,,,
28:51.1,23,40,-68,,,,,,
28:51.1,23,61,-62,,,,,,
28:51.1,23,28,-63,,,,,,
