TIME,Base,Minor,Rssi,,,,,Base,26
30:01.3,26,53,-75,,,59,60,39,40
30:01.3,26,31,-66,,,-74.59,-73.75,-69.73,-71.57
30:01.3,26,59,-78,,,58,57,38,37
30:01.3,26,64,-65,,,-72.13,-71.04,-72.92,-70.28
30:01.3,26,41,-62,,,55,56,35,36
30:01.3,26,21,-58,,,-70.89,-64.06,-68.58,-77.72
30:01.3,26,43,-60,,,54,53,34,33
30:01.3,26,40,-79,,,-67.88,-69.69,-70.33,-68.92
30:01.3,26,27,-60,,,51,52,31,32
30:01.3,26,45,-57,,,-71.54,-71.21,-66.23,-72.1
30:01.3,26,48,-55,,,50,49,30,29
30:01.3,26,26,-52,,,-66.35,-62.11,-69.35,-68.58
30:01.3,26,25,-66,,,47,48,27,28
30:01.4,26,31,-64,,,-65.19,-54.27,-55.18,-68.94
30:01.4,26,37,-66,,,46,45,26,25
30:01.4,26,36,-70,,,-63.19,-55.59,-53.19,-65.71
30:01.4,26,58,-71,,,43,44,23,24
30:01.4,26,41,-61,,,-63.34,-56.91,-55,-55.46
30:01.4,26,22,-67,,,42,41,22,21
30:01.4,26,21,-59,,,-64.47,-61.95,-65.67,-55
30:01.4,26,43,-59,,,,,,
30:01.4,26,27,-60,,,,,,
30:01.4,26,24,-57,,,,,,
30:01.4,26,45,-59,,,,,,
30:01.4,26,48,-55,,,,,,
30:01.5,26,53,-73,,,,,,
30:01.5,26,30,-62,,,,,,
30:01.5,26,33,-77,,,,,,
30:01.5,26,54,-67,,,,,,
30:01.5,26,59,-75,,,,,,
30:01.5,26,64,-67,,,,,,
30:01.5,26,44,-52,,,,,,
30:01.5,26,23,-57,,,,,,
30:01.5,26,47,-62,,,,,,
30:01.5,26,25,-67,,,,,,
30:01.6,26,30,-65,,,,,,
30:01.6,26,32,-82,,,,,,
30:01.6,26,54,-69,,,,,,
30:01.6,26,57,-67,,,,,,
30:01.6,26,42,-65,,,,,,
30:01.6,26,44,-53,,,,,,
30:01.6,26,60,-76,,,,,,
30:01.6,26,62,-80,,,,,,
30:01.6,26,45,-60,,,,,,
30:01.6,26,25,-67,,,,,,
30:01.7,26,53,-72,,,,,,
30:01.7,26,59,-74,,,,,,
30:01.7,26,36,-75,,,,,,
30:01.7,26,58,-78,,,,,,
30:01.7,26,42,-65,,,,,,
30:01.7,26,64,-68,,,,,,
30:01.7,26,44,-54,,,,,,
30:01.7,26,21,-65,,,,,,
30:01.7,26,60,-75,,,,,,
30:01.7,26,61,-64,,,,,,
30:01.7,26,46,-67,,,,,,
30:01.7,26,48,-61,,,,,,
30:01.7,26,47,-61,,,,,,
30:01.7,26,25,-70,,,,,,
30:01.8,26,54,-76,,,,,,
30:01.8,26,38,-76,,,,,,
30:01.8,26,57,-68,,,,,,
30:01.8,26,35,-68,,,,,,
30:01.8,26,56,-69,,,,,,
30:01.8,26,59,-75,,,,,,
30:01.8,26,58,-78,,,,,,
30:01.8,26,42,-65,,,,,,
30:01.8,26,64,-70,,,,,,
30:01.8,26,41,-65,,,,,,
30:01.8,26,21,-66,,,,,,
30:01.8,26,45,-67,,,,,,
30:01.8,26,25,-71,,,,,,
30:01.9,26,53,-71,,,,,,
30:01.9,26,31,-67,,,,,,
30:01.9,26,32,-74,,,,,,
30:01.9,26,39,-70,,,,,,
30:01.9,26,38,-78,,,,,,
30:01.9,26,57,-70,,,,,,
30:01.9,26,56,-69,,,,,,
30:01.9,26,42,-66,,,,,,
30:01.9,26,64,-73,,,,,,
30:01.9,26,41,-77,,,,,,
30:01.9,26,22,-63,,,,,,
30:01.9,26,44,-55,,,,,,
30:01.9,26,60,-71,,,,,,
30:01.9,26,62,-67,,,,,,
30:01.9,26,61,-68,,,,,,
30:01.9,26,24,-62,,,,,,
30:01.9,26,46,-66,,,,,,
30:01.9,26,23,-60,,,,,,
