TIME,Base,Minor,Rssi,,,,,Base,41
38:35.3,41,30,-71,,,59,60,39,40
38:35.3,41,54,-74,,,-74.27,-69.63,-70.61,-67.84
38:35.3,41,35,-68,,,58,57,38,37
38:35.3,41,56,-72,,,-75.93,-71.55,-72.1,-71.97
38:35.3,41,36,-78,,,55,56,35,36
38:35.3,41,21,-71,,,-71.35,-66.67,-67,-77.18
38:35.3,41,62,-64,,,54,53,34,33
38:35.3,41,61,-69,,,-67.8,-69.17,-75.52,-69.23
38:35.3,41,46,-62,,,51,52,31,32
38:35.3,41,48,-68,,,-67.66,-70.53,-77.52,-71.97
38:35.3,41,25,-66,,,50,49,30,29
38:35.4,41,56,-72,,,-68.41,-67.93,-71.56,-67.52
38:35.4,41,36,-79,,,47,48,27,28
38:35.4,41,58,-71,,,-66.39,-64.93,-65.8,-63.5
38:35.4,41,64,-76,,,46,45,26,25
38:35.4,41,41,-58,,,-60.65,-61.89,-60.49,-60.89
38:35.4,41,44,-58,,,43,44,23,24
38:35.4,41,23,-61,,,-57.91,-55,-55.74,-62.79
38:35.4,41,45,-61,,,42,41,22,21
38:35.4,41,48,-68,,,-51.07,-48.95,-57.29,-67.39
38:35.4,41,47,-69,,,,,,
38:35.4,41,25,-66,,,,,,
38:35.5,41,33,-70,,,,,,
38:35.5,41,39,-73,,,,,,
38:35.5,41,35,-66,,,,,,
38:35.5,41,56,-68,,,,,,
38:35.5,41,36,-71,,,,,,
38:35.5,41,64,-75,,,,,,
38:35.5,41,63,-78,,,,,,
38:35.5,41,41,-58,,,,,,
38:35.5,41,44,-58,,,,,,
38:35.5,41,40,-71,,,,,,
38:35.5,41,62,-66,,,,,,
38:35.5,41,47,-61,,,,,,
38:35.5,41,25,-67,,,,,,
38:35.6,41,31,-74,,,,,,
38:35.6,41,39,-71,,,,,,
38:35.6,41,34,-76,,,,,,
38:35.6,41,37,-73,,,,,,
38:35.6,41,36,-69,,,,,,
38:35.6,41,21,-67,,,,,,
38:35.6,41,62,-63,,,,,,
38:35.6,41,23,-58,,,,,,
38:35.6,41,45,-61,,,,,,
38:35.6,41,48,-62,,,,,,
38:35.6,41,26,-62,,,,,,
38:35.6,41,47,-62,,,,,,
