TIME,Base,Minor,Rssi,,,,,Base,39
33:20.8,39,30,-72,,,59,60,39,40
33:20.8,39,33,-63,,,-64.09,-54.16,-56.59,-52.95
33:20.8,39,32,-67,,,58,57,38,37
33:20.8,39,38,-54,,,-64.89,-56.88,-58.73,-52.21
33:20.8,39,57,-56,,,55,56,35,36
33:20.8,39,56,-66,,,-58.33,-60.88,-53.57,-63.05
33:20.8,39,22,-75,,,54,53,34,33
33:20.8,39,21,-69,,,-65.75,-68.18,-62.33,-67.03
33:20.8,39,60,-54,,,51,52,31,32
33:20.8,39,61,-70,,,-69.45,-69.28,-66.94,-66.73
33:20.8,39,28,-70,,,50,49,30,29
33:20.8,39,29,-58,,,-71.91,-68.55,-67.13,-60.03
33:20.8,39,48,-61,,,47,48,27,28
33:20.8,39,26,-65,,,-69.97,-67.43,-66.67,-68.14
33:20.9,39,53,-66,,,46,45,26,25
33:20.9,39,39,-55,,,-69.88,-68.53,-67.22,-67.16
33:20.9,39,38,-54,,,43,44,23,24
33:20.9,39,56,-66,,,-73.82,-71.79,-71,-73.19
33:20.9,39,64,-65,,,42,41,22,21
33:20.9,39,63,-65,,,-70.7,-67.18,-72.32,-72.48
33:20.9,39,43,-65,,,,,,
33:20.9,39,21,-69,,,,,,
33:20.9,39,60,-53,,,,,,
33:20.9,39,40,-53,,,,,,
33:20.9,39,61,-64,,,,,,
33:21.0,39,53,-68,,,,,,
33:21.0,39,31,-66,,,,,,
33:21.0,39,33,-66,,,,,,
33:21.0,39,39,-53,,,,,,
33:21.0,39,38,-57,,,,,,
33:21.0,39,35,-55,,,,,,
33:21.0,39,56,-67,,,,,,
33:21.0,39,58,-63,,,,,,
33:21.0,39,36,-66,,,,,,
33:21.0,39,42,-65,,,,,,
33:21.0,39,21,-69,,,,,,
33:21.0,39,40,-53,,,,,,
33:21.0,39,46,-66,,,,,,
33:21.0,39,23,-69,,,,,,
33:21.1,39,53,-67,,,,,,
33:21.1,39,30,-68,,,,,,
33:21.1,39,33,-66,,,,,,
33:21.1,39,54,-67,,,,,,
33:21.1,39,35,-55,,,,,,
33:21.1,39,36,-66,,,,,,
33:21.1,39,44,-66,,,,,,
33:21.1,39,28,-68,,,,,,
33:21.1,39,45,-65,,,,,,
33:21.1,39,26,-66,,,,,,
33:21.1,39,25,-66,,,,,,
33:21.1,39,47,-66,,,,,,
33:21.2,39,33,-64,,,,,,
33:21.2,39,54,-65,,,,,,
33:21.2,39,32,-67,,,,,,
33:21.2,39,39,-54,,,,,,
33:21.2,39,38,-56,,,,,,
33:21.2,39,35,-55,,,,,,
33:21.2,39,56,-69,,,,,,
33:21.2,39,59,-62,,,,,,
33:21.2,39,37,-50,,,,,,
33:21.2,39,43,-70,,,,,,
33:21.2,39,21,-68,,,,,,
33:21.2,39,61,-68,,,,,,
33:21.2,39,27,-62,,,,,,
33:21.2,39,23,-66,,,,,,
33:21.2,39,48,-70,,,,,,
33:21.3,39,53,-66,,,,,,
33:21.3,39,31,-73,,,,,,
33:21.3,39,33,-64,,,,,,
33:21.3,39,38,-55,,,,,,
33:21.3,39,56,-73,,,,,,
33:21.3,39,64,-78,,,,,,
33:21.3,39,44,-67,,,,,,
33:21.3,39,43,-69,,,,,,
33:21.3,39,61,-67,,,,,,
33:21.3,39,28,-67,,,,,,
33:21.3,39,27,-63,,,,,,
33:21.3,39,48,-67,,,,,,
33:21.3,39,26,-66,,,,,,
33:21.3,39,47,-67,,,,,,
33:21.4,39,53,-66,,,,,,
33:21.4,39,31,-70,,,,,,
33:21.4,39,33,-63,,,,,,
33:21.4,39,32,-64,,,,,,
33:21.4,39,39,-54,,,,,,
33:21.4,39,57,-58,,,,,,
33:21.4,39,63,-80,,,,,,
33:21.4,39,21,-65,,,,,,
33:21.4,39,62,-69,,,,,,
33:21.4,39,61,-67,,,,,,
33:21.5,39,53,-68,,,,,,
33:21.5,39,54,-63,,,,,,
33:21.5,39,32,-68,,,,,,
33:21.5,39,35,-54,,,,,,
33:21.5,39,57,-58,,,,,,
33:21.5,39,34,-62,,,,,,
33:21.5,39,56,-67,,,,,,
33:21.5,39,37,-50,,,,,,
33:21.5,39,58,-62,,,,,,
33:21.5,39,44,-66,,,,,,
33:21.5,39,40,-53,,,,,,
33:21.5,39,61,-69,,,,,,
33:21.5,39,45,-65,,,,,,
33:21.5,39,48,-69,,,,,,
33:21.5,39,25,-66,,,,,,
33:21.6,39,53,-65,,,,,,
33:21.6,39,30,-66,,,,,,
33:21.6,39,55,-59,,,,,,
33:21.6,39,54,-62,,,,,,
33:21.6,39,32,-69,,,,,,
33:21.6,39,44,-67,,,,,,
33:21.6,39,21,-70,,,,,,
33:21.6,39,60,-55,,,,,,
33:21.6,39,62,-67,,,,,,
33:21.6,39,28,-65,,,,,,
33:21.6,39,48,-67,,,,,,
33:21.7,39,53,-66,,,,,,
33:21.7,39,31,-69,,,,,,
33:21.7,39,30,-68,,,,,,
33:21.7,39,55,-60,,,,,,
33:21.7,39,54,-62,,,,,,
33:21.7,39,38,-58,,,,,,
33:21.7,39,36,-65,,,,,,
33:21.7,39,44,-67,,,,,,
33:21.7,39,60,-55,,,,,,
33:21.7,39,40,-53,,,,,,
33:21.7,39,61,-69,,,,,,
33:21.7,39,29,-63,,,,,,
33:21.7,39,45,-65,,,,,,
33:21.7,39,48,-70,,,,,,
33:21.7,39,25,-65,,,,,,
33:21.7,39,47,-68,,,,,,
33:21.8,39,53,-67,,,,,,
33:21.8,39,31,-69,,,,,,
33:21.8,39,30,-68,,,,,,
33:21.8,39,32,-67,,,,,,
33:21.8,39,39,-55,,,,,,
33:21.8,39,35,-54,,,,,,
33:21.8,39,56,-65,,,,,,
33:21.8,39,59,-62,,,,,,
33:21.8,39,58,-61,,,,,,
33:21.8,39,63,-75,,,,,,
33:21.8,39,44,-65,,,,,,
33:21.8,39,40,-52,,,,,,
33:21.8,39,61,-71,,,,,,
33:21.8,39,27,-64,,,,,,
33:21.8,39,45,-65,,,,,,
33:21.8,39,47,-67,,,,,,
33:21.9,39,53,-67,,,,,,
33:21.9,39,30,-68,,,,,,
33:21.9,39,32,-67,,,,,,
33:21.9,39,39,-56,,,,,,
33:21.9,39,34,-66,,,,,,
33:21.9,39,56,-64,,,,,,
33:21.9,39,64,-76,,,,,,
33:21.9,39,63,-75,,,,,,
33:21.9,39,40,-52,,,,,,
33:21.9,39,29,-62,,,,,,
33:21.9,39,24,-71,,,,,,
33:21.9,39,45,-65,,,,,,
33:21.9,39,47,-67,,,,,,
33:22.0,39,30,-67,,,,,,
33:22.0,39,54,-62,,,,,,
33:22.0,39,32,-68,,,,,,
33:22.0,39,39,-55,,,,,,
33:22.0,39,35,-54,,,,,,
33:22.0,39,34,-65,,,,,,
33:22.0,39,37,-51,,,,,,
33:22.0,39,36,-64,,,,,,
33:22.0,39,44,-65,,,,,,
33:22.0,39,60,-56,,,,,,
33:22.0,39,62,-67,,,,,,
33:22.0,39,40,-52,,,,,,
33:22.0,39,61,-71,,,,,,
33:22.0,39,28,-65,,,,,,
33:22.0,39,27,-65,,,,,,
33:22.0,39,24,-71,,,,,,
33:22.0,39,45,-65,,,,,,
33:22.1,39,30,-67,,,,,,
33:22.1,39,55,-59,,,,,,
33:22.1,39,32,-67,,,,,,
33:22.1,39,39,-55,,,,,,
33:22.1,39,38,-59,,,,,,
33:22.1,39,35,-54,,,,,,
33:22.1,39,34,-65,,,,,,
33:22.1,39,59,-63,,,,,,
33:22.1,39,36,-63,,,,,,
33:22.1,39,63,-77,,,,,,
33:22.1,39,22,-74,,,,,,
33:22.1,39,43,-75,,,,,,
33:22.1,39,62,-67,,,,,,
33:22.1,39,40,-52,,,,,,
33:22.1,39,28,-65,,,,,,
33:22.1,39,24,-71,,,,,,
33:22.1,39,23,-65,,,,,,
33:22.2,39,53,-68,,,,,,
33:22.2,39,30,-67,,,,,,
33:22.2,39,55,-58,,,,,,
33:22.2,39,54,-62,,,,,,
33:22.2,39,39,-55,,,,,,
33:22.2,39,57,-58,,,,,,
33:22.2,39,56,-64,,,,,,
33:22.2,39,59,-63,,,,,,
33:22.2,39,22,-75,,,,,,
33:22.2,39,60,-57,,,,,,
33:22.2,39,62,-68,,,,,,
33:22.2,39,61,-69,,,,,,
33:22.2,39,28,-65,,,,,,
33:22.2,39,27,-66,,,,,,
33:22.2,39,24,-71,,,,,,
33:22.2,39,23,-65,,,,,,
33:22.2,39,45,-65,,,,,,
33:22.2,39,48,-65,,,,,,
33:22.2,39,26,-67,,,,,,
