TIME,Base,Minor,Rssi,,,,,Base,49
36:36.6,49,55,-60,,,59,60,39,40
36:36.6,49,54,-65,,,-70.32,-71.16,-69.87,-69.91
36:36.6,49,32,-69,,,58,57,38,37
36:36.6,49,57,-83,,,-70.46,-66.63,-67.71,-69.66
36:36.6,49,34,-68,,,55,56,35,36
36:36.6,49,36,-67,,,-68.67,-64.97,-71.88,-67.49
36:36.6,49,63,-57,,,54,53,34,33
36:36.6,49,40,-68,,,-58.83,-62.81,-68.3,-70.35
36:36.6,49,61,-60,,,51,52,31,32
36:36.6,49,24,-73,,,-53.68,-58.66,-66.63,-64.79
36:36.6,49,45,-68,,,50,49,30,29
36:36.6,49,48,-74,,,-54.81,-53.02,-60.51,-68.32
36:36.6,49,47,-65,,,47,48,27,28
36:36.7,49,30,-57,,,-61.95,-66.41,-72.53,-69.91
36:36.7,49,55,-63,,,46,45,26,25
36:36.7,49,33,-68,,,-62.08,-71.57,-68.44,-70.1
36:36.7,49,64,-60,,,43,44,23,24
36:36.7,49,22,-69,,,-74.91,-70.89,-75.19,-71.3
36:36.7,49,60,-66,,,42,41,22,21
36:36.7,49,40,-66,,,-69.08,-69.52,-68.02,-77
36:36.7,49,62,-55,,,,,,
36:36.7,49,61,-53,,,,,,
36:36.7,49,24,-73,,,,,,
36:36.7,49,23,-75,,,,,,
36:36.7,49,48,-71,,,,,,
36:36.7,49,47,-64,,,,,,
36:36.7,49,25,-67,,,,,,
36:36.8,49,30,-56,,,,,,
36:36.8,49,33,-68,,,,,,
36:36.8,49,39,-69,,,,,,
36:36.8,49,57,-78,,,,,,
36:36.8,49,35,-69,,,,,,
36:36.8,49,58,-67,,,,,,
36:36.8,49,63,-53,,,,,,
36:36.8,49,41,-63,,,,,,
36:36.8,49,22,-68,,,,,,
36:36.8,49,44,-74,,,,,,
36:36.8,49,60,-68,,,,,,
36:36.8,49,40,-65,,,,,,
36:36.8,49,62,-55,,,,,,
36:36.8,49,61,-53,,,,,,
36:36.8,49,29,-67,,,,,,
36:36.8,49,23,-82,,,,,,
36:36.8,49,45,-76,,,,,,
36:36.8,49,48,-67,,,,,,
36:36.9,49,30,-57,,,,,,
36:36.9,49,33,-67,,,,,,
36:36.9,49,57,-66,,,,,,
36:36.9,49,36,-69,,,,,,
36:36.9,49,64,-58,,,,,,
36:36.9,49,62,-57,,,,,,
36:36.9,49,61,-53,,,,,,
36:36.9,49,46,-61,,,,,,
36:36.9,49,23,-76,,,,,,
36:36.9,49,45,-71,,,,,,
36:37.0,49,30,-59,,,,,,
36:37.0,49,55,-69,,,,,,
36:37.0,49,32,-67,,,,,,
36:37.0,49,39,-68,,,,,,
36:37.0,49,38,-74,,,,,,
36:37.0,49,37,-71,,,,,,
36:37.0,49,60,-69,,,,,,
36:37.0,49,40,-66,,,,,,
36:37.0,49,62,-57,,,,,,
36:37.0,49,61,-53,,,,,,
36:37.0,49,24,-72,,,,,,
36:37.0,49,48,-68,,,,,,
36:37.0,49,26,-71,,,,,,
36:37.1,49,31,-64,,,,,,
36:37.1,49,30,-60,,,,,,
36:37.1,49,54,-62,,,,,,
36:37.1,49,35,-64,,,,,,
36:37.1,49,37,-73,,,,,,
36:37.1,49,59,-66,,,,,,
36:37.1,49,64,-59,,,,,,
36:37.1,49,63,-54,,,,,,
36:37.1,49,41,-66,,,,,,
36:37.1,49,22,-72,,,,,,
36:37.1,49,60,-71,,,,,,
36:37.1,49,40,-69,,,,,,
36:37.1,49,27,-69,,,,,,
36:37.1,49,23,-76,,,,,,
36:37.1,49,26,-71,,,,,,
36:37.2,49,31,-65,,,,,,
36:37.2,49,32,-64,,,,,,
36:37.2,49,39,-69,,,,,,
36:37.2,49,37,-72,,,,,,
36:37.2,49,36,-67,,,,,,
36:37.2,49,63,-53,,,,,,
36:37.2,49,22,-67,,,,,,
36:37.2,49,40,-68,,,,,,
36:37.2,49,62,-53,,,,,,
36:37.2,49,28,-65,,,,,,
36:37.2,49,23,-75,,,,,,
36:37.2,49,45,-69,,,,,,
36:37.2,49,48,-66,,,,,,
36:37.2,49,47,-65,,,,,,
36:37.3,49,53,-63,,,,,,
36:37.3,49,30,-58,,,,,,
36:37.3,49,54,-62,,,,,,
36:37.3,49,32,-69,,,,,,
36:37.3,49,35,-63,,,,,,
36:37.3,49,34,-68,,,,,,
36:37.3,49,37,-72,,,,,,
36:37.3,49,59,-67,,,,,,
36:37.3,49,64,-59,,,,,,
36:37.3,49,63,-52,,,,,,
36:37.3,49,40,-65,,,,,,
36:37.3,49,62,-54,,,,,,
36:37.3,49,61,-53,,,,,,
36:37.3,49,28,-65,,,,,,
36:37.3,49,27,-77,,,,,,
36:37.3,49,29,-78,,,,,,
36:37.3,49,46,-59,,,,,,
36:37.3,49,48,-64,,,,,,
36:37.4,49,31,-66,,,,,,
36:37.4,49,53,-66,,,,,,
36:37.4,49,30,-59,,,,,,
36:37.4,49,55,-78,,,,,,
36:37.4,49,39,-66,,,,,,
36:37.4,49,38,-66,,,,,,
36:37.4,49,37,-77,,,,,,
36:37.4,49,36,-71,,,,,,
36:37.4,49,64,-60,,,,,,
36:37.4,49,63,-57,,,,,,
36:37.4,49,22,-70,,,,,,
36:37.4,49,44,-68,,,,,,
36:37.4,49,60,-71,,,,,,
36:37.4,49,61,-52,,,,,,
36:37.4,49,28,-69,,,,,,
36:37.4,49,45,-68,,,,,,
36:37.4,49,48,-67,,,,,,
36:37.4,49,25,-70,,,,,,
36:37.5,49,31,-62,,,,,,
36:37.5,49,30,-58,,,,,,
36:37.5,49,55,-74,,,,,,
36:37.5,49,33,-71,,,,,,
36:37.5,49,39,-66,,,,,,
36:37.5,49,38,-66,,,,,,
36:37.5,49,35,-68,,,,,,
36:37.5,49,34,-66,,,,,,
36:37.5,49,37,-76,,,,,,
36:37.5,49,36,-71,,,,,,
36:37.5,49,40,-67,,,,,,
36:37.5,49,62,-55,,,,,,
36:37.5,49,27,-66,,,,,,
36:37.5,49,24,-69,,,,,,
36:37.5,49,48,-66,,,,,,
36:37.5,49,26,-67,,,,,,
36:37.5,49,47,-59,,,,,,
36:37.6,49,31,-62,,,,,,
36:37.6,49,53,-66,,,,,,
36:37.6,49,30,-58,,,,,,
36:37.6,49,39,-67,,,,,,
36:37.6,49,57,-67,,,,,,
36:37.6,49,35,-68,,,,,,
36:37.6,49,34,-66,,,,,,
36:37.6,49,36,-71,,,,,,
36:37.6,49,42,-69,,,,,,
36:37.6,49,64,-56,,,,,,
36:37.6,49,22,-69,,,,,,
36:37.6,49,61,-52,,,,,,
36:37.6,49,45,-66,,,,,,
36:37.6,49,48,-68,,,,,,
36:37.6,49,47,-59,,,,,,
36:37.7,49,55,-70,,,,,,
36:37.7,49,33,-74,,,,,,
36:37.7,49,57,-67,,,,,,
36:37.7,49,35,-71,,,,,,
36:37.7,49,34,-67,,,,,,
36:37.7,49,58,-69,,,,,,
36:37.7,49,42,-66,,,,,,
36:37.7,49,64,-56,,,,,,
36:37.7,49,63,-57,,,,,,
36:37.7,49,41,-75,,,,,,
36:37.7,49,43,-82,,,,,,
36:37.7,49,62,-55,,,,,,
36:37.7,49,29,-68,,,,,,
36:37.7,49,46,-65,,,,,,
36:37.8,49,30,-58,,,,,,
36:37.8,49,33,-74,,,,,,
36:37.8,49,34,-66,,,,,,
36:37.8,49,59,-70,,,,,,
36:37.8,49,42,-66,,,,,,
36:37.8,49,64,-56,,,,,,
36:37.8,49,63,-57,,,,,,
36:37.8,49,41,-73,,,,,,
36:37.8,49,44,-70,,,,,,
36:37.8,49,62,-55,,,,,,
36:37.8,49,61,-52,,,,,,
36:37.8,49,27,-65,,,,,,
36:37.8,49,26,-65,,,,,,
36:37.9,49,55,-70,,,,,,
36:37.9,49,33,-75,,,,,,
36:37.9,49,39,-68,,,,,,
36:37.9,49,35,-69,,,,,,
36:37.9,49,34,-67,,,,,,
36:37.9,49,42,-66,,,,,,
36:37.9,49,64,-56,,,,,,
36:37.9,49,63,-57,,,,,,
36:37.9,49,44,-71,,,,,,
36:37.9,49,43,-82,,,,,,
36:37.9,49,40,-68,,,,,,
36:37.9,49,61,-53,,,,,,
36:37.9,49,24,-71,,,,,,
36:38.0,49,31,-65,,,,,,
36:38.0,49,53,-65,,,,,,
36:38.0,49,55,-70,,,,,,
36:38.0,49,54,-61,,,,,,
36:38.0,49,32,-62,,,,,,
36:38.0,49,39,-67,,,,,,
36:38.0,49,38,-65,,,,,,
36:38.0,49,35,-69,,,,,,
36:38.0,49,59,-71,,,,,,
36:38.0,49,58,-71,,,,,,
36:38.0,49,42,-67,,,,,,
36:38.0,49,63,-57,,,,,,
36:38.0,49,41,-72,,,,,,
36:38.0,49,22,-69,,,,,,
36:38.0,49,40,-68,,,,,,
36:38.0,49,62,-55,,,,,,
36:38.0,49,61,-53,,,,,,
36:38.0,49,46,-64,,,,,,
36:38.0,49,45,-67,,,,,,
36:38.0,49,48,-67,,,,,,
36:38.0,49,47,-61,,,,,,
36:38.1,49,53,-65,,,,,,
36:38.1,49,30,-58,,,,,,
36:38.1,49,55,-69,,,,,,
36:38.1,49,33,-74,,,,,,
