Base Minor,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,
21,-50.36957,-53.18144,-52.78508,-55.16602,-45.50506,-52.85611,-61.98392,-62.49588,-63.3735,-66.23681,-69.99866,-65.89291,-66.96969,-66.36621,-70.23182,-75.39744,-61.81796,-68.82044,-68.92537,-63.93323,-54.04761,-61.7693,-58.66459,-61.65554,-62.00577,-63.98997,-62.83295,-71.00115,-66.03503,-69.72699,-65.35041,-65.54808,-69.12293,-66.12989,-66.91882,-66.84709,-65.27973,-65.44298,-70.15672,-64.97965
22,-43.63371,-50.36957,-47.03071,-47.19838,-45.48122,-46.60414,-52.90851,-47.33525,-57.02667,-59.58807,-57.38221,-63.06923,-61.97617,-63.07508,-60.44157,-63.82569,-57.98502,-61.8305,-62.27884,-58.3154,-39.94604,-52.51726,-51.3886,-53.52384,-48.9373,-55.04736,-53.85779,-57.85806,-56.58012,-60.60381,-59.52301,-59.96942,-61.03027,-63.05411,-60.25625,-59.00457,-62.21728,-59.48978,-61.19907,-58.86596
23,-38.01658,-40.71387,-50.36957,-44.31492,-38.41332,-43.36571,-45.44637,-42.53456,-53.5686,-51.53179,-54.81904,-52.18931,-57.39951,-58.27629,-56.28654,-59.56787,-56.75339,-59.20239,-57.47377,-57.02439,-42.99458,-53.24354,-44.40727,-41.71826,-42.84886,-49.5811,-49.80808,-45.65681,-54.49272,-52.62807,-56.59521,-54.63065,-61.33617,-52.68382,-55.35186,-56.17148,-57.18646,-56.97433,-63.0899,-62.36036
24,-51.65437,-59.4958,-51.67669,-50.36957,-45.34903,-47.53589,-54.34022,-61.99768,-56.10778,-61.39954,-65.72878,-69.12281,-65.33,-69.26018,-65.37049,-66.92661,-65.38499,-68.85684,-66.38447,-68.01026,-57.81542,-61.31877,-60.02486,-61.39662,-54.73181,-63.36933,-55.10334,-60.92426,-59.29827,-67.46861,-65.48531,-67.88018,-66.76407,-67.70227,-64.24876,-64.60545,-67.33114,-66.9145,-68.62824,-65.4947
25,-67.34453,-71.41828,-68.74342,-64.00164,-50.36957,-62.50981,-59.79062,-56.40286,-63.73197,-68.65489,-72.07022,-69.04951,-75.55261,-75.63484,-76.56801,-74.15892,-74.14306,-79.43166,-81.06228,-77.4955,-69.65018,-70.18178,-74.63438,-69.16446,-61.58205,-72.8738,-69.14815,-64.50207,-72.19364,-74.35519,-77.81968,-80.08947,-77.38587,-76.34528,-72.50605,-74.06319,-77.51877,-75.51478,-76.2262,-75.43571
26,-63.10292,-60.84145,-57.85665,-55.1166,-61.10668,-50.36957,-54.16015,-57.11396,-59.19417,-68.14173,-67.32862,-68.00108,-69.69502,-69.48199,-74.13755,-71.07207,-74.32959,-70.27634,-76.71071,-75.46357,-60.68979,-67.60142,-62.44418,-58.60647,-49.66443,-58.82819,-60.36011,-53.72245,-59.24462,-69.51511,-72.15508,-68.66857,-70.9885,-71.7068,-71.8908,-69.50363,-68.9331,-71.83589,-69.86897,-72.57904
27,-68.00516,-64.91584,-63.20505,-69.98753,-59.5812,-56.75907,-50.36957,-66.79242,-59.51181,-53.65497,-64.10777,-61.63702,-68.285,-71.87087,-68.12737,-72.22487,-69.32204,-71.99745,-81.79918,-74.96583,-64.6718,-66.79247,-71.38536,-63.11927,-59.03699,-61.63495,-61.00504,-66.55345,-57.93554,-64.57598,-71.02572,-63.74162,-72.14295,-67.22207,-68.7522,-68.17075,-76.93882,-73.70111,-70.17321,-73.35764
28,-61.40412,-54.42583,-53.14943,-51.48645,-41.7092,-47.92986,-37.34285,-50.36957,-42.80998,-47.56902,-54.41868,-47.75953,-56.14214,-59.83513,-58.69043,-60.47363,-56.56662,-62.30344,-59.13871,-63.92144,-54.77983,-57.06447,-55.40799,-56.79029,-49.3312,-53.83898,-54.61936,-47.32742,-49.34252,-55.22926,-58.53864,-56.01009,-56.6594,-57.81,-59.3452,-60.45248,-56.5683,-57.01982,-59.04085,-59.44317
29,-73.21442,-68.32792,-65.36791,-67.05353,-60.1526,-63.71716,-57.02611,-52.83404,-50.36957,-54.78423,-58.63344,-66.39465,-69.97735,-77.00495,-68.39752,-70.13119,-69.41591,-72.41542,-70.88017,-73.53088,-65.77048,-72.92549,-71.32293,-74.99742,-73.50051,-70.1083,-64.86424,-66.10921,-60.06936,-71.46789,-66.86383,-59.4417,-70.54344,-72.1447,-67.38786,-67.81182,-69.10393,-74.81442,-75.03278,-72.81421
30,-68.21937,-65.50969,-66.8456,-68.52904,-60.67508,-63.81815,-53.51156,-55.10116,-64.79507,-50.36957,-58.96598,-56.68802,-60.37724,-70.98308,-71.86033,-65.61441,-69.64623,-74.17432,-73.72641,-69.9486,-62.09046,-75.37739,-70.62925,-67.75918,-61.37438,-66.34357,-59.70963,-58.19542,-58.27565,-72.20861,-63.69194,-59.33924,-67.31198,-66.11529,-68.10175,-62.08901,-69.30335,-72.89217,-67.57685,-69.39065
