TIME,Base,Minor,Rssi
40:41.6,54,31,-52
40:41.6,54,52,-52
40:41.6,54,30,-67
40:41.6,54,55,-48
40:41.6,54,33,-54
40:41.6,54,54,-45
40:41.6,54,51,-51
40:41.6,54,50,-53
40:41.6,54,35,-59
40:41.6,54,59,-53
40:41.6,54,36,-53
40:41.6,54,41,-64
40:41.6,54,21,-58
40:41.6,54,43,-64
40:41.6,54,28,-61
40:41.6,54,29,-55
40:41.6,54,23,-70
40:41.6,54,45,-66
40:41.6,54,26,-68
40:41.6,54,25,-71
40:41.8,54,53,-52
40:41.8,54,52,-52
40:41.8,54,30,-74
40:41.8,54,55,-48
40:41.8,54,54,-45
40:41.8,54,51,-50
40:41.8,54,50,-53
40:41.8,54,39,-60
40:41.8,54,38,-63
40:41.8,54,57,-50
40:41.8,54,37,-54
40:41.8,54,59,-53
40:41.8,54,36,-52
40:41.8,54,58,-56
40:41.8,54,41,-64
40:41.8,54,21,-58
40:41.8,54,40,-64
40:41.8,54,28,-62
40:41.8,54,27,-55
40:41.8,54,29,-54
40:41.8,54,23,-70
40:41.8,54,26,-70
40:41.8,54,47,-60
40:42.0,54,31,-55
40:42.0,54,52,-53
40:42.0,54,33,-52
40:42.0,54,54,-46
40:42.0,54,32,-67
40:42.0,54,51,-48
40:42.0,54,50,-53
40:42.0,54,39,-60
40:42.0,54,38,-62
40:42.0,54,57,-49
40:42.0,54,34,-60
40:42.0,54,59,-53
40:42.0,54,58,-59
40:42.0,54,42,-79
40:42.0,54,28,-61
40:42.0,54,29,-55
40:42.0,54,46,-64
40:42.0,54,48,-64
40:42.0,54,47,-59
40:42.2,54,52,-54
40:42.2,54,55,-47
40:42.2,54,54,-51
40:42.2,54,51,-49
40:42.2,54,50,-52
40:42.2,54,39,-62
40:42.2,54,38,-61
40:42.2,54,57,-49
40:42.2,54,37,-54
40:42.2,54,59,-53
40:42.2,54,36,-52
40:42.2,54,58,-64
40:42.2,54,43,-62
40:42.2,54,40,-62
40:42.2,54,27,-55
40:42.2,54,29,-55
40:42.2,54,23,-66
40:42.2,54,47,-58
40:42.4,54,31,-52
40:42.4,54,52,-52
40:42.4,54,30,-63
40:42.4,54,55,-49
40:42.4,54,33,-51
40:42.4,54,50,-53
40:42.4,54,38,-62
40:42.4,54,57,-49
40:42.4,54,35,-54
40:42.4,54,56,-56
40:42.4,54,59,-54
40:42.4,54,36,-53
40:42.4,54,58,-65
40:42.4,54,22,-71
40:42.4,54,43,-62
40:42.4,54,60,-60
40:42.4,54,29,-55
40:42.4,54,26,-69
40:42.4,54,47,-57
