TIME,Base,Minor,Rssi
32:56.1,41,53,-69
32:56.1,41,31,-62
32:56.1,41,52,-67
32:56.1,41,33,-71
32:56.1,41,32,-65
32:56.1,41,51,-73
32:56.1,41,39,-71
32:56.1,41,38,-71
32:56.1,41,35,-82
32:56.1,41,56,-66
32:56.1,41,42,-50
32:56.1,41,41,-45
32:56.1,41,22,-56
32:56.1,41,43,-59
32:56.1,41,40,-66
32:56.1,41,28,-66
32:56.1,41,49,-69
32:56.1,41,46,-64
32:56.1,41,23,-56
32:56.1,41,26,-58
32:56.1,41,48,-67
32:56.1,41,25,-61
32:56.3,41,30,-74
32:56.3,41,52,-65
32:56.3,41,55,-69
32:56.3,41,32,-65
32:56.3,41,39,-72
32:56.3,41,38,-69
32:56.3,41,57,-80
32:56.3,41,35,-83
32:56.3,41,56,-68
32:56.3,41,59,-68
32:56.3,41,41,-43
32:56.3,41,44,-55
32:56.3,41,60,-66
32:56.3,41,28,-64
32:56.3,41,49,-68
32:56.3,41,27,-67
32:56.3,41,24,-63
32:56.3,41,46,-63
32:56.3,41,23,-55
32:56.3,41,45,-69
32:56.3,41,25,-61
32:56.5,41,53,-70
32:56.5,41,31,-62
32:56.5,41,30,-74
32:56.5,41,33,-71
32:56.5,41,39,-72
32:56.5,41,38,-69
32:56.5,41,57,-79
32:56.5,41,35,-78
32:56.5,41,34,-65
32:56.5,41,56,-68
32:56.5,41,36,-70
32:56.5,41,41,-43
32:56.5,41,22,-53
32:56.5,41,43,-58
32:56.5,41,21,-66
32:56.5,41,49,-67
32:56.5,41,24,-62
32:56.5,41,46,-61
32:56.5,41,23,-55
32:56.5,41,26,-58
32:56.5,41,48,-69
32:56.5,41,25,-61
32:56.7,41,52,-65
32:56.7,41,33,-74
32:56.7,41,55,-66
32:56.7,41,38,-67
32:56.7,41,35,-72
32:56.7,41,34,-68
32:56.7,41,37,-71
32:56.7,41,42,-51
32:56.7,41,41,-44
32:56.7,41,22,-56
32:56.7,41,60,-67
32:56.7,41,40,-66
32:56.7,41,49,-66
32:56.7,41,27,-72
32:56.7,41,24,-60
32:56.7,41,46,-63
32:56.7,41,23,-54
32:56.7,41,26,-60
32:56.7,41,48,-67
32:56.7,41,47,-67
32:56.9,41,31,-62
32:56.9,41,30,-75
32:56.9,41,52,-68
32:56.9,41,51,-69
32:56.9,41,57,-69
32:56.9,41,35,-71
32:56.9,41,56,-67
32:56.9,41,59,-65
32:56.9,41,58,-80
32:56.9,41,42,-52
32:56.9,41,41,-44
32:56.9,41,44,-53
32:56.9,41,43,-62
32:56.9,41,40,-66
32:56.9,41,49,-66
32:56.9,41,29,-67
32:56.9,41,24,-58
32:56.9,41,23,-57
32:56.9,41,26,-59
32:56.9,41,25,-62
32:57.1,41,53,-70
32:57.1,41,30,-71
32:57.1,41,52,-69
32:57.1,41,33,-67
32:57.1,41,54,-67
32:57.1,41,51,-69
32:57.1,41,38,-67
32:57.1,41,57,-66
32:57.1,41,35,-79
32:57.1,41,34,-68
32:57.1,41,56,-65
32:57.1,41,59,-66
32:57.1,41,58,-74
32:57.1,41,36,-77
32:57.1,41,42,-51
32:57.1,41,44,-53
32:57.1,41,60,-72
32:57.1,41,40,-66
32:57.1,41,27,-67
32:57.1,41,24,-60
32:57.1,41,23,-55
32:57.1,41,26,-60
32:57.1,41,48,-67
32:57.1,41,25,-63
32:57.1,41,47,-68
32:57.3,41,31,-64
32:57.3,41,30,-75
32:57.3,41,52,-67
32:57.3,41,33,-67
32:57.3,41,55,-69
32:57.3,41,51,-69
32:57.3,41,38,-68
32:57.3,41,35,-71
32:57.3,41,56,-69
32:57.3,41,37,-73
32:57.3,41,59,-66
32:57.3,41,58,-75
32:57.3,41,42,-51
32:57.3,41,22,-56
32:57.3,41,44,-53
32:57.3,41,43,-60
32:57.3,41,60,-67
32:57.3,41,40,-65
32:57.3,41,28,-63
32:57.3,41,27,-72
32:57.3,41,29,-66
32:57.3,41,24,-60
32:57.3,41,46,-62
32:57.3,41,23,-56
32:57.3,41,26,-58
32:57.3,41,48,-69
32:57.3,41,25,-64
32:57.5,41,53,-71
32:57.5,41,31,-63
32:57.5,41,52,-69
32:57.5,41,32,-65
32:57.5,41,38,-68
32:57.5,41,34,-65
32:57.5,41,59,-66
32:57.5,41,36,-70
32:57.5,41,42,-52
32:57.5,41,41,-44
32:57.5,41,22,-55
32:57.5,41,43,-60
32:57.5,41,60,-68
32:57.5,41,28,-66
32:57.5,41,27,-69
32:57.5,41,29,-68
32:57.5,41,24,-61
32:57.5,41,23,-55
32:57.5,41,26,-59
32:57.5,41,25,-64
32:57.8,41,53,-70
32:57.8,41,30,-73
32:57.8,41,33,-70
32:57.8,41,55,-67
32:57.8,41,38,-67
32:57.8,41,57,-67
32:57.8,41,34,-66
32:57.8,41,56,-67
32:57.8,41,37,-71
32:57.8,41,59,-67
32:57.8,41,42,-52
32:57.8,41,41,-44
32:57.8,41,44,-54
32:57.8,41,43,-60
32:57.8,41,21,-64
32:57.8,41,60,-68
32:57.8,41,40,-66
32:57.8,41,28,-66
32:57.8,41,49,-66
32:57.8,41,27,-70
32:57.8,41,24,-61
32:57.8,41,46,-64
32:57.8,41,45,-71
32:58.0,41,53,-69
32:58.0,41,52,-68
32:58.0,41,33,-69
32:58.0,41,32,-67
32:58.0,41,51,-71
32:58.0,41,39,-71
32:58.0,41,38,-68
32:58.0,41,57,-67
32:58.0,41,35,-73
32:58.0,41,34,-66
32:58.0,41,58,-80
32:58.0,41,42,-52
32:58.0,41,22,-55
32:58.0,41,44,-53
32:58.0,41,40,-64
32:58.0,41,28,-65
32:58.0,41,49,-66
32:58.0,41,29,-67
32:58.0,41,24,-60
32:58.0,41,46,-62
32:58.0,41,45,-73
32:58.0,41,26,-58
32:58.0,41,48,-65
32:58.2,41,53,-70
32:58.2,41,31,-63
32:58.2,41,30,-69
32:58.2,41,52,-67
32:58.2,41,33,-68
32:58.2,41,54,-66
32:58.2,41,51,-71
32:58.2,41,50,-66
32:58.2,41,39,-72
32:58.2,41,57,-67
32:58.2,41,37,-76
32:58.2,41,58,-76
32:58.2,41,42,-52
32:58.2,41,41,-44
32:58.2,41,44,-54
32:58.2,41,43,-59
32:58.2,41,21,-63
32:58.2,41,60,-69
32:58.2,41,49,-66
32:58.2,41,29,-65
32:58.2,41,24,-62
32:58.2,41,46,-62
32:58.2,41,23,-55
32:58.2,41,45,-77
32:58.2,41,26,-58
32:58.2,41,47,-71
32:58.4,41,31,-63
32:58.4,41,30,-71
32:58.4,41,33,-70
32:58.4,41,55,-67
32:58.4,41,51,-71
32:58.4,41,39,-72
32:58.4,41,35,-73
32:58.4,41,56,-67
32:58.4,41,37,-73
32:58.4,41,59,-68
32:58.4,41,58,-79
32:58.4,41,36,-69
32:58.4,41,42,-52
32:58.4,41,41,-44
32:58.4,41,22,-55
32:58.4,41,44,-53
32:58.4,41,43,-60
32:58.4,41,60,-69
32:58.4,41,49,-67
32:58.4,41,29,-67
32:58.4,41,46,-61
32:58.4,41,23,-55
32:58.4,41,25,-66
32:58.4,41,47,-72
32:58.6,41,53,-70
32:58.6,41,31,-64
