Base Minor,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
21,-51.55266,-54.36453,-53.96817,-56.34911,-46.68815,-54.0392,-63.16701,-63.67897,-64.55659,-67.4199,-71.18175,-67.076,-68.15278,-67.5493,-71.41491,-76.58053,-63.00105,-70.00353,-70.10846,-65.11632,-55.2307,-62.95239,-59.84768,-62.83863,-63.18886,-65.17306,-64.01604,-72.18424,-67.21812,-70.91008,-66.5335,-66.73117,-70.30602,-67.31298,-68.10191,-68.03018,-66.46282,-66.62607,-71.33981,-66.16274
22,-44.8168,-51.55266,-48.2138,-48.38147,-46.66431,-47.78723,-54.0916,-48.51834,-58.20976,-60.77116,-58.5653,-64.25232,-63.15926,-64.25817,-61.62466,-65.00878,-59.16811,-63.01359,-63.46193,-59.49849,-41.12913,-53.70035,-52.57169,-54.70693,-50.12039,-56.23045,-55.04088,-59.04116,-57.76321,-61.7869,-60.7061,-61.15251,-62.21336,-64.2372,-61.43934,-60.18766,-63.40037,-60.67287,-62.38216,-60.04905
23,-39.19967,-41.89696,-51.55266,-45.49801,-39.59641,-44.5488,-46.62946,-43.71765,-54.75169,-52.71488,-56.00213,-53.3724,-58.5826,-59.45938,-57.46963,-60.75096,-57.93648,-60.38548,-58.65686,-58.20748,-44.17767,-54.42663,-45.59036,-42.90135,-44.03195,-50.76419,-50.99117,-46.8399,-55.67581,-53.81116,-57.7783,-55.81374,-62.51926,-53.86691,-56.53495,-57.35457,-58.36955,-58.15742,-64.27299,-63.54345
24,-52.83746,-60.67889,-52.85978,-51.55266,-46.53212,-48.71898,-55.52331,-63.18077,-57.29087,-62.58263,-66.91187,-70.3059,-66.51309,-70.44327,-66.55358,-68.1097,-66.56808,-70.03993,-67.56756,-69.19335,-58.99851,-62.50186,-61.20795,-62.57971,-55.9149,-64.55242,-56.28643,-62.10735,-60.48136,-68.6517,-66.6684,-69.06327,-67.94716,-68.88536,-65.43185,-65.78854,-68.51423,-68.09759,-69.81133,-66.67779
25,-68.52762,-72.60137,-69.92651,-65.18473,-51.55266,-63.6929,-60.97371,-57.58595,-64.91506,-69.83798,-73.25331,-70.2326,-76.7357,-76.81793,-77.7511,-75.34201,-75.32615,-80.61475,-82.24537,-78.67859,-70.83327,-71.36487,-75.81747,-70.34755,-62.76514,-74.05689,-70.33124,-65.68516,-73.37673,-75.53828,-79.00277,-81.27256,-78.56896,-77.52837,-73.68914,-75.24628,-78.70186,-76.69787,-77.40929,-76.6188
26,-64.28601,-62.02454,-59.03974,-56.29969,-62.28977,-51.55266,-55.34324,-58.29705,-60.37726,-69.32482,-68.51171,-69.18417,-70.87811,-70.66508,-75.32064,-72.25516,-75.51268,-71.45943,-77.8938,-76.64666,-61.87288,-68.78451,-63.62727,-59.78956,-50.84752,-60.01128,-61.5432,-54.90554,-60.42771,-70.6982,-73.33817,-69.85166,-72.17159,-72.88989,-73.07389,-70.68672,-70.11619,-73.01898,-71.05206,-73.76213
27,-69.18825,-66.09893,-64.38814,-71.17062,-60.76429,-57.94216,-51.55266,-67.97551,-60.6949,-54.83806,-65.29086,-62.82011,-69.46809,-73.05396,-69.31046,-73.40796,-70.50513,-73.18054,-82.98227,-76.14892,-65.85489,-67.97556,-72.56845,-64.30236,-60.22008,-62.81804,-62.18813,-67.73654,-59.11863,-65.75907,-72.20881,-64.92471,-73.32604,-68.40516,-69.93529,-69.35384,-78.12191,-74.88421,-71.3563,-74.54073
28,-62.58721,-55.60892,-54.33252,-52.66954,-42.89229,-49.11295,-38.52594,-51.55266,-43.99307,-48.75211,-55.60177,-48.94262,-57.32523,-61.01822,-59.87352,-61.65672,-57.74971,-63.48653,-60.3218,-65.10453,-55.96292,-58.24756,-56.59108,-57.97338,-50.51429,-55.02207,-55.80245,-48.51051,-50.52561,-56.41235,-59.72173,-57.19318,-57.84249,-58.99309,-60.52829,-61.63557,-57.75139,-58.20291,-60.22394,-60.62626
29,-74.39751,-69.51101,-66.551,-68.23662,-61.33569,-64.90025,-58.2092,-54.01713,-51.55266,-55.96732,-59.81653,-67.57774,-71.16044,-78.18804,-69.58061,-71.31428,-70.599,-73.59851,-72.06326,-74.71397,-66.95357,-74.10858,-72.50602,-76.18051,-74.6836,-71.29139,-66.04733,-67.2923,-61.25245,-72.65098,-68.04692,-60.62479,-71.72653,-73.32779,-68.57095,-68.99491,-70.28702,-75.99751,-76.21587,-73.99731
