TIME,Base,Minor,Rssi
54:54.6,57,31,-67
54:54.6,57,53,-58
54:54.6,57,30,-62
54:54.6,57,52,-67
54:54.6,57,33,-59
54:54.6,57,54,-49
54:54.6,57,32,-66
54:54.6,57,51,-55
54:54.6,57,50,-65
54:54.6,57,38,-67
54:54.6,57,57,-52
54:54.6,57,34,-58
54:54.6,57,56,-66
54:54.6,57,58,-48
54:54.6,57,42,-70
54:54.6,57,44,-68
54:54.6,57,22,-69
54:54.6,57,60,-51
54:54.6,57,28,-69
54:54.6,57,49,-71
54:54.6,57,27,-65
54:54.6,57,29,-65
54:54.6,57,46,-72
54:54.6,57,24,-68
54:54.6,57,23,-67
54:54.6,57,48,-68
54:54.6,57,26,-72
54:54.8,57,53,-61
54:54.8,57,30,-64
54:54.8,57,52,-66
54:54.8,57,54,-50
54:54.8,57,32,-66
54:54.8,57,51,-55
54:54.8,57,50,-64
54:54.8,57,39,-56
54:54.8,57,38,-63
54:54.8,57,35,-56
54:54.8,57,56,-65
54:54.8,57,58,-49
54:54.8,57,41,-65
54:54.8,57,22,-66
54:54.8,57,43,-69
54:54.8,57,21,-63
54:54.8,57,40,-55
54:54.8,57,28,-67
54:54.8,57,49,-71
54:54.8,57,29,-63
54:54.8,57,46,-75
54:54.8,57,48,-65
54:54.8,57,25,-66
54:54.8,57,47,-65
54:55.0,57,53,-63
54:55.0,57,30,-63
54:55.0,57,52,-67
54:55.0,57,33,-61
54:55.0,57,32,-65
54:55.0,57,51,-55
54:55.0,57,50,-67
54:55.0,57,39,-57
54:55.0,57,34,-61
54:55.0,57,36,-57
54:55.0,57,58,-49
54:55.0,57,44,-65
54:55.0,57,22,-66
54:55.0,57,28,-71
54:55.0,57,49,-72
54:55.0,57,27,-66
54:55.0,57,29,-61
54:55.0,57,46,-71
54:55.0,57,47,-68
54:55.2,57,31,-69
54:55.2,57,53,-69
54:55.2,57,52,-62
54:55.2,57,33,-58
54:55.2,57,55,-64
54:55.2,57,54,-51
54:55.2,57,50,-60
54:55.2,57,39,-60
54:55.2,57,35,-58
54:55.2,57,34,-58
54:55.2,57,56,-71
54:55.2,57,37,-58
54:55.2,57,58,-48
54:55.2,57,42,-65
54:55.2,57,43,-67
54:55.2,57,21,-62
54:55.2,57,40,-56
54:55.2,57,28,-70
54:55.2,57,27,-64
54:55.2,57,29,-60
54:55.2,57,46,-69
54:55.2,57,48,-66
54:55.2,57,26,-68
54:55.4,57,53,-66
54:55.4,57,52,-63
54:55.4,57,33,-58
54:55.4,57,54,-53
54:55.4,57,51,-61
54:55.4,57,39,-61
54:55.4,57,38,-67
54:55.4,57,57,-61
54:55.4,57,34,-60
54:55.4,57,56,-64
54:55.4,57,59,-55
54:55.4,57,58,-51
54:55.4,57,42,-66
54:55.4,57,40,-57
54:55.4,57,49,-68
54:55.4,57,27,-63
54:55.4,57,29,-67
54:55.4,57,46,-64
54:55.4,57,45,-65
54:55.4,57,48,-68
54:55.4,57,26,-67
54:55.4,57,25,-65
54:55.6,57,53,-65
54:55.6,57,55,-54
54:55.6,57,54,-53
54:55.6,57,51,-61
54:55.6,57,50,-61
54:55.6,57,38,-65
54:55.6,57,57,-60
54:55.6,57,34,-60
54:55.6,57,37,-63
54:55.6,57,36,-57
54:55.6,57,28,-71
54:55.6,57,49,-66
54:55.6,57,29,-67
54:55.6,57,45,-66
54:55.6,57,26,-64
54:55.6,57,25,-67
54:55.8,57,33,-57
54:55.8,57,55,-52
54:55.8,57,54,-53
54:55.8,57,32,-66
54:55.8,57,51,-62
