30,-64.86415094,-62.15447154,-63.49038462,-65.17382413,-57.3198594,-60.46292948,-50.15634218,-51.74593796,-61.43984962,-47.0143472,-55.61075949,-53.33279743,-57.02201835,-67.6278626,-68.50511247,-62.25919118,-66.29101563,-70.81910569,-70.37119675,-66.59338521,-58.7352415,-72.02217295,-67.27402863,-64.4039604,-58.01916376,-62.98834951,-56.35440932,-54.84020619,-54.92043682,-68.85339168,-60.33671743,-55.98402556,-63.95676692,-62.76007678,-64.74653465,-58.7337884,-65.94813278,-69.53695652,-64.22163121,-66.03543307,"
"
31,-63.9702381,-63.75779817,-65.10351201,-66.08541667,-59.53492647,-66.77142857,-59.07530648,-58.48877375,-57.4097561,-51.3248503,-48.56936416,-62.4369287,-52.34361233,-51.57503715,-58.59098497,-59.97089041,-59.40384615,-71.24193548,-66.78727634,-67.87603306,-61.43150685,-67.25458248,-69.33025404,-68.36969697,-72.16450216,-64.01006036,-59.29725086,-59.35611511,-57.68648649,-66.87148594,-53.2496124,-53.67915309,-67.25098814,-60.31203008,-65.35009311,-56.49019608,-62.06653992,-63.6928839,-66.38319672,-68.25287356,"
"
32,-64.09245283,-69.85587583,-62.10313076,-63.58088235,-56.46268657,-66.79215686,-61.84705882,-55.22240527,-46.42459736,-57.33730835,-50.98167939,-45.0238764,-49.97485207,-60.82926829,-56.29238754,-64.23306773,-59.07490637,-64.92121212,-67.15754923,-69.28008299,-65.45117188,-69.25462012,-68.13250518,-66.65738758,-68.20302376,-66.14196242,-59.31743119,-65.26131687,-63.77888446,-64.29979879,-56.35667752,-53.32467532,-59.00544465,-64.85921325,-65.56756757,-62.82835821,-61.25,-74.69634703,-66.53159851,-66.92857143,"
"
33,-63.76227898,-66.24726477,-60.1,-61.53501946,-52.17011129,-60.12844037,-58.05366726,-54.15789474,-47.22638681,-57.77622378,-51.58868502,-57.2429078,-45.08835905,-58.95038168,-53.0736,-52.18057663,-51.68892508,-65.28902954,-67.67276423,-68.95205479,-63.17148362,-65.44766147,-64.30620155,-69.97330595,-66.99023438,-60.92509363,-59.04701627,-57.07060755,-59.63339383,-63.17029703,-58.56239316,-59.1420765,-61.54330709,-59.3686067,-65.52057613,-65.76966292,-69.57620042,-64.54901961,-62.70454545,-63.35009311,"
"
34,-67.97533207,-68.48406375,-62.125,-67.62082515,-68.9030303,-66.91164659,-60.9516129,-71.248307,-57.15625,-56.95164076,-55.32317073,-64.75144509,-56.98036007,-55.10482529,-49.35746606,-56.08852459,-65.62686567,-64.89101338,-71.18510638,-65.53320683,-65.02794411,-70.12573674,-61.46332737,-68.06407767,-65.50743494,-57.90384615,-61.87329435,-53.08923077,-56.16225166,-65.07635009,-53.5400641,-63.55882353,-60.69077758,-56.92822186,-58.49315068,-56.318542,-63.45526839,-66.23905109,-59.06283662,-64.10318949,"
"
35,-66.06026365,-67.02909091,-68.85170341,-66.71319312,-63.20145191,-69.56862745,-59.07439446,-68.17738791,-55.82730263,-57.41074523,-57.21875,-64.20560748,-61.85267035,-55.6116208,-45.97826087,-54.63116057,-61.27964602,-54.03184713,-67.47843943,-65.17537313,-65.39508507,-69.98933902,-66.90373281,-77.68972746,-63.77436823,-58.68394649,-62.69372694,-55.88816856,-58.22183099,-66.57773512,-58.20133111,-70.06160164,-53.6676876,-52.72527473,-71.20746888,-51.74358974,-55.64622642,-68.30720339,-60.33460076,-63.44444444,"
"
36,-61.70224719,-68.93362832,-73.31333333,-68.5194274,-57.35609756,-64.86309524,-58.84793388,-61.03696858,-52.5060241,-56.96678322,-58.06806283,-59.00511945,-58.13856427,-58.72968491,-52.98039216,-47.54371585,-54.28955224,-64.96122449,-64.25408348,-62.16733871,-62.52345216,-65.34468938,-66.39337474,-67.20798319,-69.90801887,-66.48582996,-63.08745247,-59.23134328,-61.40069686,-63.55619048,-62.28652751,-62.97765363,-67.72978304,-61.36672968,-68.0794702,-58.10634648,-64.24501992,-64.98221344,-61.29007634,-67.83127572,"
"
37,-68.9001996,-68.42105263,-65.66808511,-69.5565032,-65.22745098,-70.74089936,-60.8705036,-66.05776892,-57.61363636,-63.78378378,-65.20229008,-65.39043825,-61.20071685,-60.22678571,-53.7024,-55.89067524,-45.26630435,-58.57560137,-58.64860681,-60.83520599,-69.8822314,-69.1880531,-65.83693517,-70.53349282,-67.49056604,-65.44834308,-68.20464135,-66.13618677,-62.40074212,-70.03354298,-59.44808743,-65.01559454,-65.68146718,-57.28239203,-63.4904943,-64.96130346,-64.32751938,-63.84306569,-55.78041074,-58.375,"
"
38,-69.71794872,-68.88888889,-64.72084806,-70.43506494,-63.4180791,-67.73388773,-66.3015873,-68.00790514,-57.6109215,-64.41493776,-61.93396226,-63.78669276,-56.82107023,-63.85604607,-47.67475036,-55.79133226,-50.68113772,-46.4122807,-53.41878981,-51.81174699,-65.43286573,-68.26205451,-75.66210046,-66.9005848,-67.31546392,-68.26829268,-64.71937639,-67.83660131,-64.19107143,-68.22692308,-60.89056604,-65.80157171,-68.39029126,-59.06187291,-57.85229202,-53.02201258,-52.18968134,-57.11226252,-64.7,-58.54276827,"
"
39,-66.24948025,-71.48863636,-66.72340426,-66.42911153,-67.04046243,-66.40485075,-66.1,-66.20881226,-62.67689531,-69.16017316,-67.47093023,-66.35349716,-65.82061856,-67.31628788,-61.71320755,-61.04504505,-60.34797297,-49.25392297,-51.67095851,-48.8204023,-68.62663755,-68.20833333,-70.04827586,-68.34024896,-67.17735849,-70.59196617,-65.096,-62.53344482,-72.65180467,-66.22586873,-64.60721063,-61.9047619,-67.06034483,-65.72352941,-61.69072165,-65.2375,-56.86245955,-63.48423006,-68.77070064,-54.44377811,"
"
40,-69.75275938,-72.89055794,-70.20737327,-68.93058568,-62.79329609,-69.46995708,-62.31588785,-61.50555556,-57.86633663,-65.03082852,-66.77692308,-63.61480076,-62.88754325,-65.73406193,-62.34380776,-58.28849271,-46.4226361,-65.21856867,-56.66261398,-47.26037196,-65.00191939,-68.27901786,-67.27950311,-67.70264766,-67.09333333,-65.11198428,-65.799591,-66.54817987,-65.63432836,-67.50858369,-65.24553571,-68.47843943,-66.18712274,-64.95107632,-61.17377049,-65.22970297,-58.90219224,-61.96958855,-60.61827957,-56.84700315,"
"
41,-60.0686901,-55.62089552,-54.76576577,-57.96066566,-64.34973638,-60.89708405,-70.29004329,-60.75773196,-67.89421158,-70.98731501,-65.41123188,-64.56308851,-69.79545455,-71.42450766,-73.25506073,-70.45182013,-70.39789474,-73.11546841,-70.70354906,-71.62212944,-45.78335725,-51.632287,-65.67946257,-53.69799692,-69.09421842,-63.60366972,-64.39446367,-65.48282828,-70.37313433,-68.18828452,-68.75381679,-69.91983122,-72.84313725,-68.72413793,-68.51830443,-65.87349398,-71.64139344,-75.53813559,-69.46692607,-67.47418738,"
"
42,-61.40362438,-55.15016502,-65.14391144,-61.48083624,-65.07530648,-67.83969466,-64.21354167,-64.87943262,-71.14452214,-70.46491228,-67.80527383,-64.44927536,-66.47081712,-68.83086681,-68.88075314,-70.81338742,-67.45168067,-67.88385827,-70.62363239,-71.21380846,-53.32452276,-51.00146843,-51.5,-61.61048689,-64.92226148,-62.96914701,-63.34701493,-59.43729904,-64.03903346,-69.62850972,-71.00419287,-69.7953668,-72.80378251,-68.3285124,-70.10804598,-71.87076271,-67.38571429,-70.36518047,-71.28632479,-71.35582822,"
"
43,-57.91060606,-56.58702532,-59.0519263,-63.80540541,-60.89964789,-56.82305195,-61.34390651,-69.86140725,-69.25206612,-64.73434125,-71.65462754,-70.87288136,-65.82783883,-68.5481336,-64.63051471,-69.22131148,-69.19444444,-68.51923077,-70.31826742,-67.46978558,-53.69551777,-55.16082803,-56.26427406,-60.97934596,-57.65346535,-55.90672783,-55.86206897,-61.90893471,-64.93670886,-62.19047619,-65.05981308,-68.76129032,-74.59637188,-66.20188679,-63.80258303,-66.44751381,-68.97826087,-62.87207207,-67.3,-69.98933902,"
"
44,-60.17443869,-53.04227405,-47.30028329,-63.60820896,-57.3252818,-55.68174727,-66.81238274,-60.445,-63.36870504,-66.35151515,-68.65314402,-68.05811623,-64.29166667,-67.23153693,-68.09708738,-69.89757914,-67.47093023,-72.27474747,-69.4,-71.71779141,-44.4479889,-54.38257016,-60.57931034,-61.88727273,-56.64274571,-61.99626866,-64.24091778,-61.44464286,-63.20530973,-62.34715026,-64.8959854,-64.48767606,-70.18163673,-68.5304878,-62.6117851,-71.11015119,-67.82758621,-73.05316456,-69.80206186,-69.41767068,"
"
45,-55.4890625,-61.39473684,-52.61285266,-57.32268371,-57.90371622,-51.14285714,-54.29813665,-63.08082707,-60.78245614,-56.0994941,-64.37354086,-56.41503268,-67.158,-64.2205029,-63.36056838,-69.25498008,-70.671875,-72.18036072,-70.84210526,-66.09288538,-53.67993874,-63.67959184,-60.8986014,-63.8490566,-54.87883683,-48.10449927,-48.92676056,-58.51142355,-65.13011152,-65.141527,-60.71256454,-64.01824212,-70.45833333,-64.56156716,-66.87449393,-66.3385214,-67.35420394,-68.18489066,-67.17490494,-68.23030303,"
"
46,-57.8034188,-63.50455373,-56.44753086,-65.3963039,-62.13309353,-53.82165605,-54.50773994,-67.71041667,-60.9676259,-67.53558052,-63.41176471,-59.73239437,-66.4952919,-64.93885602,-61.83018868,-67.67362429,-61.78776978,-66.68609023,-74.36926606,-69.09940358,-52.02848576,-60.59774436,-54.47360248,-57.94096601,-50.15338346,-48.95139912,-49.29264706,-54.4399376,-54.92621664,-61.94072658,-55.4384858,-65.14157706,-69.24173554,-64.05927342,-69.25164114,-70.17425743,-67.73076923,-68.39292731,-66.27906977,-69.67261905,"
"
47,-63.78113879,-61.96031746,-58.86363636,-58.93559322,-60.38868613,-56.75510204,-52.89473684,-59.64323374,-60.84567901,-58.04429302,-59.0199637,-59.24410774,-67.54112554,-62.73654917,-66.3959596,-67.24618321,-62.70074349,-68.18930041,-70.08298755,-67.41769547,-64.00378788,-66.04259259,-58.82547993,-67.23151751,-55.57748777,-53.04636785,-46.75623269,-55.53808752,-53.08681135,-49.88111888,-60.68097015,-57.27700348,-66.10836502,-62.52024291,-68.62948207,-68.452,-61.33032491,-68.20773931,-65.21183206,-64.64509804,"
"
48,-59.005,-63.3388582,-59.13321799,-61.56149733,-51.5443609,-51.325,-57.41652021,-60.57361377,-63.21111111,-63.99804305,-62.53118712,-53.27115987,-66.76608187,-66.33027523,-66.28333333,-65.09266409,-66.44105691,-66.35559921,-66.46768061,-68.68707483,-61.45438283,-67.13978495,-57.99293286,-59.09023941,-58.80967742,-51.51491366,-44.49722222,-49.34852941,-64.17017208,-53.6752,-57.28428094,-73.19310345,-68.7394958,-61.94252874,-61.18904594,-65.74798387,-65.42962963,-68.14285714,-65.9939759,-67.63492063,"
"
49,-64.56962025,-65.46666667,-65.05243446,-61.66226415,-61.75,-59.69632495,-50.09182209,-58.70036765,-54.30369128,-50.64945227,-54.85603715,-65.11176471,-60.93829401,-61.07797271,-58.47292419,-66.83975659,-59.96175908,-73.24180328,-71.25813449,-67.71948608,-61.50722022,-63.61969112,-60.01715266,-63.71272727,-59.12110092,-50.89481481,-55.88245614,-61.960217,-50.36956522,-57.50664452,-52.39596273,-61.90352505,-62.1300813,-60.1047619,-60.57169811,-63.67641326,-65.24861878,-63.62923351,-64.6496063,-62.65708812,"
"
50,-70.2172043,-67.09255079,-61.27648115,-60.93621013,-64.40039841,-64.59338521,-56.36426117,-59.60623782,-60.26748971,-65.89473684,-53.85084746,-63.16037736,-59.31702899,-60.32833021,-64.73358349,-60.55865922,-62.08426966,-70.49339207,-64.57274401,-67.95896328,-62.61641221,-63.4686941,-62.19153226,-62.71650485,-57.90086957,-52.98694943,-53.5971979,-54.78730159,-62.90943396,-52.19844961,-59.31003584,-55.35726496,-60.76404494,-57.9368231,-60.6520979,-60.15304348,-67.53563715,-65.14226804,-63.1743487,-69.02434077,"
"
51,-68.72029703,-67.00223214,-64.2,-63.26457399,-73.35294118,-59.08734403,-57.35412844,-63.01425662,-56.46768061,-58.17810761,-58.99446494,-61.03868472,-57.88648649,-54.50277264,-55.9001692,-54.29865772,-60.98259188,-66.86679537,-66.97971602,-68.10300429,-65.77475248,-63.74458874,-61.52008457,-66.76872247,-65.39156627,-58.42037037,-55.52782765,-56.40933573,-66.01601831,-58.17486339,-54.59226714,-55.29094077,-56.91775701,-52.82890365,-57.00749064,-55.14642857,-60.01912046,-63.6989899,-64.07070707,-64.43978102,"
"
52,-66.79468599,-66.34210526,-63.46783626,-70.88818565,-61.20879121,-65.00398406,-55.54368932,-60.77859779,-56.05862069,-52.80504202,-49.045961,-62.15749526,-62.33209647,-66.40392157,-55.92694805,-59.47661871,-58.35185185,-74.6197479,-64.94990724,-65.26654064,-62.3203125,-64.96660118,-58.89208633,-61.48301887,-61.08112875,-52.92084006,-51.48230088,-65.68858801,-61.83854167,-62.72932331,-49.54985337,-61.33394495,-65.09902913,-53.12341772,-62.30192308,-58.0173913,-65.003861,-62.64448669,-60.22695035,-65.2537037,"
"
53,-72.12555066,-67.18181818,-69.56532067,-66.16702355,-67.72017354,-64.48737864,-62.17712177,-66.51804671,-60.13780261,-60.48347107,-50.66561514,-60.53993056,-60.67231638,-53.09166667,-53.55813953,-53.56644518,-57.37567084,-66.94039735,-61.11385199,-65.77572016,-68.87288136,-63.22379032,-68.53533191,-66.05639913,-63.92094862,-57.08122744,-54.55285962,-61.5751503,-60.3615917,-60.17902351,-54.06118881,-66.36907216,-55.76843911,-47.22351234,-57.8006993,-52.97415186,-59.75381679,-59.02288732,-59.03364486,-57.21841155,"
"
54,-61.77126654,-68.0248307,-65.37109375,-68.84100418,-65.46812749,-68.23829787,-58.29118136,-64.45454545,-58.83606557,-66.44311377,-56.71600688,-65.79056604,-59.00846024,-63.44204322,-54.16774194,-54.41871166,-57.4772344,-63.60216998,-64.33950617,-63.74306839,-61.08602151,-67.34932821,-67.84567901,-69.39189189,-70.01129944,-62.17001828,-57.97811448,-67.9508547,-64.90267176,-54.22923077,-58.29480737,-56.4483871,-54.64181524,-47.72384937,-50.95195195,-55.31630972,-52.64275037,-58.92523364,-54.57632399,-59.3016158,"
"
55,-66.58811475,-69.74472574,-66.51775701,-69.66884532,-67.56308411,-66.94408602,-63.8805395,-64.85177866,-64.17636023,-66.4726477,-60.5773913,-61.79864636,-57.08595041,-56.26948052,-54.65008026,-59.37522442,-59.63157895,-64.12523719,-64.63553114,-65.75757576,-72.50235849,-67.43670886,-71.18058691,-71.85779817,-67.17204301,-70.06651885,-64.89494949,-65.94915254,-65.27373068,-67.18241758,-59.27504244,-59.87226891,-56.43088235,-66.35434783,-50.8735119,-57.4676259,-58.43589744,-58.21001616,-53.11455108,-63.8639576,"
"
56,-70.62,-70.73942094,-70.878,-64.58869396,-70.41860465,-69.83870968,-64.48638838,-72.147806,-64.49215686,-64.98425197,-60.2543554,-62.77554439,-54.15372671,-60.38680927,-59.10954064,-55.35532234,-58.08414239,-63.10074627,-65.44360902,-66.35,-69.54223969,-68.7654321,-69.12224449,-72.22567288,-67.55462185,-64.49906542,-60.79924242,-66.71616541,-66.70275229,-67.42222222,-56.67244094,-66.32938856,-67.05506217,-52.55490483,-50.47935103,-58.14869281,-58.56672158,-60.85069444,-59.68557536,-60.37370242,"
"
57,-66.71459227,-68.61277445,-72.19098712,-65.95705521,-69.52880658,-69.62015504,-66.30583501,-69.74034335,-66.09812109,-67.22115385,-70.90551181,-65.72580645,-61.69259962,-59.63913824,-55.72370487,-56.21840874,-62.32978723,-65.06930693,-56.84065041,-55.40930233,-68.24180328,-69.6124498,-65.71919192,-72.32346723,-75.12056738,-66.62886598,-68.40889831,-67.39019608,-68.29916318,-62.81441441,-57.40981013,-65.09923664,-65.09566787,-51.59360731,-55.26860841,-64.53860294,-61.97190083,-49.58240223,-62.25323475,-54.97836167,"
"
58,-68.17864078,-73.76339286,-71.70217391,-65.51757813,-68.31521739,-69.62701613,-66.63396226,-69.4539749,-63.24736842,-68.34736842,-63.96028881,-63.81565217,-56.63426689,-70.87346939,-54.95744681,-60.74333333,-63.27007299,-59.97777778,-57.29658385,-62.63032368,-63.63754647,-66.2710084,-67.47942387,-73.3697479,-68.6950495,-67.70898438,-66.34541985,-66.90659341,-69.52479339,-65.9760479,-63.18971631,-68.34754797,-63.88482633,-56.71774194,-61.81481481,-66.91522491,-59.34975369,-54.403698,-59.69217391,-59.5787728,"
"
59,-72.0610998,-68.59680639,-70.58050847,-68.61625709,-72.21914894,-69.22972973,-67.28323699,-68.77959184,-72.16701031,-71.05719921,-67.55852156,-67.36261682,-60.60643185,-64.7839196,-61.72959184,-60.4788961,-57.27692308,-63.68909091,-61.04620462,-58.84872611,-67.97995992,-67.25,-71.68662675,-72.86335404,-67.72490706,-72.53422053,-71.78185745,-74.28697572,-70.22896282,-69.39508929,-67.89668616,-69.53402062,-68.45656566,-62.30964467,-59.33977456,-63.47747748,-62.08571429,-55.69912791,-50.27414773,-61.3538961,"
"
60,-66.41685649,-72.02027027,-70.51101322,-69.70752688,-66.55432373,-78.42558747,-67.73036093,-64.76095618,-64.9922179,-76.25661376,-68.00404858,-65.37781955,-64.26232742,-61.7721519,-60.61001789,-62.59198543,-54.33974359,-60.28087986,-60.93738819,-58.0122807,-66.96734694,-69.86480186,-72.94394619,-69.16173121,-67.58422175,-72.40144231,-68.08316832,-66.91754757,-69.49685535,-67.8559322,-63.89119171,-64.81782178,-68.18776371,-55.04672897,-57.73519164,-59.12457338,-61.28438662,-56.16537867,-60.921875,-51.47922849,"
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
