TIME,Base,Minor,Rssi
05:37.9,47,52,-57
05:37.9,47,30,-56
05:37.9,47,55,-69
05:37.9,47,32,-57
05:37.9,47,50,-46
05:37.9,47,38,-70
05:37.9,47,57,-62
05:37.9,47,35,-68
05:37.9,47,56,-68
05:37.9,47,59,-60
05:37.9,47,41,-65
05:37.9,47,21,-67
05:37.9,47,43,-61
05:37.9,47,28,-55
05:37.9,47,27,-57
05:37.9,47,29,-56
05:37.9,47,45,-53
05:37.9,47,23,-56
05:37.9,47,26,-57
05:37.9,47,48,-62
05:37.9,47,25,-61
05:38.1,47,53,-77
05:38.1,47,52,-56
05:38.1,47,55,-69
05:38.1,47,54,-56
05:38.1,47,57,-61
05:38.1,47,35,-70
05:38.1,47,37,-62
05:38.1,47,36,-66
05:38.1,47,42,-63
05:38.1,47,41,-62
05:38.1,47,22,-70
05:38.1,47,44,-69
05:38.1,47,21,-68
05:38.1,47,43,-69
05:38.1,47,29,-57
05:38.1,47,45,-55
05:38.1,47,25,-64
05:38.1,47,47,-47
05:38.3,47,31,-58
05:38.3,47,52,-54
05:38.3,47,30,-56
05:38.3,47,33,-66
05:38.3,47,51,-57
05:38.3,47,50,-46
05:38.3,47,38,-69
05:38.3,47,57,-61
05:38.3,47,35,-79
05:38.3,47,34,-65
05:38.3,47,56,-66
05:38.3,47,59,-61
05:38.3,47,36,-67
05:38.3,47,22,-68
05:38.3,47,44,-73
05:38.3,47,43,-64
05:38.3,47,60,-68
05:38.3,47,40,-68
05:38.3,47,28,-55
05:38.3,47,27,-60
05:38.3,47,24,-53
05:38.3,47,26,-58
05:38.3,47,25,-64
05:38.5,47,53,-70
05:38.5,47,31,-59
05:38.5,47,52,-56
05:38.5,47,33,-62
05:38.5,47,55,-76
05:38.5,47,32,-57
05:38.5,47,51,-58
05:38.5,47,50,-46
05:38.5,47,39,-64
05:38.5,47,57,-64
05:38.5,47,34,-66
05:38.5,47,37,-64
05:38.5,47,42,-69
05:38.5,47,21,-78
05:38.5,47,43,-62
05:38.5,47,40,-68
05:38.5,47,28,-56
05:38.5,47,29,-58
05:38.5,47,46,-57
05:38.5,47,24,-54
05:38.5,47,45,-54
05:38.5,47,23,-61
05:38.5,47,47,-47
05:38.7,47,52,-60
05:38.7,47,55,-67
05:38.7,47,54,-60
05:38.7,47,51,-58
05:38.7,47,50,-47
05:38.7,47,57,-66
05:38.7,47,34,-65
05:38.7,47,37,-64
05:38.7,47,42,-69
05:38.7,47,41,-54
05:38.7,47,43,-60
05:38.7,47,28,-54
05:38.7,47,29,-57
05:38.7,47,46,-53
05:38.7,47,24,-54
05:38.7,47,45,-56
05:38.7,47,23,-63
05:38.7,47,48,-55
05:38.7,47,25,-61
05:38.9,47,31,-58
05:38.9,47,54,-58
05:38.9,47,51,-59
05:38.9,47,50,-49
05:38.9,47,39,-67
05:38.9,47,57,-66
05:38.9,47,34,-60
05:38.9,47,56,-77
05:38.9,47,59,-65
05:38.9,47,36,-77
05:38.9,47,22,-64
05:38.9,47,43,-58
05:38.9,47,60,-71
05:38.9,47,28,-61
05:38.9,47,27,-61
05:38.9,47,23,-63
05:38.9,47,48,-52
05:39.1,47,52,-60
05:39.1,47,32,-61
05:39.1,47,54,-58
05:39.1,47,51,-58
05:39.1,47,50,-50
05:39.1,47,57,-64
05:39.1,47,34,-61
05:39.1,47,59,-66
05:39.1,47,37,-65
05:39.1,47,42,-60
05:39.1,47,41,-57
05:39.1,47,21,-61
05:39.1,47,43,-60
05:39.1,47,40,-64
05:39.1,47,28,-62
05:39.1,47,27,-61
05:39.1,47,46,-51
05:39.1,47,24,-58
05:39.1,47,45,-54
05:39.1,47,23,-60
05:39.1,47,25,-62
05:39.3,47,55,-66
05:39.3,47,54,-58
05:39.3,47,51,-59
05:39.3,47,50,-48
05:39.3,47,57,-62
05:39.3,47,59,-68
05:39.3,47,37,-63
05:39.3,47,36,-81
05:39.3,47,58,-69
05:39.3,47,41,-56
05:39.3,47,43,-60
05:39.3,47,40,-65
05:39.3,47,27,-56
05:39.3,47,29,-59
05:39.3,47,46,-51
05:39.3,47,24,-58
05:39.3,47,45,-54
05:39.3,47,26,-58
05:39.3,47,48,-51
05:39.3,47,25,-64
05:39.3,47,47,-47
05:39.5,47,53,-62
05:39.5,47,31,-61
05:39.5,47,52,-55
05:39.5,47,55,-70
05:39.5,47,54,-58
05:39.5,47,51,-56
05:39.5,47,50,-49
05:39.5,47,39,-68
05:39.5,47,38,-75
05:39.5,47,57,-62
05:39.5,47,34,-61
05:39.5,47,37,-60
05:39.5,47,41,-58
05:39.5,47,22,-60
05:39.5,47,44,-62
05:39.5,47,43,-64
05:39.5,47,27,-57
05:39.5,47,24,-59
05:39.5,47,45,-56
05:39.5,47,23,-59
05:39.5,47,47,-44
05:39.8,47,31,-62
05:39.8,47,30,-56
05:39.8,47,55,-67
05:39.8,47,51,-60
05:39.8,47,39,-73
05:39.8,47,38,-75
05:39.8,47,35,-62
05:39.8,47,37,-60
05:39.8,47,21,-64
05:39.8,47,43,-64
05:39.8,47,40,-66
05:39.8,47,49,-53
05:39.8,47,27,-54
05:39.8,47,45,-59
05:39.8,47,23,-59
05:39.8,47,26,-56
05:39.8,47,48,-51
05:39.8,47,25,-55
05:40.0,47,53,-63
05:40.0,47,31,-63
05:40.0,47,33,-62
05:40.0,47,32,-57
05:40.0,47,39,-71
05:40.0,47,57,-60
05:40.0,47,35,-62
05:40.0,47,34,-60
05:40.0,47,56,-68
05:40.0,47,59,-73
05:40.0,47,36,-67
05:40.0,47,42,-61
05:40.0,47,22,-59
05:40.0,47,44,-60
05:40.0,47,21,-59
05:40.0,47,49,-53
05:40.0,47,29,-62
05:40.0,47,46,-53
05:40.0,47,24,-55
05:40.0,47,48,-51
05:40.0,47,47,-43
05:40.2,47,31,-56
05:40.2,47,33,-67
05:40.2,47,55,-69
05:40.2,47,32,-59
05:40.2,47,50,-47
05:40.2,47,39,-67
05:40.2,47,38,-68
05:40.2,47,57,-59
05:40.2,47,35,-68
05:40.2,47,34,-59
05:40.2,47,56,-70
05:40.2,47,37,-63
05:40.2,47,42,-66
05:40.2,47,44,-60
05:40.2,47,43,-60
05:40.2,47,60,-76
05:40.2,47,49,-53
05:40.2,47,27,-51
05:40.2,47,29,-64
05:40.2,47,24,-54
05:40.2,47,45,-61
05:40.2,47,23,-58
05:40.2,47,48,-52
05:40.2,47,25,-57
05:40.2,47,47,-48
05:40.4,47,53,-62
05:40.4,47,31,-59
05:40.4,47,52,-54
05:40.4,47,30,-55
05:40.4,47,33,-65
05:40.4,47,55,-76
05:40.4,47,51,-62
05:40.4,47,50,-49
05:40.4,47,57,-58
05:40.4,47,35,-65
05:40.4,47,34,-59
05:40.4,47,37,-61
05:40.4,47,41,-56
05:40.4,47,44,-63
05:40.4,47,60,-75
05:40.4,47,40,-66
05:40.4,47,49,-54
05:40.4,47,27,-51
05:40.4,47,29,-62
05:40.4,47,46,-50
05:40.4,47,24,-55
05:40.4,47,23,-62
05:40.4,47,25,-60
05:40.6,47,31,-58
