board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,4,56:03.8,1,4,749,89,999,999,\N
K001,4,55:24.6,1,4,0,999,999,240,\N
K001,3,55:24.6,1,3,78,0,0,72,\N
K001,4,55:24.3,1,4,0,999,999,289,\N
K001,3,55:24.3,1,3,73,0,0,65,\N
K001,4,55:24.0,1,4,0,999,999,310,\N
K001,3,55:24.0,1,3,70,0,0,62,\N
K001,4,55:23.7,1,4,0,999,999,326,\N
K001,3,55:23.7,1,3,67,0,0,60,\N
K001,4,55:23.4,1,4,0,999,999,247,\N
K001,3,55:23.4,1,3,72,0,0,67,\N
K001,4,55:23.1,1,4,0,999,999,233,\N
K001,3,55:23.1,1,3,73,0,0,71,\N
K001,4,55:22.8,1,4,0,999,999,200,\N
K001,3,55:22.8,1,3,81,0,0,82,\N
K001,4,55:22.5,1,4,0,999,999,175,\N
K001,3,55:22.5,1,3,90,0,0,92,\N
K001,4,55:22.2,1,4,0,999,999,195,\N
K001,3,55:22.2,1,3,88,0,0,87,\N
K001,4,55:21.9,1,4,0,999,999,212,\N
K001,3,55:21.9,1,3,78,0,0,78,\N
K001,4,55:21.5,1,4,0,999,999,197,\N
K001,3,55:21.5,1,3,79,0,0,79,\N
K001,4,55:21.3,1,4,0,999,999,211,\N
K001,3,55:21.3,1,3,78,0,0,79,\N
K001,4,55:21.0,1,4,0,999,999,187,\N
K001,3,55:21.0,1,3,81,0,0,84,\N
K001,4,55:20.6,1,4,0,999,999,113,\N
K001,3,55:20.6,1,3,102,0,0,106,\N
K001,4,55:20.3,1,4,0,999,999,122,\N
K001,3,55:20.3,1,3,92,0,0,103,\N
K001,4,55:20.0,1,4,0,999,999,240,\N
K001,3,55:20.0,1,3,77,0,0,76,\N
K001,4,55:19.7,1,4,0,999,999,331,\N
K001,3,55:19.7,1,3,65,0,0,60,\N
K001,4,55:19.4,1,4,0,999,999,332,\N
K001,3,55:19.4,1,3,62,0,0,55,\N
K001,4,55:19.1,1,4,0,999,999,291,\N
K001,3,55:19.1,1,3,66,0,0,62,\N
K001,4,55:18.8,1,4,0,999,999,242,\N
K001,3,55:18.8,1,3,75,0,0,75,\N
K001,4,55:18.5,1,4,0,999,999,239,\N
K001,3,55:18.5,1,3,82,0,0,78,\N
K001,4,55:18.2,1,4,0,999,999,252,\N
K001,3,55:18.2,1,3,80,0,0,76,\N
K001,4,55:17.9,1,4,0,999,999,257,\N
K001,3,55:17.9,1,3,77,0,0,73,\N
K002,3,55:17.6,1,7,0,0,0,51,\N
K001,4,55:17.6,1,4,0,999,999,252,\N
K001,3,55:17.6,1,3,77,0,0,75,\N
K001,4,55:17.3,1,4,0,999,999,308,\N
K001,3,55:17.3,1,3,64,0,0,59,\N
K002,3,55:17.3,1,7,0,0,0,51,\N
K001,4,55:17.0,1,4,0,999,999,305,\N
K001,3,55:17.0,1,3,65,0,0,61,\N
K002,3,55:17.0,1,7,0,0,0,51,\N
K001,4,55:16.7,1,4,0,999,999,290,\N
K001,3,55:16.7,1,3,69,0,0,65,\N
K002,3,55:16.7,1,7,0,0,0,51,\N
K001,4,55:16.4,1,4,0,999,999,286,\N
K001,3,55:16.4,1,3,72,0,0,68,\N
K002,3,55:16.4,1,7,0,0,0,51,\N
K001,4,55:16.1,1,4,0,999,999,283,\N
K001,3,55:16.1,1,3,72,0,0,67,\N
K002,3,55:16.1,1,7,0,0,0,51,\N
K001,4,55:15.8,1,4,0,999,999,299,\N
K001,3,55:15.8,1,3,68,0,0,63,\N
K002,3,55:15.8,1,7,0,0,0,51,\N
K001,4,55:15.5,1,4,0,999,999,297,\N
K001,3,55:15.5,1,3,69,0,0,64,\N
K002,3,55:15.4,1,7,0,0,0,51,\N
K001,4,55:15.3,1,4,0,999,999,274,\N
K001,3,55:15.3,1,3,73,0,0,71,\N
K002,3,55:15.1,1,7,0,0,0,51,\N
K002,3,55:14.8,1,7,0,0,0,51,\N
K001,4,55:14.8,1,4,0,999,999,290,\N
K001,3,55:14.8,1,3,74,0,0,69,\N
K002,3,55:14.5,1,7,0,0,0,51,\N
K001,4,55:14.5,1,4,0,999,999,289,\N
K001,3,55:14.5,1,3,75,0,0,69,\N
K002,3,55:14.2,1,7,0,0,0,51,\N
K001,4,55:14.2,1,4,0,999,999,286,\N
K001,3,55:14.2,1,3,74,0,0,70,\N
K002,3,55:13.9,1,7,0,0,0,51,\N
K001,4,55:13.9,1,4,0,999,999,283,\N
K001,3,55:13.9,1,3,70,0,0,64,\N
K002,3,55:13.6,1,7,0,0,0,51,\N
K001,4,55:13.6,1,4,0,885,999,302,\N
K001,3,55:13.6,1,3,54,0,0,0,\N
K002,3,55:13.3,1,7,0,0,0,51,\N
K001,4,55:13.3,1,4,0,850,999,294,\N
K001,3,55:13.3,1,3,52,0,0,0,\N
K001,4,55:13.0,1,4,0,852,999,236,\N
K001,3,55:13.0,1,3,60,0,0,54,\N
K001,4,55:12.7,1,4,0,986,999,245,\N
K001,3,55:12.7,1,3,69,0,0,62,\N
K001,4,55:12.4,1,4,0,999,999,252,\N
K001,3,55:12.4,1,3,70,0,0,68,\N
K001,4,55:12.1,1,4,0,999,999,239,\N
K001,3,55:12.1,1,3,71,0,0,68,\N
K001,4,55:11.8,1,4,0,940,999,251,\N
K001,3,55:11.8,1,3,64,0,0,57,\N
K001,4,55:11.5,1,4,0,945,999,309,\N
K001,3,55:11.5,1,3,54,0,0,0,\N
K001,4,55:11.2,1,4,0,931,999,292,\N
K001,3,55:11.2,1,3,56,0,0,51,\N
K001,4,55:10.9,1,4,0,906,999,280,\N
K001,3,55:10.9,1,3,57,0,0,0,\N
K001,4,55:10.6,1,4,0,934,999,208,\N
K001,3,55:10.6,1,3,67,0,0,68,\N
K001,4,55:10.2,1,4,0,997,999,206,\N
K001,3,55:10.2,1,3,76,0,0,76,\N
K001,4,55:09.9,1,4,0,966,999,233,\N
K001,3,55:09.9,1,3,69,0,0,69,\N
K001,4,55:09.6,1,4,0,943,999,294,\N
K001,3,55:09.6,1,3,57,0,0,0,\N
K001,4,55:09.3,1,4,0,863,999,275,\N
K001,3,55:09.3,1,3,53,0,0,0,\N
K001,4,55:09.0,1,4,0,827,999,218,\N
K001,3,55:09.0,1,3,60,0,0,61,\N
K001,4,55:08.7,1,4,0,896,999,281,\N
K001,3,55:08.7,1,3,60,0,0,55,\N
K001,4,55:08.4,1,4,0,979,999,282,\N
K001,3,55:08.4,1,3,64,0,0,60,\N
K001,4,55:08.1,1,4,0,999,999,299,\N
K001,3,55:08.1,1,3,60,0,0,55,\N
K001,4,55:07.8,1,4,0,999,999,255,\N
K001,3,55:07.8,1,3,71,0,0,68,\N
K001,4,55:07.5,1,4,0,994,999,269,\N
K001,3,55:07.5,1,3,66,0,0,63,\N
K001,4,55:07.2,1,4,0,999,999,290,\N
K001,3,55:07.2,1,3,63,0,0,58,\N
K001,4,55:06.9,1,4,0,965,999,280,\N
K001,3,55:06.9,1,3,62,0,0,58,\N
K001,4,55:06.6,1,4,0,999,999,275,\N
K001,3,55:06.6,1,3,67,0,0,63,\N
K001,4,55:06.3,1,4,0,999,999,263,\N
K001,3,55:06.3,1,3,70,0,0,66,\N
K001,4,55:06.0,1,4,0,999,999,211,\N
K001,3,55:06.0,1,3,82,0,0,83,\N
K001,4,55:05.7,1,4,0,999,999,205,\N
K001,3,55:05.7,1,3,80,0,0,79,\N
K001,4,55:05.4,1,4,0,878,999,208,\N
K001,3,55:05.4,1,3,72,0,0,69,\N
K001,4,55:05.1,1,4,0,793,999,235,\N
K001,3,55:05.1,1,3,61,0,0,56,\N
K001,4,55:04.8,1,4,0,755,999,291,\N
K001,4,55:04.4,1,4,0,764,999,293,\N
K001,4,55:04.1,1,4,0,829,999,316,\N
K001,4,55:03.8,1,4,0,988,999,271,\N
K001,3,55:03.8,1,3,65,0,0,62,\N
K001,4,55:03.5,1,4,0,999,999,163,\N
K001,3,55:03.5,1,3,93,0,0,100,\N
K001,4,55:03.2,1,4,0,999,999,188,\N
K001,3,55:03.2,1,3,94,0,0,93,\N
K001,4,55:02.9,1,4,0,876,999,287,\N
K001,3,55:02.9,1,3,69,0,0,63,\N
K001,4,55:02.6,1,4,0,816,999,317,\N
K001,3,55:02.6,1,3,58,0,0,0,\N
K001,4,55:02.3,1,4,0,842,999,303,\N
K001,3,55:02.3,1,3,62,0,0,54,\N
K001,4,55:02.0,1,4,0,817,999,258,\N
K001,3,55:02.0,1,3,68,0,0,58,\N
K001,4,55:01.7,1,4,0,837,999,262,\N
K001,3,55:01.7,1,3,65,0,0,57,\N
K001,4,55:01.4,1,4,0,952,999,314,\N
K001,3,55:01.4,1,3,59,0,0,0,\N
K001,4,55:01.1,1,4,0,967,999,297,\N
K001,3,55:01.1,1,3,61,0,0,52,\N
K001,4,55:00.8,1,4,0,994,999,286,\N
K001,3,55:00.8,1,3,63,0,0,54,\N
K001,4,55:00.5,1,4,0,999,999,300,\N
