board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,1,29:49.3,1,1,0,69,162,0,\N
K001,2,29:49.1,1,2,413,999,999,822,\N
K001,2,29:48.6,1,2,86,999,999,115,\N
K001,2,29:48.2,1,2,97,999,999,123,\N
K001,2,29:47.9,1,2,94,895,999,107,\N
K001,2,29:47.6,1,2,95,921,999,116,\N
K001,2,29:47.3,1,2,85,999,999,80,\N
K001,2,29:47.0,1,2,90,999,999,101,\N
K001,2,29:46.7,1,2,95,999,999,120,\N
K001,2,29:46.4,1,2,95,997,999,120,\N
K001,2,29:46.0,1,2,95,877,999,123,\N
K001,2,29:45.7,1,2,95,884,999,119,\N
K001,2,29:45.4,1,2,95,999,999,121,\N
K001,2,29:45.1,1,2,93,999,999,106,\N
K001,2,29:44.8,1,2,94,999,999,117,\N
K001,2,29:44.5,1,2,95,999,999,120,\N
K001,2,29:44.2,1,2,94,999,999,118,\N
K001,2,29:43.9,1,2,95,794,999,121,\N
K001,2,29:43.6,1,2,95,789,999,117,\N
K001,2,29:43.3,1,2,94,760,999,117,\N
K001,2,29:43.0,1,2,95,675,999,120,\N
K001,2,29:42.7,1,2,95,617,999,120,\N
K001,2,29:42.4,1,2,98,735,999,120,\N
K001,2,29:42.1,1,2,93,999,999,106,\N
K001,2,29:41.8,1,2,58,848,999,0,\N
K001,2,29:41.5,1,2,86,260,999,51,\N
K001,2,29:41.2,1,2,95,268,999,123,\N
K001,2,29:40.9,1,2,66,269,999,81,\N
K001,2,29:40.6,1,2,0,428,999,390,\N
K001,2,29:40.2,1,2,0,434,999,297,\N
K001,2,29:39.9,1,2,94,744,999,118,\N
K001,2,29:39.6,1,2,95,509,999,120,\N
K001,2,29:39.3,1,2,95,528,999,120,\N
K001,2,29:39.0,1,2,95,543,999,120,\N
K001,2,29:38.7,1,2,95,688,999,124,\N
K001,2,29:38.4,1,2,95,994,999,121,\N
K001,2,29:38.1,1,2,98,999,999,124,\N
K001,2,29:37.8,1,2,84,999,999,99,\N
K001,2,29:37.5,1,2,0,999,999,0,\N
K001,2,29:37.2,1,2,0,999,999,0,\N
K001,2,29:36.9,1,2,63,580,999,66,\N
K001,2,29:36.6,1,2,95,0,999,793,\N
K001,2,29:36.4,1,2,95,0,999,661,\N
K001,2,29:36.0,1,2,96,0,999,249,\N
K001,2,29:35.8,1,2,96,84,999,0,\N
K001,2,29:35.4,1,2,96,386,999,102,\N
K001,2,29:35.0,1,2,97,145,999,93,\N
K001,2,29:34.7,1,2,185,798,999,657,\N
K001,2,29:34.4,1,2,381,851,999,916,\N
K001,2,29:34.1,1,2,355,999,999,713,\N
K001,2,29:33.8,1,2,166,918,999,490,\N
K001,2,29:33.5,1,2,102,755,999,489,\N
K001,2,29:33.1,1,2,251,732,999,999,\N
K001,2,29:32.8,1,2,306,403,999,999,\N
K001,2,29:32.5,1,2,343,794,999,999,\N
K001,2,29:32.2,1,2,166,882,999,552,\N
K001,2,29:31.9,1,2,103,742,999,473,\N
K001,2,29:31.6,1,2,74,716,999,431,\N
K001,2,29:31.3,1,2,67,664,999,429,\N
K001,2,29:31.0,1,2,60,783,999,322,\N
K001,2,29:30.7,1,2,82,668,999,510,\N
K001,2,29:30.4,1,2,133,692,999,652,\N
K001,2,29:30.1,1,2,214,706,999,785,\N
K001,2,29:29.8,1,2,133,820,999,500,\N
K001,2,29:29.5,1,2,89,938,999,325,\N
K001,2,29:29.2,1,2,71,999,999,289,\N
K001,2,29:28.9,1,2,77,950,999,314,\N
K001,2,29:28.5,1,2,84,999,999,191,\N
K001,2,29:28.2,1,2,0,875,999,93,\N
K001,3,29:27.9,1,3,100,102,0,0,\N
K001,2,29:27.9,1,2,82,145,999,114,\N
K001,3,29:27.6,1,3,166,160,0,0,\N
K001,2,29:27.6,1,2,94,0,999,924,\N
K001,3,29:27.4,1,3,241,144,0,0,\N
K001,2,29:27.4,1,2,95,0,999,999,\N
K001,3,29:27.0,1,3,146,83,0,0,\N
K001,2,29:27.0,1,2,95,0,999,965,\N
K001,3,29:26.7,1,3,156,110,0,0,\N
K001,2,29:26.7,1,2,95,0,999,751,\N
K001,3,29:26.4,1,3,194,199,0,0,\N
K001,2,29:26.4,1,2,95,0,999,783,\N
K001,3,29:26.1,1,3,625,626,0,56,\N
K001,2,29:26.1,1,2,95,0,999,644,\N
K001,3,29:25.8,1,3,430,513,0,52,\N
K001,2,29:25.8,1,2,95,0,999,509,\N
K001,3,29:25.5,1,3,208,134,0,0,\N
K001,2,29:25.5,1,2,95,0,999,694,\N
K001,3,29:25.2,1,3,212,157,0,0,\N
K001,2,29:25.2,1,2,95,0,999,643,\N
K001,3,29:24.9,1,3,466,633,0,56,\N
K001,2,29:24.9,1,2,95,0,999,300,\N
K001,3,29:24.7,1,3,418,580,0,55,\N
K001,2,29:24.7,1,2,96,0,999,319,\N
K001,3,29:24.2,1,3,269,291,0,0,\N
K001,2,29:24.2,1,2,95,0,999,255,\N
K001,3,29:23.9,1,3,304,285,0,0,\N
K001,2,29:23.9,1,2,97,0,999,390,\N
K001,3,29:23.6,1,3,326,322,0,0,\N
K001,2,29:23.6,1,2,96,0,999,457,\N
K001,3,29:23.3,1,3,257,249,0,0,\N
K001,2,29:23.3,1,2,82,0,999,266,\N
K001,3,29:23.0,1,3,125,134,0,0,\N
K001,2,29:23.0,1,2,93,298,999,0,\N
K001,3,29:22.6,1,3,91,115,0,0,\N
K001,2,29:22.6,1,2,95,417,999,113,\N
K001,3,29:22.4,1,3,84,106,0,0,\N
K001,2,29:22.4,1,2,96,304,999,114,\N
K001,3,29:22.3,1,3,76,84,0,0,\N
K001,2,29:22.3,1,2,95,316,999,112,\N
K001,3,29:21.7,1,3,70,75,0,0,\N
K001,2,29:21.7,1,2,94,462,999,102,\N
K001,3,29:21.4,1,3,72,77,0,0,\N
K001,2,29:21.4,1,2,93,514,999,84,\N
K001,3,29:21.1,1,3,84,80,0,0,\N
K001,2,29:21.1,1,2,84,557,999,0,\N
K001,3,29:20.8,1,3,102,93,0,0,\N
K001,2,29:20.8,1,2,73,467,999,0,\N
K001,3,29:20.5,1,3,115,98,0,0,\N
K001,2,29:20.5,1,2,59,489,999,58,\N
K001,3,29:20.2,1,3,107,96,0,0,\N
K001,2,29:20.2,1,2,86,415,999,0,\N
K001,3,29:19.8,1,3,67,76,0,0,\N
K001,2,29:19.8,1,2,95,436,999,113,\N
K001,3,29:19.5,1,3,76,91,0,0,\N
K001,2,29:19.5,1,2,94,546,999,102,\N
K001,3,29:19.2,1,3,90,99,0,0,\N
K001,2,29:19.2,1,2,90,573,999,76,\N
K001,3,29:18.9,1,3,89,95,0,0,\N
K001,2,29:18.9,1,2,88,597,999,70,\N
K001,3,29:18.6,1,3,94,95,0,0,\N
K001,2,29:18.6,1,2,83,636,999,51,\N
K001,3,29:18.3,1,3,96,94,0,0,\N
K001,2,29:18.3,1,2,77,700,999,0,\N
K001,3,29:18.0,1,3,98,95,0,0,\N
K001,2,29:18.0,1,2,73,723,999,0,\N
K001,3,29:17.7,1,3,101,96,0,0,\N
K001,2,29:17.7,1,2,69,712,999,0,\N
K001,3,29:17.4,1,3,107,97,0,0,\N
