board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,2,54:07.2,1,2,105,0,71,132,\N
K001,2,54:06.9,1,2,633,999,189,140,\N
K001,2,54:06.6,1,2,999,999,68,150,\N
K001,2,54:06.3,1,2,425,999,56,152,\N
K001,2,54:06.0,1,2,145,999,55,152,\N
K001,2,54:05.7,1,2,58,999,56,151,\N
K001,2,54:05.4,1,2,52,999,56,151,\N
K001,2,54:05.1,1,2,0,999,56,151,\N
K001,2,54:04.8,1,2,0,999,56,151,\N
K001,2,54:04.5,1,2,0,999,55,151,\N
K001,2,54:04.1,1,2,0,999,56,152,\N
K001,2,54:03.8,1,2,0,999,56,151,\N
K001,2,54:03.5,1,2,0,999,56,151,\N
K001,2,54:03.2,1,2,0,999,56,152,\N
K001,2,54:03.0,1,2,0,999,56,152,\N
K001,2,54:02.6,1,2,52,999,56,152,\N
K001,2,54:02.3,1,2,53,999,56,151,\N
K001,2,54:02.0,1,2,0,999,56,151,\N
K001,2,54:01.7,1,2,0,999,55,151,\N
K001,2,54:01.4,1,2,0,999,56,151,\N
K001,2,54:01.1,1,2,0,999,56,152,\N
K001,2,54:00.8,1,2,0,999,56,151,\N
K001,2,54:00.4,1,2,51,999,56,152,\N
K001,2,54:00.1,1,2,0,999,56,152,\N
K001,2,53:59.8,1,2,0,999,56,151,\N
K001,2,53:59.4,1,2,53,999,56,152,\N
K001,2,53:59.1,1,2,53,999,56,152,\N
K001,2,53:58.9,1,2,0,999,55,151,\N
K001,2,53:58.5,1,2,0,999,56,151,\N
K001,2,53:58.2,1,2,0,999,56,151,\N
K001,2,53:57.9,1,2,0,999,55,151,\N
K001,2,53:57.6,1,2,0,999,55,151,\N
K001,2,53:57.3,1,2,0,999,55,152,\N
K001,2,53:57.0,1,2,80,999,55,152,\N
K001,2,53:56.7,1,2,88,999,56,151,\N
K001,2,53:56.4,1,2,95,999,55,151,\N
K001,2,53:56.1,1,2,99,999,55,151,\N
K001,2,53:55.8,1,2,87,999,55,151,\N
K001,2,53:55.5,1,2,68,999,55,151,\N
K001,2,53:55.2,1,2,0,999,55,151,\N
K001,2,53:54.9,1,2,0,999,54,151,\N
K001,2,53:54.6,1,2,0,999,55,151,\N
K001,2,53:54.3,1,2,0,999,55,151,\N
K001,2,53:54.0,1,2,0,999,56,151,\N
K001,2,53:53.7,1,2,0,999,57,151,\N
K001,2,53:53.3,1,2,0,999,56,152,\N
K001,2,53:53.0,1,2,70,999,55,151,\N
K001,2,53:52.8,1,2,82,999,53,151,\N
K001,2,53:52.5,1,2,89,999,52,151,\N
K001,2,53:52.1,1,2,96,999,0,152,\N
K001,2,53:51.8,1,2,96,999,0,151,\N
K001,2,53:51.5,1,2,369,999,0,151,\N
K001,2,53:51.2,1,2,532,999,0,151,\N
K001,2,53:50.8,1,2,545,999,0,151,\N
K001,2,53:50.5,1,2,507,999,277,149,\N
K001,2,53:50.2,1,2,243,999,442,150,\N
K001,2,53:49.9,1,2,98,999,488,151,\N
K001,2,53:49.6,1,2,0,999,439,151,\N
K001,2,53:49.3,1,2,0,999,351,151,\N
K001,2,53:49.0,1,2,93,999,0,151,\N
K001,2,53:48.7,1,2,93,999,0,152,\N
K001,2,53:48.4,1,2,94,999,0,152,\N
K001,2,53:48.1,1,2,0,999,0,152,\N
K001,2,53:47.8,1,2,0,999,53,151,\N
K001,2,53:47.5,1,2,0,999,54,151,\N
K001,2,53:47.2,1,2,0,999,55,151,\N
K001,2,53:46.9,1,2,0,999,54,151,\N
K001,2,53:46.6,1,2,0,999,55,151,\N
K001,2,53:46.3,1,2,0,999,54,151,\N
K001,2,53:46.0,1,2,0,999,54,151,\N
K001,2,53:45.7,1,2,0,999,54,151,\N
K001,2,53:45.3,1,2,0,999,55,151,\N
K001,2,53:45.1,1,2,0,999,54,151,\N
K001,2,53:44.7,1,2,0,999,54,151,\N
K001,2,53:44.4,1,2,0,999,54,151,\N
K001,2,53:44.1,1,2,0,999,54,151,\N
K001,2,53:43.8,1,2,0,999,54,151,\N
K001,2,53:43.5,1,2,0,999,55,151,\N
K001,2,53:43.2,1,2,0,999,56,151,\N
K001,2,53:42.9,1,2,0,999,56,151,\N
K001,2,53:42.6,1,2,0,999,55,151,\N
K001,2,53:42.3,1,2,0,999,55,151,\N
K001,2,53:42.0,1,2,0,999,53,151,\N
K001,2,53:41.7,1,2,0,999,52,151,\N
K001,2,53:41.4,1,2,0,999,52,151,\N
K001,2,53:41.1,1,2,0,999,52,151,\N
K001,2,53:40.8,1,2,0,999,53,151,\N
K001,2,53:40.5,1,2,0,999,52,151,\N
K001,2,53:40.2,1,2,0,999,51,151,\N
K001,2,53:39.9,1,2,0,999,51,151,\N
K001,2,53:39.6,1,2,0,999,0,151,\N
K001,2,53:39.3,1,2,0,999,0,151,\N
K001,2,53:39.0,1,2,0,999,0,151,\N
K001,2,53:38.6,1,2,0,999,0,151,\N
K001,2,53:38.3,1,2,0,999,0,151,\N
K001,2,53:38.0,1,2,0,999,0,151,\N
K001,2,53:37.7,1,2,0,999,0,151,\N
K001,2,53:37.4,1,2,0,999,0,151,\N
K001,2,53:37.1,1,2,0,999,0,151,\N
K001,2,53:36.8,1,2,0,999,0,151,\N
K001,2,53:36.5,1,2,89,999,0,151,\N
K001,2,53:36.2,1,2,226,999,0,151,\N
K001,2,53:35.9,1,2,352,999,109,151,\N
K001,2,53:35.6,1,2,334,999,53,151,\N
K001,2,53:35.3,1,2,825,999,106,151,\N
K001,2,53:35.0,1,2,908,999,55,151,\N
K001,2,53:34.7,1,2,704,999,118,151,\N
K001,2,53:34.4,1,2,572,999,427,147,\N
K001,2,53:34.1,1,2,367,999,363,150,\N
K001,2,53:33.8,1,2,156,999,331,151,\N
K001,2,53:33.5,1,2,0,999,207,151,\N
K001,2,53:33.2,1,2,67,999,219,151,\N
K001,2,53:32.9,1,2,55,999,59,151,\N
K001,2,53:32.5,1,2,0,999,0,151,\N
K001,2,53:32.2,1,2,239,999,0,151,\N
K001,2,53:31.9,1,2,376,999,51,151,\N
K001,2,53:31.6,1,2,531,999,52,151,\N
K001,2,53:31.3,1,2,641,999,52,151,\N
K001,2,53:31.0,1,2,507,999,51,151,\N
K001,2,53:30.7,1,2,332,999,53,151,\N
K001,2,53:30.4,1,2,320,999,53,151,\N
K001,2,53:30.1,1,2,338,999,0,151,\N
K001,2,53:29.8,1,2,364,999,0,151,\N
K001,2,53:29.5,1,2,359,999,0,151,\N
K001,2,53:29.2,1,2,364,999,0,151,\N
K001,2,53:28.9,1,2,448,999,0,151,\N
K001,2,53:28.6,1,2,402,999,0,151,\N
K001,2,53:28.3,1,2,303,999,0,151,\N
K001,2,53:28.0,1,2,181,999,68,151,\N
K001,2,53:27.7,1,2,167,999,52,151,\N
K001,2,53:27.4,1,2,192,999,0,151,\N
K001,2,53:27.1,1,2,216,999,0,151,\N
K001,2,53:26.8,1,2,348,999,0,151,\N
K001,2,53:26.5,1,2,385,999,0,151,\N
K001,2,53:26.2,1,2,684,999,0,151,\N
K001,2,53:25.9,1,2,943,999,0,151,\N
K001,2,53:25.5,1,2,999,999,80,150,\N
K001,2,53:25.2,1,2,999,999,0,150,\N
K001,2,53:24.9,1,2,868,999,219,145,\N
K001,2,53:24.6,1,2,937,999,397,130,\N
K001,2,53:24.3,1,2,999,999,576,89,\N
K001,2,53:24.0,1,2,999,999,77,144,\N
K001,2,53:23.7,1,2,999,999,0,151,\N
K001,2,53:23.4,1,2,999,999,0,151,\N
K001,2,53:23.1,1,2,999,999,53,148,\N
K001,2,53:22.8,1,2,999,999,0,147,\N
K001,2,53:22.5,1,2,999,999,0,151,\N
K001,2,53:22.2,1,2,533,999,52,151,\N
K001,2,53:21.9,1,2,208,999,0,151,\N
K001,2,53:21.6,1,2,152,999,51,151,\N
K001,2,53:21.3,1,2,0,999,51,150,\N
K001,2,53:21.0,1,2,0,999,53,151,\N
K001,2,53:20.7,1,2,538,999,54,151,\N
K001,2,53:20.3,1,2,999,999,54,151,\N
