board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,4,34:20.4,1,4,59,0,0,0,\N
K001,4,34:20.1,1,4,67,0,0,0,\N
K001,4,34:19.8,1,4,85,0,0,0,\N
K001,4,34:19.5,1,4,123,0,0,0,\N
K001,4,34:19.2,1,4,999,999,51,143,\N
K001,1,34:19.2,1,1,0,0,0,82,\N
K001,4,34:18.9,1,4,999,999,71,68,\N
K001,1,34:18.9,1,1,0,0,79,101,\N
K001,4,34:18.6,1,4,999,792,73,105,\N
K001,1,34:18.6,1,1,0,62,81,164,\N
K001,4,34:18.2,1,4,999,214,74,169,\N
K001,1,34:18.2,1,1,62,77,54,201,\N
K001,4,34:17.9,1,4,999,342,74,221,\N
K001,1,34:17.9,1,1,63,76,0,167,\N
K001,4,34:17.6,1,4,999,370,73,164,\N
K001,1,34:17.6,1,1,61,80,62,217,\N
K001,4,34:17.3,1,4,999,326,74,164,\N
K001,1,34:17.3,1,1,63,81,59,214,\N
K001,4,34:17.0,1,4,999,230,74,201,\N
K001,1,34:17.0,1,1,62,79,0,189,\N
K001,4,34:16.6,1,4,999,229,74,212,\N
K001,1,34:16.6,1,1,62,78,0,182,\N
K001,4,34:16.3,1,4,999,233,73,222,\N
K001,1,34:16.3,1,1,59,76,0,175,\N
K001,4,34:16.0,1,4,999,187,74,212,\N
K001,1,34:16.0,1,1,62,77,0,181,\N
K001,4,34:15.7,1,4,999,96,74,170,\N
K001,1,34:15.7,1,1,72,84,0,228,\N
K001,4,34:15.4,1,4,999,77,75,98,\N
K001,1,34:15.4,1,1,87,92,0,270,\N
K001,4,34:15.1,1,4,999,0,75,86,\N
K001,1,34:15.1,1,1,97,94,0,285,\N
K001,4,34:14.8,1,4,999,0,76,83,\N
K001,1,34:14.8,1,1,103,97,0,290,\N
K001,4,34:14.4,1,4,999,0,76,66,\N
K001,1,34:14.4,1,1,103,97,0,310,\N
K001,4,34:14.2,1,4,999,0,76,59,\N
K001,1,34:14.2,1,1,107,98,0,320,\N
K001,4,34:13.8,1,4,999,0,76,51,\N
K001,1,34:13.8,1,1,110,99,0,335,\N
K001,4,34:13.5,1,4,999,80,76,0,\N
K001,1,34:13.5,1,1,105,98,0,339,\N
K001,4,34:13.2,1,4,999,81,76,0,\N
K001,1,34:13.2,1,1,106,98,0,348,\N
K001,4,34:12.9,1,4,999,0,76,0,\N
K001,1,34:12.9,1,1,113,100,0,352,\N
K001,4,34:12.6,1,4,999,0,75,66,\N
K001,1,34:12.6,1,1,113,101,0,334,\N
K001,4,34:12.3,1,4,999,95,75,84,\N
K001,1,34:12.3,1,1,97,96,0,306,\N
K001,4,34:12.0,1,4,999,98,75,81,\N
K001,1,34:12.0,1,1,96,97,0,306,\N
K001,4,34:11.7,1,4,999,192,75,120,\N
K001,1,34:11.7,1,1,83,94,0,269,\N
K001,4,34:11.4,1,4,999,248,74,154,\N
K001,1,34:11.4,1,1,75,89,0,239,\N
K001,4,34:11.1,1,4,999,317,74,201,\N
K001,1,34:11.1,1,1,70,84,0,204,\N
K001,4,34:10.8,1,4,999,309,74,178,\N
K001,1,34:10.8,1,1,72,86,0,216,\N
K001,4,34:10.5,1,4,999,245,74,159,\N
K001,1,34:10.5,1,1,75,88,0,229,\N
K001,4,34:10.2,1,4,999,569,73,201,\N
K001,1,34:10.2,1,1,64,80,0,188,\N
K001,4,34:09.9,1,4,999,672,73,191,\N
K001,1,34:09.9,1,1,61,77,0,182,\N
K001,4,34:09.6,1,4,999,843,73,135,\N
K001,1,34:09.6,1,1,58,79,68,218,\N
K001,4,34:09.3,1,4,999,864,73,68,\N
K001,1,34:09.3,1,1,59,80,99,272,\N
K001,4,34:08.9,1,4,999,476,74,85,\N
K001,1,34:08.9,1,1,76,89,83,294,\N
K001,4,34:08.6,1,4,999,291,74,109,\N
K001,1,34:08.6,1,1,88,96,0,278,\N
K001,4,34:08.3,1,4,999,265,74,107,\N
K001,1,34:08.3,1,1,80,93,60,274,\N
K001,4,34:08.0,1,4,999,430,74,133,\N
K001,1,34:08.0,1,1,66,84,71,243,\N
K001,4,34:07.7,1,4,999,587,73,171,\N
K001,1,34:07.7,1,1,59,77,64,204,\N
K001,4,34:07.4,1,4,999,531,73,134,\N
K001,1,34:07.4,1,1,60,80,78,236,\N
K001,4,34:07.1,1,4,999,485,73,144,\N
K001,1,34:07.1,1,1,61,80,78,231,\N
K001,4,34:06.8,1,4,999,530,73,167,\N
K001,1,34:06.8,1,1,59,77,68,210,\N
K001,4,34:06.5,1,4,999,544,73,169,\N
K001,1,34:06.5,1,1,57,77,70,209,\N
K001,4,34:06.2,1,4,999,522,73,175,\N
K001,1,34:06.2,1,1,58,77,66,206,\N
K001,4,34:05.9,1,4,999,477,73,160,\N
K001,1,34:05.9,1,1,60,78,69,219,\N
K001,4,34:05.6,1,4,999,376,74,160,\N
K001,1,34:05.6,1,1,64,82,65,226,\N
K001,4,34:05.3,1,4,999,361,73,159,\N
K001,1,34:05.3,1,1,65,82,63,225,\N
K001,4,34:05.0,1,4,999,344,74,182,\N
K001,1,34:05.0,1,1,68,83,53,213,\N
K001,4,34:04.7,1,4,999,386,73,222,\N
K001,1,34:04.7,1,1,67,80,0,187,\N
K001,4,34:04.4,1,4,999,349,73,278,\N
K001,1,34:04.4,1,1,67,81,0,178,\N
K001,4,34:04.1,1,4,999,300,73,300,\N
K001,1,34:04.1,1,1,67,81,0,181,\N
K001,4,34:03.8,1,4,999,244,72,310,\N
K001,1,34:03.8,1,1,68,82,0,185,\N
K001,4,34:03.4,1,4,999,224,72,307,\N
K001,1,34:03.4,1,1,69,83,0,189,\N
K001,4,34:03.2,1,4,999,131,73,288,\N
K001,1,34:03.2,1,1,72,86,0,199,\N
K001,4,34:02.9,1,4,999,109,73,242,\N
K001,1,34:02.9,1,1,74,87,0,204,\N
K001,4,34:02.5,1,4,999,96,74,225,\N
K001,1,34:02.5,1,1,75,87,0,205,\N
K001,4,34:02.3,1,4,999,248,73,207,\N
K001,1,34:02.3,1,1,72,84,0,198,\N
K001,4,34:01.9,1,4,999,295,73,211,\N
K001,1,34:01.9,1,1,70,83,0,194,\N
K001,4,34:01.6,1,4,999,338,73,206,\N
K001,1,34:01.6,1,1,67,81,0,192,\N
K001,4,34:01.3,1,4,999,303,73,162,\N
K001,1,34:01.3,1,1,67,84,59,226,\N
K001,4,34:00.9,1,4,999,246,73,194,\N
K001,1,34:00.9,1,1,72,85,0,209,\N
K001,4,34:00.6,1,4,999,276,73,212,\N
K001,1,34:00.6,1,1,71,84,0,197,\N
K001,4,34:00.3,1,4,999,263,73,212,\N
K001,1,34:00.3,1,1,72,84,0,198,\N
K001,4,34:00.1,1,4,999,263,73,230,\N
K001,1,34:00.1,1,1,71,84,0,193,\N
K001,4,33:59.7,1,4,999,266,73,251,\N
K001,1,33:59.7,1,1,70,84,0,192,\N
K001,4,33:59.3,1,4,999,285,73,209,\N
K001,1,33:59.3,1,1,70,83,0,192,\N
K001,4,33:59.0,1,4,999,244,74,167,\N
K001,1,33:59.0,1,1,72,87,0,221,\N
K001,4,33:58.7,1,4,999,269,73,173,\N
K001,1,33:58.7,1,1,72,87,0,214,\N
K001,4,33:58.4,1,4,999,345,73,225,\N
K001,1,33:58.4,1,1,68,81,0,183,\N
K001,4,33:58.1,1,4,999,382,73,230,\N
K001,1,33:58.1,1,1,66,79,0,180,\N
K001,4,33:57.8,1,4,999,333,72,238,\N
K001,1,33:57.8,1,1,68,80,0,180,\N
K001,4,33:57.5,1,4,999,208,73,250,\N
K001,1,33:57.5,1,1,71,84,0,191,\N
K001,4,33:57.2,1,4,999,142,73,244,\N
K001,1,33:57.2,1,1,73,85,0,195,\N
K001,4,33:56.9,1,4,999,86,73,254,\N
K001,1,33:56.9,1,1,74,88,0,201,\N
K001,4,33:56.6,1,4,999,167,73,298,\N
K001,1,33:56.6,1,1,70,85,0,191,\N
K001,4,33:56.3,1,4,999,326,72,330,\N
