board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,3,38:12.8,1,3,0,0,0,62,\N
K001,3,38:12.5,1,3,0,0,0,85,\N
K001,3,38:12.2,1,3,0,0,0,112,\N
K001,4,38:11.9,1,4,0,0,72,0,\N
K001,3,38:11.9,1,3,0,0,61,897,\N
K001,4,38:11.5,1,4,0,0,432,0,\N
K001,3,38:11.5,1,3,857,0,91,999,\N
K001,4,38:11.3,1,4,0,59,357,0,\N
K001,3,38:11.3,1,3,999,51,90,999,\N
K001,3,38:11.0,1,3,999,0,663,999,\N
K001,3,38:10.6,1,3,999,0,804,999,\N
K001,3,38:10.3,1,3,999,0,679,999,\N
K001,3,38:10.0,1,3,945,0,759,999,\N
K001,3,38:09.7,1,3,588,0,787,999,\N
K001,3,38:09.3,1,3,741,0,614,999,\N
K001,3,38:09.1,1,3,999,0,724,999,\N
K001,3,38:08.7,1,3,999,0,269,999,\N
K001,4,38:08.4,1,4,0,0,87,0,\N
K001,3,38:08.4,1,3,999,0,59,999,\N
K001,4,38:08.1,1,4,0,51,150,0,\N
K001,3,38:08.1,1,3,999,0,52,999,\N
K001,3,38:07.8,1,3,843,0,999,999,\N
K001,3,38:07.5,1,3,864,0,999,999,\N
K001,3,38:07.2,1,3,999,0,705,999,\N
K001,4,38:06.9,1,4,0,51,128,0,\N
K001,3,38:06.9,1,3,999,0,197,999,\N
K001,4,38:06.5,1,4,0,106,263,0,\N
K001,3,38:06.5,1,3,891,0,244,999,\N
K001,4,38:06.2,1,4,0,145,404,0,\N
K001,3,38:06.2,1,3,365,0,327,999,\N
K001,4,38:05.9,1,4,0,142,440,0,\N
K001,3,38:05.9,1,3,439,0,69,999,\N
K001,4,38:05.6,1,4,0,103,775,0,\N
K001,3,38:05.6,1,3,999,0,91,999,\N
K001,4,38:05.3,1,4,0,144,560,0,\N
K001,3,38:05.3,1,3,743,0,77,999,\N
K001,4,38:05.0,1,4,0,100,211,0,\N
K001,3,38:05.0,1,3,0,0,612,999,\N
K001,3,38:04.7,1,3,100,55,987,999,\N
K001,4,38:04.4,1,4,0,0,191,0,\N
K001,3,38:04.4,1,3,0,0,739,999,\N
