board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,2,31:09.1,1,2,0,0,0,64,\N
K001,2,31:08.8,1,2,0,0,0,68,\N
K001,3,31:08.5,1,3,79,0,0,0,\N
K001,2,31:08.5,1,2,0,0,0,646,\N
K001,3,31:08.2,1,3,999,72,70,0,\N
K001,2,31:08.2,1,2,66,55,72,999,\N
K001,1,31:08.2,1,1,0,0,56,0,\N
K001,3,31:07.9,1,3,460,0,51,0,\N
K001,2,31:07.9,1,2,196,55,75,999,\N
K001,1,31:07.9,1,1,0,82,270,101,\N
K001,2,31:07.6,1,2,999,53,0,999,\N
K001,1,31:07.6,1,1,0,0,124,0,\N
K001,3,31:07.3,1,3,76,0,0,0,\N
K001,2,31:07.3,1,2,895,0,0,999,\N
K001,1,31:07.3,1,1,0,0,136,0,\N
K001,3,31:06.9,1,3,74,0,0,0,\N
K001,2,31:06.9,1,2,687,0,0,999,\N
K001,1,31:06.9,1,1,0,53,148,0,\N
K001,3,31:06.6,1,3,71,0,0,0,\N
K001,2,31:06.6,1,2,710,0,185,999,\N
K001,1,31:06.6,1,1,0,0,129,0,\N
K001,3,31:06.3,1,3,62,0,0,0,\N
K001,2,31:06.3,1,2,733,0,135,999,\N
K001,1,31:06.3,1,1,0,65,160,0,\N
K001,2,31:06.0,1,2,748,0,0,999,\N
K001,1,31:06.0,1,1,0,116,235,0,\N
K001,2,31:05.7,1,2,780,52,0,999,\N
K001,1,31:05.7,1,1,0,145,291,0,\N
K001,3,31:05.4,1,3,59,0,0,0,\N
K001,2,31:05.4,1,2,693,53,0,999,\N
K001,1,31:05.4,1,1,0,115,276,0,\N
K001,3,31:05.1,1,3,116,0,0,0,\N
K001,2,31:05.1,1,2,738,0,0,999,\N
K001,1,31:05.1,1,1,0,68,168,0,\N
K001,3,31:04.8,1,3,164,0,0,0,\N
K001,2,31:04.8,1,2,688,0,0,999,\N
K001,1,31:04.8,1,1,0,55,151,0,\N
K001,3,31:04.5,1,3,140,0,0,0,\N
K001,2,31:04.5,1,2,769,0,117,999,\N
K001,1,31:04.5,1,1,0,0,73,0,\N
K001,3,31:04.2,1,3,126,0,0,0,\N
K001,2,31:04.2,1,2,810,0,177,999,\N
K001,1,31:04.2,1,1,0,0,56,0,\N
K001,3,31:03.9,1,3,116,0,0,0,\N
K001,2,31:03.9,1,2,830,0,173,999,\N
K001,1,31:03.9,1,1,0,0,54,0,\N
K001,3,31:03.6,1,3,89,0,0,0,\N
K001,2,31:03.6,1,2,872,0,131,999,\N
K001,1,31:03.6,1,1,0,0,62,0,\N
K001,3,31:03.3,1,3,76,0,0,0,\N
K001,2,31:03.3,1,2,874,0,123,999,\N
K001,1,31:03.3,1,1,0,0,69,0,\N
K001,3,31:03.0,1,3,76,0,0,0,\N
K001,2,31:03.0,1,2,777,0,124,999,\N
K001,1,31:03.0,1,1,0,0,77,0,\N
K001,3,31:02.7,1,3,87,0,0,0,\N
K001,2,31:02.7,1,2,593,0,111,999,\N
K001,1,31:02.7,1,1,0,0,83,0,\N
K001,3,31:02.4,1,3,77,0,0,0,\N
K001,2,31:02.4,1,2,794,0,160,999,\N
K001,1,31:02.4,1,1,0,0,61,0,\N
K001,2,31:02.2,1,2,987,0,147,999,\N
K001,1,31:02.2,1,1,0,0,56,0,\N
K001,2,31:01.8,1,2,999,0,101,999,\N
K001,1,31:01.8,1,1,0,0,68,0,\N
K001,3,31:01.4,1,3,67,0,0,0,\N
K001,2,31:01.4,1,2,977,0,0,999,\N
K001,1,31:01.4,1,1,0,0,91,0,\N
K001,3,31:01.2,1,3,80,0,0,0,\N
K001,2,31:01.2,1,2,902,51,0,999,\N
K001,1,31:01.2,1,1,0,0,121,0,\N
K001,3,31:00.9,1,3,101,0,0,0,\N
K001,2,31:00.9,1,2,773,52,0,999,\N
K001,1,31:00.9,1,1,0,0,133,0,\N
K001,3,31:00.5,1,3,114,0,0,0,\N
K001,2,31:00.5,1,2,749,51,0,999,\N
K001,1,31:00.5,1,1,0,0,132,0,\N
K001,3,31:00.2,1,3,102,0,0,0,\N
K001,2,31:00.2,1,2,713,51,0,999,\N
K001,1,31:00.2,1,1,0,0,129,0,\N
K001,3,30:59.9,1,3,107,0,0,0,\N
K001,2,30:59.9,1,2,695,51,0,999,\N
K001,1,30:59.9,1,1,0,0,124,0,\N
K001,3,30:59.6,1,3,112,0,0,0,\N
K001,2,30:59.6,1,2,673,51,0,999,\N
K001,1,30:59.6,1,1,0,0,121,0,\N
K001,3,30:59.3,1,3,113,0,0,0,\N
K001,2,30:59.3,1,2,637,51,0,999,\N
K001,1,30:59.3,1,1,0,0,119,0,\N
K001,3,30:59.1,1,3,110,0,0,0,\N
K001,2,30:59.1,1,2,642,0,0,999,\N
K001,1,30:59.1,1,1,0,0,115,0,\N
K001,3,30:58.6,1,3,97,0,0,0,\N
K001,2,30:58.6,1,2,690,0,0,999,\N
K001,1,30:58.6,1,1,0,0,110,0,\N
K001,3,30:58.3,1,3,84,0,0,0,\N
K001,2,30:58.3,1,2,776,0,0,999,\N
K001,1,30:58.3,1,1,0,0,98,0,\N
K001,3,30:58.0,1,3,74,0,0,0,\N
K001,2,30:58.0,1,2,875,0,0,999,\N
K001,1,30:58.0,1,1,0,0,91,0,\N
K001,3,30:57.7,1,3,67,0,0,0,\N
K001,2,30:57.7,1,2,913,0,52,999,\N
K001,1,30:57.7,1,1,0,0,85,0,\N
K001,3,30:57.4,1,3,67,0,0,0,\N
K001,2,30:57.4,1,2,883,0,52,999,\N
K001,1,30:57.4,1,1,0,0,86,0,\N
K001,3,30:57.1,1,3,71,0,0,0,\N
K001,2,30:57.1,1,2,817,0,71,999,\N
K001,1,30:57.1,1,1,0,0,86,0,\N
K001,3,30:56.8,1,3,74,0,0,0,\N
K001,2,30:56.8,1,2,785,0,74,999,\N
K001,1,30:56.8,1,1,0,0,86,0,\N
K001,3,30:56.5,1,3,91,0,0,0,\N
K001,2,30:56.5,1,2,649,0,71,999,\N
K001,1,30:56.5,1,1,0,0,91,0,\N
K001,3,30:56.3,1,3,103,0,0,0,\N
K001,2,30:56.3,1,2,593,0,59,999,\N
K001,1,30:56.3,1,1,0,0,96,0,\N
K001,3,30:56.1,1,3,106,0,0,0,\N
K001,2,30:56.1,1,2,590,0,56,999,\N
K001,1,30:56.1,1,1,0,0,95,0,\N
K001,3,30:55.8,1,3,105,0,0,0,\N
K001,2,30:55.8,1,2,597,0,64,999,\N
K001,1,30:55.8,1,1,0,0,94,0,\N
K001,3,30:55.3,1,3,98,0,0,0,\N
K001,2,30:55.3,1,2,661,0,0,999,\N
K001,1,30:55.3,1,1,0,0,95,0,\N
K001,3,30:55.1,1,3,93,0,0,0,\N
K001,2,30:55.1,1,2,682,0,0,999,\N
K001,1,30:55.1,1,1,0,0,97,0,\N
K001,3,30:54.8,1,3,87,0,0,0,\N
K001,2,30:54.8,1,2,701,0,0,999,\N
K001,1,30:54.8,1,1,0,0,96,0,\N
K001,3,30:54.4,1,3,88,0,0,0,\N
K001,2,30:54.4,1,2,710,0,0,999,\N
K001,1,30:54.4,1,1,0,0,97,0,\N
K001,3,30:54.2,1,3,86,0,0,0,\N
K001,2,30:54.2,1,2,713,0,72,999,\N
K001,1,30:54.2,1,1,0,0,88,0,\N
K001,3,30:53.8,1,3,80,0,0,0,\N
K001,2,30:53.8,1,2,712,0,92,999,\N
K001,1,30:53.8,1,1,0,0,82,0,\N
K001,3,30:53.4,1,3,82,0,0,0,\N
K001,2,30:53.4,1,2,667,0,110,999,\N
K001,1,30:53.4,1,1,0,0,79,0,\N
K001,3,30:53.1,1,3,83,0,0,0,\N
K001,2,30:53.1,1,2,636,0,150,999,\N
K001,1,30:53.1,1,1,0,0,76,0,\N
K001,3,30:52.8,1,3,77,0,0,0,\N
K001,2,30:52.8,1,2,705,0,131,999,\N
K001,1,30:52.8,1,1,0,0,75,0,\N
K001,3,30:52.5,1,3,78,0,0,0,\N
K001,2,30:52.5,1,2,702,0,138,999,\N
K001,1,30:52.5,1,1,0,0,74,0,\N
K001,3,30:52.2,1,3,82,0,0,0,\N
K001,2,30:52.2,1,2,711,0,120,999,\N
K001,1,30:52.2,1,1,0,0,79,0,\N
K001,3,30:51.9,1,3,88,0,0,0,\N
K001,2,30:51.9,1,2,714,0,74,999,\N
K001,1,30:51.9,1,1,0,0,86,0,\N
K001,3,30:51.6,1,3,87,0,0,0,\N
K001,2,30:51.6,1,2,715,0,75,999,\N
K001,1,30:51.6,1,1,0,0,87,0,\N
K001,3,30:51.3,1,3,87,0,0,0,\N
K001,2,30:51.3,1,2,704,0,0,999,\N
K001,1,30:51.3,1,1,0,0,93,0,\N
K001,3,30:51.0,1,3,93,0,0,0,\N
K001,2,30:51.0,1,2,606,0,74,999,\N
K001,1,30:51.0,1,1,0,0,90,0,\N
K001,3,30:50.7,1,3,98,0,0,0,\N
K001,2,30:50.7,1,2,553,0,109,999,\N
K001,1,30:50.7,1,1,0,0,84,0,\N
K001,3,30:50.4,1,3,93,0,0,0,\N
K001,2,30:50.4,1,2,549,0,139,999,\N
K001,1,30:50.4,1,1,0,0,77,0,\N
K001,3,30:50.0,1,3,97,0,0,0,\N
K001,2,30:50.0,1,2,536,0,179,999,\N
K001,1,30:50.0,1,1,0,0,74,0,\N
K001,3,30:49.7,1,3,98,0,0,0,\N
K001,2,30:49.7,1,2,528,0,158,999,\N
K001,1,30:49.7,1,1,0,0,78,0,\N
K001,3,30:49.4,1,3,104,0,0,0,\N
K001,2,30:49.4,1,2,529,0,119,999,\N
K001,1,30:49.4,1,1,0,0,83,0,\N
K001,3,30:49.1,1,3,96,0,0,0,\N
K001,2,30:49.1,1,2,572,0,111,999,\N
K001,1,30:49.1,1,1,0,0,84,0,\N
K001,3,30:48.8,1,3,103,0,0,0,\N
