"board_id","block_id","reg_dt","major","minor","lc1","lc2","lc3","lc4","etc"
"K001","1","2021-06-28 15:18:09.895000","1","1","0","0","73","0",\N
"K001","1","2021-06-28 15:18:09.595000","1","1","0","0","75","0",\N
"K001","1","2021-06-28 15:18:09.276000","1","1","0","0","77","0",\N
"K001","1","2021-06-28 15:18:09.069000","1","1","0","0","79","0",\N
"K001","1","2021-06-28 15:18:08.856000","1","1","0","0","82","0",\N
"K001","1","2021-06-28 15:18:08.540000","1","1","0","0","84","0",\N
"K001","1","2021-06-28 15:18:08.065000","1","1","0","0","87","0",\N
"K001","1","2021-06-28 15:18:07.775000","1","1","0","0","91","0",\N
"K001","1","2021-06-28 15:18:07.565000","1","1","0","0","94","0",\N
"K001","1","2021-06-28 15:18:07.125000","1","1","0","0","99","0",\N
"K001","1","2021-06-28 15:18:06.825000","1","1","0","0","104","0",\N
"K001","1","2021-06-28 15:18:06.516000","1","1","0","0","108","0",\N
"K001","1","2021-06-28 15:18:06.231000","1","1","0","0","116","0",\N
"K001","1","2021-06-28 15:18:05.898000","1","1","0","0","123","0",\N
"K001","1","2021-06-28 15:18:05.612000","1","1","0","0","130","0",\N
"K001","1","2021-06-28 15:18:05.282000","1","1","0","0","142","0",\N
"K001","1","2021-06-28 15:18:04.964000","1","1","0","0","153","0",\N
"K001","1","2021-06-28 15:18:04.602000","1","1","0","0","168","0",\N
"K001","2","2021-06-28 15:18:04.292000","1","2","0","0","54","0",\N
"K001","1","2021-06-28 15:18:04.292000","1","1","0","0","185","0",\N
"K001","2","2021-06-28 15:18:03.985000","1","2","0","0","52","0",\N
"K001","1","2021-06-28 15:18:03.985000","1","1","0","0","212","0",\N
"K001","1","2021-06-28 15:18:03.675000","1","1","0","0","999","999",\N
"K001","1","2021-06-28 15:18:03.364000","1","1","0","681","999","999",\N
"K001","1","2021-06-28 15:18:03.065000","1","1","63","999","999","999",\N
"K001","1","2021-06-28 15:18:02.774000","1","1","0","999","999","999",\N
"K001","1","2021-06-28 15:18:02.394000","1","1","0","999","999","999",\N
"K001","1","2021-06-28 15:18:02.112000","1","1","0","983","999","999",\N
"K001","1","2021-06-28 15:18:01.809000","1","1","0","999","999","999",\N
"K001","1","2021-06-28 15:18:01.414000","1","1","59","999","999","999",\N
"K001","1","2021-06-28 15:18:01.124000","1","1","0","999","999","999",\N
"K001","1","2021-06-28 15:18:00.824000","1","1","0","802","999","999",\N
"K001","1","2021-06-28 15:18:00.514000","1","1","0","451","999","999",\N
"K001","1","2021-06-28 15:18:00.212000","1","1","0","290","999","999",\N
"K001","1","2021-06-28 15:17:59.912000","1","1","0","433","999","999",\N
"K001","1","2021-06-28 15:17:59.602000","1","1","0","589","999","999",\N
"K001","1","2021-06-28 15:17:59.295000","1","1","0","586","999","999",\N
"K001","1","2021-06-28 15:17:58.985000","1","1","0","586","999","999",\N
"K001","1","2021-06-28 15:17:58.675000","1","1","0","585","999","999",\N
"K001","4","2021-06-28 15:17:58.373000","1","4","0","0","79","0",\N
"K001","1","2021-06-28 15:17:58.373000","1","1","61","190","999","56",\N
"K001","4","2021-06-28 15:17:58.061000","1","4","0","0","161","0",\N
"K001","2","2021-06-28 15:17:58.061000","1","2","0","0","0","64",\N
"K001","1","2021-06-28 15:17:58.061000","1","1","61","131","999","57",\N
"K001","4","2021-06-28 15:17:57.735000","1","4","0","62","148","0",\N
"K001","1","2021-06-28 15:17:57.735000","1","1","62","236","999","58",\N
"K001","4","2021-06-28 15:17:57.375000","1","4","0","51","111","0",\N
"K001","2","2021-06-28 15:17:57.375000","1","2","0","0","0","53",\N
"K001","1","2021-06-28 15:17:57.375000","1","1","62","364","999","58",\N
"K001","1","2021-06-28 15:17:57.083000","1","1","74","625","999","59",\N
"K001","1","2021-06-28 15:17:56.769000","1","1","0","990","999","618",\N
"K001","1","2021-06-28 15:17:56.472000","1","1","0","999","999","601",\N
"K001","1","2021-06-28 15:17:56.155000","1","1","0","999","999","544",\N
"K001","1","2021-06-28 15:17:55.845000","1","1","0","999","999","533",\N
"K001","1","2021-06-28 15:17:55.552000","1","1","0","973","999","544",\N
"K001","1","2021-06-28 15:17:55.245000","1","1","0","963","999","574",\N
"K001","1","2021-06-28 15:17:54.935000","1","1","0","971","999","555",\N
"K001","1","2021-06-28 15:17:54.635000","1","1","0","990","999","519",\N
"K001","1","2021-06-28 15:17:54.335000","1","1","0","931","999","565",\N
"K001","1","2021-06-28 15:17:54.025000","1","1","0","999","999","481",\N
"K001","1","2021-06-28 15:17:53.715000","1","1","0","999","999","457",\N
"K001","1","2021-06-28 15:17:53.415000","1","1","0","999","999","414",\N
"K001","1","2021-06-28 15:17:53.095000","1","1","52","999","999","386",\N
"K001","1","2021-06-28 15:17:52.795000","1","1","55","986","999","404",\N
"K001","1","2021-06-28 15:17:52.502000","1","1","56","989","999","407",\N
"K001","1","2021-06-28 15:17:52.195000","1","1","52","999","999","460",\N
"K001","1","2021-06-28 15:17:51.875000","1","1","0","999","999","489",\N
"K001","1","2021-06-28 15:17:51.585000","1","1","0","999","999","437",\N
"K001","1","2021-06-28 15:17:51.261000","1","1","0","999","999","385",\N
"K001","1","2021-06-28 15:17:50.973000","1","1","51","999","999","378",\N
"K001","1","2021-06-28 15:17:50.673000","1","1","0","999","999","428",\N
"K001","1","2021-06-28 15:17:50.356000","1","1","0","999","999","495",\N
"K001","1","2021-06-28 15:17:50.026000","1","1","0","999","999","524",\N
"K001","1","2021-06-28 15:17:49.725000","1","1","0","999","999","503",\N
"K001","1","2021-06-28 15:17:49.395000","1","1","0","999","999","539",\N
"K001","1","2021-06-28 15:17:49.110000","1","1","0","999","999","463",\N
"K001","1","2021-06-28 15:17:48.775000","1","1","0","999","999","484",\N
"K001","1","2021-06-28 15:17:48.476000","1","1","54","988","999","423",\N
"K001","1","2021-06-28 15:17:48.115000","1","1","0","980","999","489",\N
"K001","1","2021-06-28 15:17:47.967000","1","1","51","987","999","494",\N
"K001","1","2021-06-28 15:17:47.455000","1","1","0","995","999","533",\N
"K001","1","2021-06-28 15:17:47.320000","1","1","0","999","999","576",\N
"K001","1","2021-06-28 15:17:46.882000","1","1","0","999","999","570",\N
"K001","1","2021-06-28 15:17:46.665000","1","1","0","999","999","519",\N
"K001","1","2021-06-28 15:17:46.455000","1","1","0","999","999","469",\N
"K001","1","2021-06-28 15:17:46.135000","1","1","0","999","999","445",\N
"K001","1","2021-06-28 15:17:45.706000","1","1","52","999","999","408",\N
"K001","1","2021-06-28 15:17:45.495000","1","1","0","999","999","415",\N
"K001","1","2021-06-28 15:17:45.160000","1","1","51","999","999","393",\N
"K001","1","2021-06-28 15:17:44.671000","1","1","56","999","999","353",\N
"K001","1","2021-06-28 15:17:44.453000","1","1","59","919","999","325",\N
"K001","1","2021-06-28 15:17:44.055000","1","1","60","866","999","343",\N
"K001","1","2021-06-28 15:17:43.745000","1","1","59","887","999","389",\N
"K001","1","2021-06-28 15:17:43.436000","1","1","53","904","999","497",\N
"K001","1","2021-06-28 15:17:43.126000","1","1","55","923","999","482",\N
"K001","1","2021-06-28 15:17:42.826000","1","1","53","982","999","465",\N
"K001","1","2021-06-28 15:17:42.538000","1","1","54","999","999","437",\N
"K001","1","2021-06-28 15:17:42.195000","1","1","0","999","999","473",\N
"K001","1","2021-06-28 15:17:41.954000","1","1","0","999","999","479",\N
"K001","1","2021-06-28 15:17:41.742000","1","1","51","999","999","444",\N
"K001","1","2021-06-28 15:17:41.292000","1","1","53","999","999","436",\N
"K001","1","2021-06-28 15:17:40.966000","1","1","52","999","999","434",\N
"K001","1","2021-06-28 15:17:40.676000","1","1","0","999","999","448",\N
"K001","1","2021-06-28 15:17:40.420000","1","1","0","999","999","447",\N
"K001","1","2021-06-28 15:17:40.376000","1","1","51","999","999","402",\N
"K001","1","2021-06-28 15:17:40.061000","1","1","58","965","999","327",\N
"K001","1","2021-06-28 15:17:39.624000","1","1","60","926","999","283",\N
"K001","1","2021-06-28 15:17:39.417000","1","1","61","905","999","259",\N
"K001","1","2021-06-28 15:17:38.782000","1","1","61","904","999","274",\N
"K001","1","2021-06-28 15:17:38.465000","1","1","60","960","999","382",\N
"K001","1","2021-06-28 15:17:38.172000","1","1","58","990","999","427",\N
"K001","1","2021-06-28 15:17:37.842000","1","1","54","999","999","448",\N
"K001","1","2021-06-28 15:17:37.542000","1","1","0","999","999","483",\N
"K001","1","2021-06-28 15:17:37.172000","1","1","0","999","999","517",\N
"K001","1","2021-06-28 15:17:36.856000","1","1","0","999","999","495",\N
"K001","1","2021-06-28 15:17:36.496000","1","1","0","999","999","485",\N
"K001","1","2021-06-28 15:17:36.196000","1","1","0","999","999","512",\N
"K001","1","2021-06-28 15:17:35.902000","1","1","0","999","999","503",\N
"K001","1","2021-06-28 15:17:35.555000","1","1","0","999","999","510",\N
"K001","1","2021-06-28 15:17:35.255000","1","1","51","999","999","477",\N
"K001","1","2021-06-28 15:17:34.943000","1","1","57","998","999","417",\N
"K001","1","2021-06-28 15:17:34.642000","1","1","59","999","999","349",\N
"K001","1","2021-06-28 15:17:34.326000","1","1","58","999","999","362",\N
"K001","1","2021-06-28 15:17:34.025000","1","1","59","999","999","349",\N
"K001","1","2021-06-28 15:17:33.723000","1","1","59","999","999","337",\N
"K001","1","2021-06-28 15:17:33.422000","1","1","55","999","999","372",\N
"K001","1","2021-06-28 15:17:33.104000","1","1","0","999","999","462",\N
"K001","1","2021-06-28 15:17:32.805000","1","1","0","999","999","512",\N
"K001","1","2021-06-28 15:17:32.495000","1","1","0","999","999","467",\N
"K001","1","2021-06-28 15:17:32.192000","1","1","0","999","999","446",\N
"K001","1","2021-06-28 15:17:31.892000","1","1","0","999","999","530",\N
"K001","1","2021-06-28 15:17:31.582000","1","1","0","999","999","528",\N
"K001","1","2021-06-28 15:17:31.275000","1","1","0","999","999","520",\N
"K001","1","2021-06-28 15:17:30.985000","1","1","0","999","999","489",\N
"K001","1","2021-06-28 15:17:30.775000","1","1","0","999","999","413",\N
"K001","1","2021-06-28 15:17:30.530000","1","1","0","999","999","498",\N
"K001","1","2021-06-28 15:17:30.054000","1","1","0","999","999","532",\N
"K001","1","2021-06-28 15:17:29.831000","1","1","0","999","999","515",\N
"K001","1","2021-06-28 15:17:29.435000","1","1","0","999","999","492",\N
"K001","1","2021-06-28 15:17:29.142000","1","1","0","999","999","437",\N
"K001","1","2021-06-28 15:17:28.815000","1","1","0","999","999","417",\N
"K001","1","2021-06-28 15:17:28.515000","1","1","0","999","999","357",\N
"K001","1","2021-06-28 15:17:28.257000","1","1","0","999","999","405",\N
"K001","1","2021-06-28 15:17:28.224000","1","1","0","999","999","445",\N
"K001","1","2021-06-28 15:17:27.886000","1","1","0","999","999","470",\N
"K001","1","2021-06-28 15:17:27.276000","1","1","54","999","999","450",\N
"K001","1","2021-06-28 15:17:26.934000","1","1","51","999","999","510",\N
"K001","1","2021-06-28 15:17:26.632000","1","1","0","983","999","515",\N
"K001","1","2021-06-28 15:17:26.326000","1","1","57","988","999","406",\N
"K001","1","2021-06-28 15:17:26.085000","1","1","60","984","999","319",\N
"K001","1","2021-06-28 15:17:25.722000","1","1","61","972","999","321",\N
