"board_id","block_id","reg_dt","major","minor","lc1","lc2","lc3","lc4","etc"
"K001","1","2021-06-28 15:26:07.535000","1","1","0","0","0","51",\N
"K001","1","2021-06-28 15:26:07.243000","1","1","0","0","0","53",\N
"K001","1","2021-06-28 15:26:06.905000","1","1","0","0","0","56",\N
"K001","1","2021-06-28 15:26:06.592000","1","1","0","0","0","61",\N
"K001","1","2021-06-28 15:26:06.295000","1","1","0","0","0","65",\N
"K001","1","2021-06-28 15:26:05.985000","1","1","0","0","0","69",\N
"K001","1","2021-06-28 15:26:05.675000","1","1","0","0","0","73",\N
"K001","1","2021-06-28 15:26:05.375000","1","1","0","0","0","80",\N
"K001","1","2021-06-28 15:26:05.075000","1","1","0","0","0","86",\N
"K001","1","2021-06-28 15:26:04.751000","1","1","0","0","0","93",\N
"K001","1","2021-06-28 15:26:04.473000","1","1","0","0","0","96",\N
"K001","1","2021-06-28 15:26:04.265000","1","1","0","0","52","103",\N
"K001","1","2021-06-28 15:26:03.845000","1","1","0","0","61","121",\N
"K001","1","2021-06-28 15:26:03.543000","1","1","0","0","70","146",\N
"K001","4","2021-06-28 15:26:03.235000","1","4","0","63","0","0",\N
"K001","1","2021-06-28 15:26:03.235000","1","1","0","80","99","770",\N
"K001","1","2021-06-28 15:26:02.934000","1","1","612","79","999","999",\N
"K001","1","2021-06-28 15:26:02.650000","1","1","801","58","999","999",\N
"K001","1","2021-06-28 15:26:02.353000","1","1","545","90","999","999",\N
"K001","1","2021-06-28 15:26:01.982000","1","1","657","99","999","999",\N
"K001","1","2021-06-28 15:26:01.693000","1","1","891","68","999","999",\N
"K001","1","2021-06-28 15:26:01.392000","1","1","791","85","999","999",\N
"K001","1","2021-06-28 15:26:01.020000","1","1","818","89","999","999",\N
"K001","1","2021-06-28 15:26:00.712000","1","1","824","93","999","999",\N
"K001","1","2021-06-28 15:26:00.395000","1","1","884","82","999","999",\N
"K001","1","2021-06-28 15:26:00.095000","1","1","664","85","999","999",\N
"K001","1","2021-06-28 15:25:59.785000","1","1","647","96","999","999",\N
"K001","1","2021-06-28 15:25:59.475000","1","1","874","83","999","999",\N
"K001","1","2021-06-28 15:25:59.175000","1","1","879","87","999","999",\N
"K001","1","2021-06-28 15:25:58.875000","1","1","844","96","955","999",\N
"K001","1","2021-06-28 15:25:58.577000","1","1","712","100","999","999",\N
"K001","1","2021-06-28 15:25:58.273000","1","1","346","106","999","999",\N
"K001","1","2021-06-28 15:25:57.935000","1","1","448","99","999","999",\N
"K001","1","2021-06-28 15:25:57.633000","1","1","0","107","999","999",\N
"K001","1","2021-06-28 15:25:57.265000","1","1","0","107","999","999",\N
"K001","1","2021-06-28 15:25:56.955000","1","1","0","107","469","999",\N
"K001","1","2021-06-28 15:25:56.655000","1","1","0","107","94","999",\N
"K001","1","2021-06-28 15:25:56.345000","1","1","441","106","120","999",\N
"K001","1","2021-06-28 15:25:55.975000","1","1","550","107","120","999",\N
"K001","1","2021-06-28 15:25:55.674000","1","1","210","107","118","999",\N
"K001","1","2021-06-28 15:25:55.374000","1","1","428","107","302","999",\N
"K001","1","2021-06-28 15:25:55.065000","1","1","496","78","999","999",\N
"K001","1","2021-06-28 15:25:54.733000","1","1","389","106","810","999",\N
"K001","1","2021-06-28 15:25:54.423000","1","1","0","107","619","999",\N
"K001","1","2021-06-28 15:25:54.115000","1","1","545","107","752","999",\N
"K001","1","2021-06-28 15:25:53.815000","1","1","999","104","638","999",\N
"K001","1","2021-06-28 15:25:53.492000","1","1","999","98","513","999",\N
"K001","1","2021-06-28 15:25:53.202000","1","1","999","100","376","999",\N
"K001","1","2021-06-28 15:25:52.895000","1","1","999","105","0","999",\N
"K001","1","2021-06-28 15:25:52.585000","1","1","999","107","63","999",\N
"K001","1","2021-06-28 15:25:52.305000","1","1","999","107","75","999",\N
"K001","1","2021-06-28 15:25:52.105000","1","1","705","107","120","999",\N
"K001","1","2021-06-28 15:25:51.666000","1","1","612","107","120","999",\N
"K001","1","2021-06-28 15:25:51.365000","1","1","381","107","120","999",\N
"K001","4","2021-06-28 15:25:51.055000","1","4","72","57","0","0",\N
"K001","1","2021-06-28 15:25:51.055000","1","1","361","107","120","999",\N
"K001","4","2021-06-28 15:25:50.755000","1","4","60","0","0","0",\N
"K001","1","2021-06-28 15:25:50.755000","1","1","452","107","120","999",\N
"K001","1","2021-06-28 15:25:50.468000","1","1","422","107","120","999",\N
"K001","1","2021-06-28 15:25:50.185000","1","1","267","107","120","999",\N
"K001","1","2021-06-28 15:25:49.783000","1","1","158","107","120","999",\N
