board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc
K001,3,07:59.3,1,3,113,814,55,59,\N
K001,1,07:59.3,1,1,0,0,0,55,\N
K001,3,07:59.0,1,3,352,999,77,70,\N
K001,2,07:59.0,1,2,63,0,0,0,\N
K001,1,07:59.0,1,1,0,0,0,55,\N
K001,3,07:58.7,1,3,617,999,96,69,\N
K001,1,07:58.7,1,1,0,0,0,55,\N
K001,3,07:58.4,1,3,181,999,755,66,\N
K001,1,07:58.4,1,1,0,0,0,55,\N
K001,3,07:58.1,1,3,0,999,453,68,\N
K001,1,07:58.1,1,1,0,0,0,55,\N
K001,3,07:57.8,1,3,67,999,175,69,\N
K001,1,07:57.8,1,1,0,0,0,55,\N
K001,3,07:57.5,1,3,71,999,75,67,\N
K001,2,07:57.5,1,2,132,0,0,0,\N
K001,1,07:57.5,1,1,0,0,0,55,\N
K001,3,07:57.2,1,3,0,999,76,69,\N
K001,2,07:57.2,1,2,100,0,0,0,\N
K001,1,07:57.2,1,1,0,0,0,55,\N
K001,3,07:56.9,1,3,74,999,76,69,\N
K001,2,07:56.9,1,2,137,0,0,0,\N
K001,1,07:56.9,1,1,0,0,0,54,\N
K001,3,07:56.5,1,3,85,999,76,69,\N
K001,2,07:56.5,1,2,162,0,0,0,\N
K001,1,07:56.5,1,1,0,0,0,55,\N
K001,3,07:56.2,1,3,80,999,76,69,\N
K001,2,07:56.2,1,2,176,0,0,0,\N
K001,1,07:56.2,1,1,0,0,0,55,\N
K001,3,07:55.9,1,3,71,999,76,69,\N
K001,2,07:55.9,1,2,186,0,0,0,\N
K001,1,07:55.9,1,1,0,0,0,55,\N
K001,3,07:55.6,1,3,92,999,76,69,\N
K001,2,07:55.6,1,2,65,0,0,0,\N
K001,1,07:55.6,1,1,0,0,0,54,\N
K001,3,07:55.3,1,3,98,999,76,69,\N
K001,2,07:55.3,1,2,0,0,0,74,\N
K001,1,07:55.3,1,1,0,0,0,54,\N
K001,3,07:55.0,1,3,99,999,75,68,\N
K001,2,07:55.0,1,2,0,0,0,79,\N
K001,1,07:55.0,1,1,0,0,0,54,\N
K001,3,07:54.7,1,3,94,999,75,68,\N
K001,2,07:54.7,1,2,0,65,0,51,\N
K001,1,07:54.7,1,1,0,0,0,54,\N
K001,3,07:54.4,1,3,72,999,83,70,\N
K001,1,07:54.4,1,1,0,0,0,54,\N
K001,3,07:54.1,1,3,90,999,75,69,\N
K001,1,07:54.1,1,1,0,0,0,54,\N
K001,3,07:53.8,1,3,283,999,73,69,\N
K001,1,07:53.8,1,1,0,0,0,55,\N
K001,3,07:53.4,1,3,51,999,77,69,\N
K001,2,07:53.4,1,2,69,0,0,0,\N
K001,1,07:53.4,1,1,0,0,0,55,\N
K001,3,07:53.2,1,3,82,999,413,69,\N
K001,1,07:53.2,1,1,0,0,0,55,\N
K001,3,07:53.1,1,3,100,999,816,68,\N
K001,1,07:53.1,1,1,0,0,0,54,\N
K001,3,07:52.5,1,3,101,999,999,69,\N
K001,1,07:52.5,1,1,0,0,0,54,\N
