TIME,Base,Minor,Rssi
30:43.5,29,29,-53
30:43.5,29,28,-54
30:43.5,29,47,-58
30:43.5,29,30,-63
30:43.5,29,35,-65
30:43.5,29,37,-65
30:43.5,29,52,-65
30:43.5,29,26,-66
30:43.5,29,53,-67
30:43.5,29,55,-67
30:43.5,29,41,-67
30:43.5,29,49,-68
30:43.5,29,54,-70
30:43.5,29,59,-71
30:43.5,29,60,-71
30:43.5,29,50,-74
30:43.5,29,23,-79
30:43.6,29,27,-57
30:43.6,29,47,-58
30:43.6,29,48,-61
30:43.6,29,52,-66
30:43.6,29,26,-66
30:43.6,29,37,-67
30:43.6,29,53,-68
30:43.6,29,55,-68
30:43.6,29,23,-68
30:43.6,29,56,-69
30:43.6,29,50,-70
30:43.6,29,58,-71
30:43.6,29,34,-74
30:43.6,29,33,-85
30:43.7,29,29,-53
30:43.7,29,27,-54
30:43.7,29,25,-54
30:43.7,29,47,-61
30:43.7,29,26,-63
30:43.7,29,35,-64
30:43.7,29,46,-65
30:43.7,29,37,-66
30:43.7,29,36,-66
30:43.7,29,41,-66
30:43.7,29,55,-67
30:43.7,29,38,-67
30:43.7,29,57,-67
30:43.7,29,42,-67
30:43.7,29,45,-67
30:43.7,29,58,-69
30:43.7,29,44,-71
30:43.7,29,40,-73
30:43.7,29,43,-79
30:43.8,29,27,-51
30:43.8,29,29,-53
30:43.8,29,26,-60
30:43.8,29,28,-61
30:43.8,29,49,-62
30:43.8,29,32,-63
30:43.8,29,35,-64
30:43.8,29,48,-64
30:43.8,29,55,-65
30:43.8,29,38,-66
30:43.8,29,52,-67
30:43.8,29,36,-68
30:43.8,29,34,-70
30:43.8,29,51,-71
30:43.8,29,40,-73
30:43.8,29,59,-74
30:43.8,29,33,-82
30:43.9,29,27,-54
30:43.9,29,30,-59
30:43.9,29,47,-59
30:43.9,29,26,-61
30:43.9,29,49,-62
30:43.9,29,57,-65
30:43.9,29,56,-65
30:43.9,29,41,-65
30:43.9,29,45,-65
30:43.9,29,24,-66
30:43.9,29,55,-69
30:43.9,29,42,-69
30:43.9,29,46,-69
30:43.9,29,39,-71
30:43.9,29,33,-76
30:44.0,29,28,-53
30:44.0,29,29,-57
30:44.0,29,27,-60
30:44.0,29,50,-64
30:44.0,29,31,-67
30:44.0,29,36,-67
30:44.0,29,45,-72
30:44.0,29,46,-75
30:44.0,29,40,-78
30:44.0,29,26,-78
30:44.1,29,25,-54
30:44.1,29,48,-57
30:44.1,29,27,-58
30:44.1,29,30,-61
30:44.1,29,52,-61
30:44.1,29,31,-66
30:44.1,29,32,-67
30:44.1,29,56,-67
30:44.1,29,37,-70
30:44.1,29,40,-70
30:44.1,29,58,-71
30:44.1,29,54,-77
30:44.1,29,26,-77
30:44.1,29,46,-79
30:44.1,29,33,-80
30:44.2,29,48,-58
30:44.2,29,25,-59
30:44.2,29,47,-60
30:44.2,29,43,-63
30:44.2,29,24,-64
30:44.2,29,30,-65
30:44.2,29,53,-66
30:44.2,29,32,-67
30:44.2,29,56,-67
30:44.2,29,21,-67
30:44.2,29,34,-69
30:44.2,29,58,-70
30:44.2,29,33,-74
30:44.2,29,44,-75
30:44.2,29,59,-81
30:44.2,29,23,-82
30:44.3,29,28,-56
30:44.3,29,48,-58
30:44.3,29,43,-60
30:44.3,29,52,-62
30:44.3,29,26,-63
30:44.3,29,31,-64
30:44.3,29,53,-65
30:44.3,29,32,-66
30:44.3,29,23,-66
30:44.3,29,42,-67
30:44.3,29,56,-68
30:44.3,29,25,-69
30:44.3,29,34,-73
30:44.3,29,58,-74
30:44.4,29,28,-57
30:44.4,29,48,-58
30:44.4,29,52,-59
30:44.4,29,31,-60
30:44.4,29,47,-60
30:44.4,29,32,-64
30:44.4,29,30,-66
30:44.4,29,40,-66
30:44.4,29,27,-66
30:44.4,29,23,-66
30:44.4,29,42,-68
30:44.4,29,25,-69
30:44.4,29,33,-71
30:44.4,29,57,-71
30:44.4,29,46,-73
30:44.5,29,28,-53
30:44.5,29,48,-58
30:44.5,29,47,-58
30:44.5,29,52,-60
30:44.5,29,24,-63
30:44.5,29,32,-64
30:44.5,29,26,-65
30:44.5,29,38,-67
30:44.5,29,25,-68
30:44.5,29,57,-70
30:44.5,29,46,-74
30:44.5,29,41,-76
30:44.6,29,47,-58
30:44.6,29,31,-60
30:44.6,29,52,-60
30:44.6,29,43,-60
30:44.6,29,30,-61
30:44.6,29,53,-64
30:44.6,29,32,-64
30:44.6,29,25,-64
30:44.6,29,35,-65
30:44.6,29,56,-66
30:44.6,29,51,-66
30:44.6,29,50,-67
30:44.6,29,27,-67
30:44.6,29,37,-68
30:44.6,29,34,-71
30:44.6,29,46,-74
30:44.7,29,47,-59
30:44.7,29,31,-60
30:44.7,29,43,-60
30:44.7,29,25,-60
30:44.7,29,30,-64
30:44.7,29,32,-64
30:44.7,29,35,-65
30:44.7,29,56,-65
30:44.7,29,33,-66
30:44.7,29,54,-66
30:44.7,29,21,-67
30:44.7,29,40,-69
30:44.7,29,34,-70
30:44.7,29,37,-71
30:44.7,29,23,-75
30:44.7,29,46,-76
30:44.8,29,28,-52
30:44.8,29,48,-58
30:44.8,29,47,-58
30:44.8,29,52,-60
30:44.8,29,43,-61
30:44.8,29,49,-61
30:44.8,29,30,-63
30:44.8,29,32,-64
30:44.8,29,56,-65
30:44.8,29,60,-67
30:44.8,29,33,-69
30:44.8,29,45,-69
30:44.8,29,37,-70
30:44.8,29,23,-71
30:44.8,29,44,-72
30:44.8,29,21,-73
30:44.8,29,58,-74
30:44.8,29,46,-75
30:44.9,29,28,-53
30:44.9,29,29,-54
30:44.9,29,31,-60
30:44.9,29,25,-60
30:44.9,29,49,-62
30:44.9,29,24,-62
30:44.9,29,51,-63
30:44.9,29,56,-66
30:44.9,29,21,-69
30:44.9,29,50,-69
30:44.9,29,37,-71
30:44.9,29,58,-73
30:44.9,29,44,-73
30:45.0,29,28,-52
30:45.0,29,29,-54
30:45.0,29,47,-58
30:45.0,29,31,-60
30:45.0,29,49,-62
30:45.0,29,24,-62
30:45.0,29,51,-63
30:45.0,29,53,-64
30:45.0,29,54,-64
30:45.0,29,32,-64
30:45.0,29,56,-66
30:45.0,29,36,-66
30:45.0,29,35,-67
30:45.0,29,33,-68
30:45.0,29,39,-68
30:45.0,29,34,-69
30:45.0,29,45,-69
30:45.0,29,46,-71
30:45.0,29,55,-78
30:45.1,29,29,-55
30:45.1,29,47,-59
30:45.1,29,52,-60
30:45.1,29,30,-62
30:45.1,29,24,-63
30:45.1,29,54,-64
30:45.1,29,27,-65
30:45.1,29,59,-66
30:45.1,29,50,-66
30:45.1,29,36,-67
30:45.1,29,26,-67
30:45.1,29,34,-70
30:45.1,29,23,-70
30:45.1,29,45,-73
30:45.1,29,58,-76
30:45.2,29,28,-55
30:45.2,29,25,-57
30:45.2,29,52,-59
30:45.2,29,33,-60
30:45.2,29,27,-60
30:45.2,29,30,-61
30:45.2,29,51,-63
30:45.2,29,48,-63
30:45.2,29,49,-64
30:45.2,29,53,-66
30:45.2,29,22,-66
30:45.2,29,44,-70
30:45.2,29,36,-71
30:45.2,29,43,-77
30:45.2,29,38,-78
30:45.3,29,29,-50
30:45.3,29,52,-58
30:45.3,29,25,-58
30:45.3,29,47,-59
30:45.3,29,33,-60
30:45.3,29,24,-60
30:45.3,29,53,-66
30:45.3,29,55,-67
30:45.3,29,41,-67
30:45.3,29,22,-67
30:45.3,29,23,-67
30:45.3,29,44,-69
30:45.3,29,32,-70
30:45.3,29,58,-70
30:45.3,29,36,-70
30:45.3,29,43,-74
30:45.3,29,40,-74
30:45.4,29,29,-50
30:45.4,29,31,-57
30:45.4,29,33,-60
30:45.4,29,27,-60
30:45.4,29,24,-60
30:45.4,29,30,-62
30:45.4,29,54,-64
30:45.4,29,37,-65
30:45.4,29,45,-65
30:45.4,29,46,-66
30:45.4,29,57,-67
30:45.4,29,22,-67
30:45.4,29,44,-69
30:45.4,29,32,-70
30:45.4,29,59,-70
30:45.4,29,40,-73
30:45.4,29,60,-77
30:45.4,29,38,-78
30:45.6,29,52,-59
30:45.6,29,24,-60
30:45.6,29,54,-64
30:45.6,29,49,-64
30:45.6,29,41,-68
30:45.6,29,50,-69
30:45.6,29,59,-70
30:45.6,29,44,-70
30:45.6,29,32,-72
30:45.6,29,60,-80
30:45.7,29,29,-51
30:45.7,29,28,-55
30:45.7,29,27,-59
30:45.7,29,48,-62
30:45.7,29,54,-64
30:45.7,29,55,-65
30:45.7,29,50,-67
30:45.7,29,41,-68
30:45.7,29,34,-71
30:45.7,29,43,-73
30:45.7,29,38,-78
30:45.7,29,60,-79
30:45.7,29,21,-82
30:45.8,29,29,-51
30:45.8,29,25,-57
30:45.8,29,24,-61
30:45.8,29,53,-66
30:45.8,29,57,-67
30:45.8,29,56,-67
30:45.8,29,23,-67
30:45.8,29,44,-69
30:45.8,29,59,-71
30:45.8,29,32,-73
30:45.8,29,36,-73
30:45.8,29,38,-79
30:45.8,29,60,-81
30:45.9,29,29,-51
30:45.9,29,28,-56
30:45.9,29,25,-57
30:45.9,29,27,-59
30:45.9,29,52,-60
30:45.9,29,51,-60
30:45.9,29,24,-61
30:45.9,29,55,-65
30:45.9,29,37,-66
30:45.9,29,58,-66
30:45.9,29,41,-66
30:45.9,29,23,-67
30:45.9,29,57,-68
30:45.9,29,56,-69
30:45.9,29,44,-69
30:45.9,29,21,-73
30:45.9,29,43,-75
30:45.9,29,40,-79
30:46.0,29,29,-51
30:46.0,29,28,-56
30:46.0,29,25,-57
30:46.0,29,52,-59
30:46.0,29,27,-59
30:46.0,29,51,-60
30:46.0,29,30,-61
30:46.0,29,24,-61
30:46.0,29,49,-64
30:46.0,29,45,-64
30:46.0,29,42,-65
30:46.0,29,37,-66
30:46.0,29,22,-66
30:46.0,29,26,-67
30:46.0,29,34,-71
30:46.0,29,43,-75
30:46.0,29,40,-79
30:46.0,29,39,-80
