board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,avg
K005,4,12:28.6,1,20,535,534,999,134,550.5
K005,1,12:28.6,1,17,451,0,144,999,398.5
K004,4,12:28.4,1,16,0,62,0,0,15.5
K004,1,12:28.4,1,13,64,0,0,0,16
K002,1,12:28.3,1,5,57,0,0,0,14.25
K005,4,12:28.3,1,20,0,57,124,57,59.5
K005,1,12:28.3,1,17,999,0,250,999,562
K003,4,12:28.1,1,12,0,52,0,0,13
K004,4,12:28.1,1,16,0,73,0,0,18.25
K004,1,12:28.1,1,13,68,0,0,0,17
K002,1,12:28.0,1,5,57,0,0,0,14.25
K005,4,12:28.0,1,20,0,58,90,0,37
K005,1,12:28.0,1,17,999,0,228,999,556.5
K003,4,12:27.8,1,12,0,55,0,0,13.75
K004,4,12:27.8,1,16,0,80,0,0,20
K004,1,12:27.8,1,13,71,0,0,0,17.75
K002,1,12:27.7,1,5,57,0,0,0,14.25
K005,4,12:27.7,1,20,0,56,87,0,35.75
K005,1,12:27.7,1,17,999,0,169,999,541.75
K003,4,12:27.5,1,12,0,59,0,0,14.75
K004,4,12:27.5,1,16,0,640,948,167,438.75
K004,1,12:27.5,1,13,70,0,0,0,17.5
K002,1,12:27.4,1,5,58,0,0,0,14.5
K005,4,12:27.4,1,20,0,51,52,0,25.75
K005,1,12:27.4,1,17,692,0,0,859,387.75
K003,4,12:27.2,1,12,0,62,0,0,15.5
K004,4,12:27.2,1,16,308,999,999,713,754.75
K004,1,12:27.2,1,13,87,0,0,0,21.75
K002,1,12:27.1,1,5,58,0,0,0,14.5
K003,4,12:26.9,1,12,0,69,0,0,17.25
K004,4,12:26.8,1,16,695,999,999,794,871.75
K004,1,12:26.8,1,13,116,0,0,0,29
K002,1,12:26.8,1,5,58,0,0,0,14.5
K003,4,12:26.6,1,12,0,75,0,0,18.75
K004,4,12:26.5,1,16,622,999,999,665,821.25
K004,1,12:26.5,1,13,192,0,74,0,66.5
K002,1,12:26.5,1,5,58,0,0,0,14.5
K003,4,12:26.2,1,12,0,96,0,0,24
K004,4,12:26.2,1,16,210,166,337,123,209
K004,1,12:26.2,1,13,999,0,867,999,716.25
K002,1,12:26.2,1,5,58,0,0,0,14.5
K003,4,12:26.0,1,12,0,119,0,0,29.75
K004,4,12:25.9,1,16,0,0,0,52,13
K004,1,12:25.9,1,13,999,160,754,688,650.25
K002,1,12:25.9,1,5,59,0,0,0,14.75
K003,4,12:25.6,1,12,0,150,0,0,37.5
K004,4,12:25.6,1,16,0,0,0,54,13.5
K004,1,12:25.6,1,13,999,222,751,627,649.75
K002,1,12:25.6,1,5,59,0,0,0,14.75
K003,4,12:25.3,1,12,0,279,0,66,86.25
K004,4,12:25.3,1,16,0,0,0,51,12.75
K004,1,12:25.3,1,13,999,258,572,525,588.5
K002,1,12:25.3,1,5,60,0,0,0,15
K003,4,12:25.0,1,12,0,999,999,507,626.25
K002,1,12:25.0,1,5,60,0,0,0,15
K003,4,12:24.7,1,12,143,999,999,698,709.75
K003,1,12:24.7,1,9,59,0,0,0,14.75
K002,1,12:24.7,1,5,61,0,0,0,15.25
K002,1,12:24.4,1,5,62,0,0,0,15.5
K003,4,12:24.4,1,12,293,999,903,969,791
K003,1,12:24.4,1,9,59,0,0,0,14.75
K002,1,12:24.1,1,5,63,0,0,0,15.75
K003,4,12:24.1,1,12,268,999,864,999,782.5
K003,1,12:24.1,1,9,54,0,0,0,13.5
K002,1,12:23.8,1,5,64,0,0,0,16
K003,4,12:23.8,1,12,257,999,285,370,477.75
K003,1,12:23.8,1,9,341,121,171,999,408
K002,1,12:23.5,1,5,66,52,0,0,29.5
K003,4,12:23.5,1,12,0,0,0,90,22.5
K003,1,12:23.5,1,9,999,114,463,999,643.75
K002,4,12:23.1,1,8,0,0,70,0,17.5
K002,1,12:23.1,1,5,68,53,0,0,30.25
K003,4,12:23.1,1,12,0,0,0,96,24
K003,1,12:23.1,1,9,999,107,211,999,579
K002,4,12:22.8,1,8,0,0,316,242,139.5
K002,1,12:22.8,1,5,72,55,0,0,31.75
K003,1,12:22.6,1,9,741,0,93,333,291.75
K002,4,12:22.5,1,8,0,851,999,999,712.25
K002,1,12:22.5,1,5,82,55,0,0,34.25
K002,4,12:22.2,1,8,428,999,999,999,856.25
K002,1,12:22.2,1,5,91,57,0,0,37
K002,4,12:21.9,1,8,312,999,999,999,827.25
K002,1,12:21.9,1,5,101,64,0,0,41.25
K002,4,12:21.6,1,8,239,999,999,711,737
K002,1,12:21.6,1,5,357,101,99,999,389
K002,4,12:21.3,1,8,0,0,0,80,20
K002,1,12:21.3,1,5,999,115,562,999,668.75
K002,1,12:21.0,1,5,999,67,276,968,577.5
K001,4,12:20.8,1,4,0,369,798,0,291.75
K001,4,12:20.5,1,4,0,999,999,501,624.75
K001,1,12:20.5,1,1,57,0,0,0,14.25
K001,4,12:20.1,1,4,249,999,999,484,682.75
K001,1,12:20.1,1,1,71,0,0,0,17.75
K001,4,12:19.8,1,4,166,999,999,315,619.75
K001,1,12:19.8,1,1,177,0,97,58,83
K001,4,12:19.5,1,4,90,221,258,53,155.5
K001,1,12:19.5,1,1,999,782,999,999,944.75
K001,1,12:19.2,1,1,999,999,999,999,999
K001,1,12:19.0,1,1,999,785,999,999,945.5
K001,1,12:18.6,1,1,999,777,758,999,883.25
K002,1,12:15.9,1,5,52,0,0,0,13
K005,4,12:07.7,1,20,141,0,0,243,96
K005,4,12:07.4,1,20,999,0,81,999,519.75
K005,4,12:07.1,1,20,999,0,0,999,499.5
K005,4,12:06.8,1,20,999,0,112,999,527.5
K005,4,12:06.5,1,20,999,134,183,999,578.75
K005,4,12:06.1,1,20,999,135,80,999,553.25
K005,1,12:06.1,1,17,58,0,115,154,81.75
K005,4,12:05.8,1,20,100,0,0,0,25
K005,1,12:05.8,1,17,844,0,939,485,567
K004,4,12:05.6,1,16,0,0,0,54,13.5
K005,4,12:05.5,1,20,0,0,58,0,14.5
K005,1,12:05.5,1,17,580,0,999,856,608.75
K004,4,12:05.3,1,16,0,0,0,65,16.25
K004,1,12:05.3,1,13,51,0,0,0,12.75
K004,4,12:05.0,1,16,0,0,0,90,22.5
K004,1,12:05.0,1,13,52,0,0,0,13
K005,4,12:04.8,1,20,0,0,60,0,15
K005,1,12:04.8,1,17,473,0,999,651,530.75
K004,4,12:04.7,1,16,0,0,0,263,65.75
K004,1,12:04.7,1,13,54,0,0,0,13.5
K005,1,12:04.5,1,17,451,0,530,242,305.75
K004,4,12:04.4,1,16,999,114,503,999,653.75
K004,1,12:04.4,1,13,54,0,0,0,13.5
K004,4,12:04.1,1,16,999,247,699,999,736
K004,1,12:04.1,1,13,58,0,0,0,14.5
K005,4,12:03.9,1,20,0,0,51,0,12.75
K004,4,12:03.8,1,16,999,335,841,999,793.5
K004,1,12:03.8,1,13,59,0,55,0,28.5
K004,4,12:03.4,1,16,999,482,826,999,826.5
K004,1,12:03.4,1,13,67,0,74,0,35.25
K004,4,12:03.1,1,16,999,291,472,999,690.25
K004,1,12:03.1,1,13,74,0,105,0,44.75
K004,4,12:02.8,1,16,999,288,420,999,676.5
K004,1,12:02.8,1,13,144,194,999,0,334.25
K003,4,12:02.7,1,12,0,54,0,0,13.5
K004,1,12:02.5,1,13,574,999,999,79,662.75
K003,4,12:02.4,1,12,0,61,0,52,28.25
K004,1,12:02.2,1,13,984,999,999,0,745.5
K003,4,12:02.1,1,12,0,79,0,54,33.25
K004,1,12:01.9,1,13,999,999,999,0,749.25
K003,4,12:01.8,1,12,0,73,0,77,37.5
K004,1,12:01.6,1,13,934,999,999,0,733
K003,4,12:01.5,1,12,0,83,0,95,44.5
K004,1,12:01.3,1,13,905,999,999,0,725.75
K003,4,12:01.2,1,12,0,122,0,275,99.25
K004,1,12:01.0,1,13,605,787,903,0,573.75
K003,4,12:00.9,1,12,999,444,0,999,610.5
K004,1,12:00.7,1,13,80,0,0,0,20
K003,4,12:00.6,1,12,999,810,152,999,740
K003,4,12:00.4,1,12,999,750,181,999,732.25
K004,1,12:00.3,1,13,55,0,0,0,13.75
K003,4,12:00.0,1,12,999,818,154,999,742.5
K004,1,12:00.0,1,13,58,0,0,0,14.5
K003,4,11:59.8,1,12,999,980,0,999,744.5
K003,1,11:59.8,1,9,0,179,137,71,96.75
K003,4,11:59.6,1,12,532,370,0,289,297.75
K003,1,11:59.6,1,9,608,999,999,238,711
K003,4,11:59.4,1,12,0,54,0,0,13.5
K003,1,11:59.4,1,9,999,999,949,99,761.5
K003,1,11:58.7,1,9,893,999,999,401,823
K003,1,11:58.4,1,9,784,999,999,262,761
K002,4,11:58.3,1,8,0,0,0,58,14.5
K003,4,11:58.1,1,12,0,0,0,55,13.75
K003,1,11:58.1,1,9,685,999,999,270,738.25
K002,4,11:58.0,1,8,0,0,0,69,17.25
K003,4,11:57.8,1,12,0,0,0,52,13
K003,1,11:57.8,1,9,921,999,999,244,790.75
K002,4,11:57.7,1,8,65,0,60,167,73
K003,1,11:57.5,1,9,659,999,601,120,594.75
K002,4,11:57.4,1,8,999,276,327,999,650.25
K003,1,11:57.2,1,9,51,0,0,0,12.75
K002,4,11:57.1,1,8,999,999,418,999,853.75
K002,4,11:56.8,1,8,999,999,251,999,812
K002,1,11:56.8,1,5,55,0,0,0,13.75
K002,4,11:56.5,1,8,999,998,910,999,976.5
K002,4,11:56.2,1,8,999,999,592,999,897.25
K002,1,11:56.2,1,5,51,0,0,0,12.75
K002,4,11:55.9,1,8,999,999,310,999,826.75
K002,1,11:55.9,1,5,59,0,0,0,14.75
K002,4,11:55.6,1,8,999,999,204,999,800.25
K002,1,11:55.6,1,5,99,115,194,0,102
K002,4,11:55.2,1,8,870,387,0,263,380
K002,1,11:55.2,1,5,836,999,999,541,843.75
K002,1,11:54.9,1,5,999,999,999,401,849.5
K002,1,11:54.6,1,5,999,999,999,60,764.25
K002,1,11:54.3,1,5,999,999,999,248,811.25
K001,4,11:54.1,1,4,105,0,147,307,139.75
K002,1,11:54.0,1,5,999,999,846,183,756.75
K001,4,11:53.8,1,4,90,0,65,251,101.5
K002,1,11:53.7,1,5,999,999,961,159,779.5
K001,4,11:53.5,1,4,422,61,320,750,388.25
K002,1,11:53.4,1,5,869,999,634,0,625.5
K001,4,11:53.2,1,4,999,468,999,999,866.25
K002,1,11:53.1,1,5,74,130,0,0,51
K001,4,11:52.9,1,4,999,784,999,999,945.25
K001,4,11:52.5,1,4,999,877,999,999,968.5
K001,4,11:52.2,1,4,999,999,999,999,999
K001,4,11:51.9,1,4,999,999,988,999,996.25
K001,4,11:51.6,1,4,999,999,653,999,912.5
K001,1,11:51.6,1,1,54,0,60,0,28.5
K001,4,11:51.3,1,4,999,999,494,999,872.75
K001,1,11:51.3,1,1,69,0,86,0,38.75
K001,4,11:51.0,1,4,999,999,431,612,760.25
K001,1,11:51.0,1,1,221,999,563,240,505.75
K001,1,11:50.6,1,1,999,999,999,607,901
K001,1,11:50.3,1,1,999,999,999,690,921.75
K001,1,11:50.0,1,1,999,999,999,734,932.75
K001,1,11:49.7,1,1,999,999,999,672,917.25
K001,1,11:49.4,1,1,278,602,0,59,234.75
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
