TIME,Base,Minor,Rssi
2021-08-03 15:53:47.397,34,31,-55.0
2021-08-03 15:53:47.600,34,31,-55.0
2021-08-03 15:53:47.801,34,29,-53.0
2021-08-03 15:53:48.004,34,29,-47.0
2021-08-03 15:53:48.208,34,29,-46.0
2021-08-03 15:53:48.411,34,29,-47.0
2021-08-03 15:53:48.614,34,29,-51.0
2021-08-03 15:53:48.817,34,29,-49.0
2021-08-03 15:53:49.020,34,29,-51.0
2021-08-03 15:53:49.224,34,52,-53.0
2021-08-03 15:53:49.427,34,29,-47.0
2021-08-03 15:53:49.631,34,48,-55.0
2021-08-03 15:53:49.835,34,29,-45.0
2021-08-03 15:53:50.038,34,35,-50.0
2021-08-03 15:53:50.240,34,29,-45.0
2021-08-03 15:53:50.442,34,29,-45.0
2021-08-03 15:53:50.645,34,35,-50.0
2021-08-03 15:53:50.847,34,29,-45.0
2021-08-03 15:53:51.049,34,35,-50.0
2021-08-03 15:53:51.252,34,35,-50.0
2021-08-03 15:53:51.455,34,29,-45.0
2021-08-03 15:53:51.658,34,29,-45.0
2021-08-03 15:53:51.861,34,29,-45.0
2021-08-03 15:53:52.063,34,29,-45.0
2021-08-03 15:53:52.265,34,29,-45.0
2021-08-03 15:53:52.470,34,29,-45.0
2021-08-03 15:53:52.673,34,35,-50.0
2021-08-03 15:53:52.876,34,35,-50.0
2021-08-03 15:53:53.079,34,29,-45.0
2021-08-03 15:53:53.280,34,29,-45.0
2021-08-03 15:53:53.482,34,35,-50.0
2021-08-03 15:53:53.686,34,29,-45.0
2021-08-03 15:53:53.889,34,29,-46.0
2021-08-03 15:53:54.092,34,29,-46.0
2021-08-03 15:53:54.294,34,29,-46.0
2021-08-03 15:53:54.497,34,29,-46.0
2021-08-03 15:53:54.700,34,29,-46.0
2021-08-03 15:53:54.905,34,29,-46.0
2021-08-03 15:53:55.108,34,29,-47.0
2021-08-03 15:53:55.311,34,29,-46.0
2021-08-03 15:53:55.513,34,29,-46.0
2021-08-03 15:53:55.715,34,29,-46.0
2021-08-03 15:53:55.917,34,29,-46.0
2021-08-03 15:53:56.119,34,29,-46.0
2021-08-03 15:53:56.321,34,29,-47.0
2021-08-03 15:53:56.525,34,29,-47.0
2021-08-03 15:53:56.729,34,29,-47.0
2021-08-03 15:53:56.932,34,29,-46.0
2021-08-03 15:53:57.136,34,29,-46.0
2021-08-03 15:53:57.343,34,29,-46.0
2021-08-03 15:53:57.546,34,35,-51.0
2021-08-03 15:53:57.748,34,35,-51.0
2021-08-03 15:53:57.951,34,29,-46.0
2021-08-03 15:53:58.154,34,29,-48.0
2021-08-03 15:53:58.357,34,29,-48.0
2021-08-03 15:53:58.560,34,29,-48.0
2021-08-03 15:53:58.763,34,29,-47.0
2021-08-03 15:53:58.967,34,29,-48.0
2021-08-03 15:53:59.170,34,29,-48.0
2021-08-03 15:53:59.374,34,29,-48.0
2021-08-03 15:53:59.578,34,48,-54.0
2021-08-03 15:53:59.784,34,29,-48.0
2021-08-03 15:53:59.994,34,29,-48.0
2021-08-03 15:54:00.198,34,29,-48.0
2021-08-03 15:54:00.401,34,29,-48.0
2021-08-03 15:54:00.605,34,29,-48.0
2021-08-03 15:54:00.827,34,29,-48.0
2021-08-03 15:54:01.029,34,29,-48.0
2021-08-03 15:54:01.233,34,29,-48.0
2021-08-03 15:54:01.435,34,48,-54.0
2021-08-03 15:54:01.642,34,29,-48.0
2021-08-03 15:54:01.850,34,29,-48.0
2021-08-03 15:54:02.053,34,29,-45.0
2021-08-03 15:54:02.256,34,35,-51.0
2021-08-03 15:54:02.458,34,31,-52.0
2021-08-03 15:54:02.662,34,35,-50.0
2021-08-03 15:54:02.866,34,29,-45.0
2021-08-03 15:54:03.072,34,29,-45.0
2021-08-03 15:54:03.277,34,29,-45.0
2021-08-03 15:54:03.480,34,29,-45.0
2021-08-03 15:54:03.688,34,35,-50.0
2021-08-03 15:54:03.892,34,29,-45.0
2021-08-03 15:54:04.096,34,29,-46.0
2021-08-03 15:54:04.299,34,52,-51.0
2021-08-03 15:54:04.505,34,29,-45.0
2021-08-03 15:54:04.712,34,29,-45.0
2021-08-03 15:54:04.915,34,29,-45.0
2021-08-03 15:54:05.118,34,35,-50.0
2021-08-03 15:54:05.330,34,29,-45.0
2021-08-03 15:54:05.535,34,29,-45.0
2021-08-03 15:54:05.741,34,29,-45.0
2021-08-03 15:54:05.944,34,29,-45.0
2021-08-03 15:54:06.147,34,29,-46.0
2021-08-03 15:54:06.352,34,29,-46.0
2021-08-03 15:54:06.555,34,29,-46.0
2021-08-03 15:54:06.757,34,29,-46.0
2021-08-03 15:54:06.960,34,29,-46.0
2021-08-03 15:54:07.163,34,35,-51.0
2021-08-03 15:54:07.365,34,29,-46.0
2021-08-03 15:54:07.570,34,29,-46.0
2021-08-03 15:54:07.775,34,29,-46.0
