board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc,insert_dt
K015,4,27:24.3,1,60,71,0,142,98,\N,27:24.8
K010,1,27:24.5,1,37,114,999,0,221,\N,27:24.8
K014,4,27:24.5,1,56,189,357,0,767,\N,27:24.8
K010,2,27:24.5,1,38,999,999,301,0,\N,27:24.8
K014,4,27:24.7,1,56,185,360,0,771,\N,27:24.8
K015,1,27:24.7,1,57,910,0,52,220,\N,27:24.8
K010,3,27:24.5,1,39,97,0,0,235,\N,27:24.8
K010,4,27:24.5,1,40,55,0,57,63,\N,27:24.8
K015,4,27:24.7,1,60,72,0,142,98,\N,27:24.8
K009,3,27:24.8,1,35,95,0,999,999,\N,27:24.8
K009,4,27:24.8,1,36,105,0,999,0,\N,27:24.8
K010,1,27:24.9,1,37,115,999,0,224,\N,27:25.2
K015,1,27:24.9,1,57,944,0,55,223,\N,27:25.2
K010,2,27:24.9,1,38,999,999,310,0,\N,27:25.2
K010,3,27:24.9,1,39,94,0,0,236,\N,27:25.2
K010,4,27:24.9,1,40,54,0,57,63,\N,27:25.2
K015,4,27:24.9,1,60,72,0,142,98,\N,27:25.2
K010,1,27:25.0,1,37,109,999,52,219,\N,27:25.2
K014,4,27:25.0,1,56,181,359,0,795,\N,27:25.2
K010,2,27:25.0,1,38,999,999,306,0,\N,27:25.2
K010,3,27:25.0,1,39,91,0,0,237,\N,27:25.2
K010,4,27:25.0,1,40,55,0,57,62,\N,27:25.2
K015,1,27:25.1,1,57,923,0,54,218,\N,27:25.2
K015,4,27:25.1,1,60,72,0,142,98,\N,27:25.2
K009,3,27:25.2,1,35,57,0,999,999,\N,27:25.5
K009,4,27:25.2,1,36,104,0,999,0,\N,27:25.5
K010,1,27:25.3,1,37,98,999,69,214,\N,27:25.5
K010,2,27:25.3,1,38,999,999,299,0,\N,27:25.5
K010,3,27:25.3,1,39,89,0,0,239,\N,27:25.5
K010,4,27:25.3,1,40,55,0,58,61,\N,27:25.5
K014,4,27:25.3,1,56,172,352,0,835,\N,27:25.5
K015,1,27:25.3,1,57,890,0,0,211,\N,27:25.5
K015,4,27:25.3,1,60,72,0,142,98,\N,27:25.5
K009,3,27:25.5,1,35,128,73,999,999,\N,27:25.5
K009,4,27:25.5,1,36,105,0,999,0,\N,27:25.5
K010,1,27:25.6,1,37,95,999,76,212,\N,27:26.0
K010,2,27:25.6,1,38,999,999,301,0,\N,27:26.0
K010,3,27:25.6,1,39,89,0,0,239,\N,27:26.0
K010,4,27:25.6,1,40,55,0,58,60,\N,27:26.0
K014,4,27:25.6,1,56,171,350,0,834,\N,27:26.0
K015,1,27:25.6,1,57,888,0,0,213,\N,27:26.0
K015,4,27:25.6,1,60,72,0,142,98,\N,27:26.0
K009,3,27:25.7,1,35,150,88,999,999,\N,27:26.0
K009,4,27:25.7,1,36,105,0,999,0,\N,27:26.0
K010,1,27:25.9,1,37,98,999,70,212,\N,27:26.0
K010,2,27:25.9,1,38,999,999,310,0,\N,27:26.0
K010,3,27:25.9,1,39,89,0,0,237,\N,27:26.0
K010,4,27:25.9,1,40,55,0,57,61,\N,27:26.0
K014,4,27:25.9,1,56,173,349,0,829,\N,27:26.0
K015,1,27:25.9,1,57,894,0,0,217,\N,27:26.0
K015,4,27:25.9,1,60,72,0,142,98,\N,27:26.3
K009,3,27:26.0,1,35,151,0,999,999,\N,27:26.3
K009,4,27:26.0,1,36,106,0,999,0,\N,27:26.3
K010,1,27:26.2,1,37,95,999,73,210,\N,27:26.3
K010,2,27:26.2,1,38,999,999,314,0,\N,27:26.3
K009,3,27:26.2,1,35,127,66,999,999,\N,27:26.3
K010,3,27:26.2,1,39,88,0,0,237,\N,27:26.3
K010,4,27:26.2,1,40,55,0,57,60,\N,27:26.3
K009,4,27:26.2,1,36,103,0,999,0,\N,27:26.3
K015,1,27:26.3,1,57,898,0,0,217,\N,27:26.3
K015,4,27:26.3,1,60,72,0,142,98,\N,27:26.3
K014,4,27:26.3,1,56,172,349,0,829,\N,27:26.3
K009,3,27:26.4,1,35,126,71,999,999,\N,27:26.8
K009,4,27:26.4,1,36,102,0,999,0,\N,27:26.8
K010,1,27:26.5,1,37,98,999,66,212,\N,27:26.8
K010,2,27:26.5,1,38,999,999,310,0,\N,27:26.8
K010,3,27:26.5,1,39,89,0,0,236,\N,27:26.8
K010,4,27:26.5,1,40,55,0,57,60,\N,27:26.8
K014,4,27:26.6,1,56,172,349,0,824,\N,27:26.8
K015,1,27:26.7,1,57,890,0,0,215,\N,27:26.8
K015,4,27:26.7,1,60,72,0,142,97,\N,27:26.8
K009,3,27:26.7,1,35,110,63,999,999,\N,27:26.8
K009,4,27:26.7,1,36,102,0,999,0,\N,27:26.8
K010,1,27:26.8,1,37,101,999,58,214,\N,27:27.2
K010,2,27:26.8,1,38,999,999,306,0,\N,27:27.2
K010,3,27:26.8,1,39,92,0,0,235,\N,27:27.2
K010,4,27:26.8,1,40,54,0,56,61,\N,27:27.2
K014,4,27:26.9,1,56,173,349,0,815,\N,27:27.2
K009,3,27:27.0,1,35,104,59,999,999,\N,27:27.2
K015,1,27:27.0,1,57,894,0,0,217,\N,27:27.2
K015,4,27:27.0,1,60,72,0,141,97,\N,27:27.2
K010,1,27:27.2,1,37,101,999,60,214,\N,27:27.2
K010,2,27:27.2,1,38,999,999,310,0,\N,27:27.2
K009,4,27:27.0,1,36,101,0,999,0,\N,27:27.7
K014,4,27:27.3,1,56,174,348,0,809,\N,27:27.7
K015,1,27:27.3,1,57,881,0,0,213,\N,27:27.7
K010,3,27:27.2,1,39,92,0,0,235,\N,27:27.7
K010,4,27:27.2,1,40,54,0,56,60,\N,27:27.7
K009,3,27:27.5,1,35,132,60,999,999,\N,27:27.7
K009,4,27:27.5,1,36,101,0,999,0,\N,27:27.7
K015,4,27:27.3,1,60,72,0,141,97,\N,27:27.7
K010,1,27:27.7,1,37,99,999,63,212,\N,27:27.7
K009,3,27:27.7,1,35,123,64,999,999,\N,27:28.0
K015,1,27:27.7,1,57,887,0,0,215,\N,27:28.0
K014,4,27:27.7,1,56,173,348,0,811,\N,27:28.0
K009,4,27:27.7,1,36,100,0,999,0,\N,27:28.0
K015,4,27:27.7,1,60,72,0,141,97,\N,27:28.0
K010,2,27:27.7,1,38,999,999,305,0,\N,27:28.0
K010,3,27:27.7,1,39,92,0,0,235,\N,27:28.0
K010,4,27:27.7,1,40,54,0,56,60,\N,27:28.0
K014,4,27:27.9,1,56,175,348,0,805,\N,27:28.0
K010,1,27:28.0,1,37,101,999,61,214,\N,27:28.0
K009,3,27:28.0,1,35,76,54,999,999,\N,27:28.0
K010,2,27:28.0,1,38,999,999,309,0,\N,27:28.0
K015,1,27:28.0,1,57,919,0,52,221,\N,27:28.0
K010,3,27:28.0,1,39,91,0,0,234,\N,27:28.0
K010,4,27:28.0,1,40,54,0,56,60,\N,27:28.0
K009,4,27:28.0,1,36,98,0,999,0,\N,27:28.4
K015,4,27:28.0,1,60,72,0,141,97,\N,27:28.4
K014,4,27:28.2,1,56,176,348,0,796,\N,27:28.4
K010,1,27:28.3,1,37,107,999,52,217,\N,27:28.4
K015,1,27:28.3,1,57,918,0,52,222,\N,27:28.4
K010,2,27:28.3,1,38,999,999,312,0,\N,27:28.4
K010,3,27:28.3,1,39,92,0,0,233,\N,27:28.4
K010,4,27:28.3,1,40,53,0,56,60,\N,27:28.4
K015,4,27:28.3,1,60,72,0,141,97,\N,27:28.4
K009,3,27:28.4,1,35,81,0,999,999,\N,27:28.8
K009,4,27:28.4,1,36,99,0,999,0,\N,27:28.8
K014,4,27:28.5,1,56,176,348,0,789,\N,27:28.8
K010,1,27:28.5,1,37,108,999,0,217,\N,27:28.8
K010,2,27:28.5,1,38,999,999,311,0,\N,27:28.8
K010,3,27:28.5,1,39,93,0,0,233,\N,27:28.8
K010,4,27:28.5,1,40,53,0,56,60,\N,27:28.8
K009,3,27:28.6,1,35,82,0,999,999,\N,27:28.8
K015,1,27:28.6,1,57,924,0,53,221,\N,27:28.8
K009,4,27:28.6,1,36,99,0,999,0,\N,27:28.8
K015,4,27:28.6,1,60,71,0,141,97,\N,27:28.8
K010,1,27:28.7,1,37,107,999,0,216,\N,27:28.8
K010,2,27:28.7,1,38,999,999,310,0,\N,27:28.8
K010,3,27:28.7,1,39,92,0,0,233,\N,27:28.8
K010,4,27:28.7,1,40,53,0,56,60,\N,27:28.8
K014,4,27:28.8,1,56,174,349,0,795,\N,27:29.2
K009,3,27:28.9,1,35,103,55,999,999,\N,27:29.2
K009,4,27:28.9,1,36,99,0,999,0,\N,27:29.2
K015,1,27:28.9,1,57,919,0,53,219,\N,27:29.2
K015,4,27:28.9,1,60,72,0,141,97,\N,27:29.2
K010,1,27:29.0,1,37,102,999,59,213,\N,27:29.2
K010,2,27:29.0,1,38,999,999,309,0,\N,27:29.2
K010,3,27:29.0,1,39,92,0,0,233,\N,27:29.2
K010,4,27:29.0,1,40,53,0,56,60,\N,27:29.2
K014,4,27:29.1,1,56,173,349,0,797,\N,27:29.2
K009,3,27:29.2,1,35,126,0,999,999,\N,27:29.6
K009,4,27:29.2,1,36,99,0,999,0,\N,27:29.6
K015,1,27:29.3,1,57,916,0,53,219,\N,27:29.6
K015,4,27:29.3,1,60,72,0,140,97,\N,27:29.6
K010,1,27:29.4,1,37,101,999,59,212,\N,27:29.6
K010,2,27:29.4,1,38,999,999,307,0,\N,27:29.6
K010,3,27:29.4,1,39,92,0,0,233,\N,27:29.6
K010,4,27:29.4,1,40,53,0,55,59,\N,27:29.6
K014,4,27:29.4,1,56,174,348,0,792,\N,27:29.6
K009,3,27:29.6,1,35,142,0,999,999,\N,27:29.6
K009,4,27:29.6,1,36,99,0,999,0,\N,27:29.6
K015,1,27:29.6,1,57,909,0,53,218,\N,27:30.0
K015,4,27:29.6,1,60,71,0,140,97,\N,27:30.0
K010,1,27:29.7,1,37,99,999,62,211,\N,27:30.0
K010,2,27:29.7,1,38,999,999,307,0,\N,27:30.0
K010,3,27:29.7,1,39,92,0,0,233,\N,27:30.0
K010,4,27:29.7,1,40,53,0,55,59,\N,27:30.0
K014,4,27:29.8,1,56,174,348,0,790,\N,27:30.0
K015,1,27:29.9,1,57,908,0,53,218,\N,27:30.0
K015,4,27:29.9,1,60,71,0,140,97,\N,27:30.0
K010,1,27:30.0,1,37,98,999,63,211,\N,27:30.0
K010,2,27:30.0,1,38,999,999,307,0,\N,27:30.0
K010,3,27:30.0,1,39,92,0,0,233,\N,27:30.0
K010,4,27:30.0,1,40,53,0,55,59,\N,27:30.0
K009,3,27:30.1,1,35,149,0,999,999,\N,27:30.5
K014,4,27:30.1,1,56,174,348,0,789,\N,27:30.5
K009,4,27:30.1,1,36,99,0,999,0,\N,27:30.5
K015,1,27:30.3,1,57,918,0,53,221,\N,27:30.5
K010,1,27:30.3,1,37,100,999,58,212,\N,27:30.5
K010,2,27:30.3,1,38,999,999,309,0,\N,27:30.5
K015,4,27:30.3,1,60,71,0,140,97,\N,27:30.5
K014,4,27:30.4,1,56,173,347,0,790,\N,27:30.5
K009,3,27:30.4,1,35,140,0,999,999,\N,27:30.5
K009,4,27:30.4,1,36,99,0,999,0,\N,27:30.9
K010,3,27:30.3,1,39,92,0,0,232,\N,27:30.9
K010,4,27:30.3,1,40,53,0,55,59,\N,27:30.9
K015,1,27:30.6,1,57,911,0,53,219,\N,27:30.9
K009,3,27:30.7,1,35,131,0,999,999,\N,27:30.9
K009,4,27:30.7,1,36,99,0,999,0,\N,27:30.9
K010,1,27:30.7,1,37,101,999,57,212,\N,27:30.9
K015,4,27:30.6,1,60,71,0,140,97,\N,27:30.9
K014,4,27:30.8,1,56,173,347,0,787,\N,27:30.9
K009,3,27:30.9,1,35,156,55,999,999,\N,27:30.9
K009,4,27:30.9,1,36,99,0,999,0,\N,27:30.9
K010,2,27:30.7,1,38,999,999,307,0,\N,27:31.3
K010,3,27:30.7,1,39,93,0,0,232,\N,27:31.3
K010,4,27:30.7,1,40,53,0,55,59,\N,27:31.3
K014,4,27:31.2,1,56,172,347,0,790,\N,27:31.3
K015,1,27:31.2,1,57,900,0,54,215,\N,27:31.3
K009,3,27:31.2,1,35,169,72,999,999,\N,27:31.3
K009,4,27:31.2,1,36,99,0,999,0,\N,27:31.3
K015,4,27:31.2,1,60,72,0,140,96,\N,27:31.3
K010,1,27:31.3,1,37,97,999,63,209,\N,27:31.3
K010,2,27:31.3,1,38,999,999,303,0,\N,27:31.3
K010,3,27:31.3,1,39,92,0,0,232,\N,27:31.3
K010,4,27:31.3,1,40,53,0,55,59,\N,27:31.3
K014,4,27:31.3,1,56,171,347,0,799,\N,27:31.7
K010,1,27:31.4,1,37,95,999,68,208,\N,27:31.7
K015,1,27:31.4,1,57,895,0,53,215,\N,27:31.7
K010,2,27:31.4,1,38,999,999,301,0,\N,27:31.7
K010,3,27:31.4,1,39,91,0,0,233,\N,27:31.7
K010,4,27:31.4,1,40,53,0,55,59,\N,27:31.7
K015,4,27:31.4,1,60,71,0,140,96,\N,27:31.7
K014,4,27:31.7,1,56,171,346,0,796,\N,27:31.7
K015,1,27:31.7,1,57,901,0,53,217,\N,27:31.7
K010,1,27:31.7,1,37,99,999,62,210,\N,27:31.7
K009,3,27:31.7,1,35,137,72,999,999,\N,27:31.7
K010,2,27:31.7,1,38,999,999,302,0,\N,27:31.7
K009,4,27:31.7,1,36,98,0,999,0,\N,27:31.7
K010,3,27:31.7,1,39,92,0,0,232,\N,27:32.0
K010,4,27:31.7,1,40,53,0,55,59,\N,27:32.0
K015,4,27:31.7,1,60,71,0,140,96,\N,27:32.0
K009,3,27:31.9,1,35,132,55,999,999,\N,27:32.0
K009,4,27:31.9,1,36,98,0,999,0,\N,27:32.0
K010,1,27:31.9,1,37,103,999,54,212,\N,27:32.0
K015,1,27:31.9,1,57,894,0,52,216,\N,27:32.0
K010,2,27:31.9,1,38,999,999,299,0,\N,27:32.0
K010,3,27:31.9,1,39,94,0,0,231,\N,27:32.0
K010,4,27:31.9,1,40,52,0,55,59,\N,27:32.0
K015,4,27:31.9,1,60,71,0,140,96,\N,27:32.0
K014,4,27:31.9,1,56,173,346,0,786,\N,27:32.0
K009,3,27:32.1,1,35,74,67,999,999,\N,27:32.5
K009,4,27:32.1,1,36,101,0,999,0,\N,27:32.5
K010,1,27:32.2,1,37,113,999,0,219,\N,27:32.5
K015,1,27:32.2,1,57,900,0,52,216,\N,27:32.5
K010,2,27:32.2,1,38,999,999,296,0,\N,27:32.5
K010,3,27:32.2,1,39,94,0,0,231,\N,27:32.5
K010,4,27:32.2,1,40,52,0,54,60,\N,27:32.5
K015,4,27:32.2,1,60,71,0,140,96,\N,27:32.5
K014,4,27:32.3,1,56,173,346,0,782,\N,27:32.5
K009,3,27:32.4,1,35,0,100,999,999,\N,27:32.5
K009,4,27:32.4,1,36,103,0,999,0,\N,27:32.5
K010,1,27:32.5,1,37,134,999,0,231,\N,27:32.9
K015,1,27:32.5,1,57,901,0,54,218,\N,27:32.9
K010,2,27:32.5,1,38,999,999,285,0,\N,27:32.9
K010,3,27:32.5,1,39,97,0,0,230,\N,27:32.9
K010,4,27:32.5,1,40,51,0,54,61,\N,27:32.9
K015,4,27:32.5,1,60,70,0,140,96,\N,27:32.9
K014,4,27:32.6,1,56,179,349,0,749,\N,27:32.9
K009,3,27:32.7,1,35,274,237,999,999,\N,27:32.9
K009,4,27:32.7,1,36,92,0,999,0,\N,27:32.9
K010,1,27:32.9,1,37,116,919,90,174,\N,27:32.9
K015,1,27:32.9,1,57,999,123,0,258,\N,27:32.9
K010,2,27:32.9,1,38,840,999,376,0,\N,27:32.9
K010,3,27:32.9,1,39,67,0,0,239,\N,27:33.2
K010,4,27:32.9,1,40,0,0,54,58,\N,27:33.2
K015,4,27:32.9,1,60,64,0,138,99,\N,27:33.2
K014,4,27:32.9,1,56,103,325,125,999,\N,27:33.2
K009,3,27:33.0,1,35,557,713,999,63,\N,27:33.2
K009,4,27:33.0,1,36,0,0,69,0,\N,27:33.2
K010,1,27:33.2,1,37,56,91,145,146,\N,27:33.2
K010,2,27:33.2,1,38,120,999,596,91,\N,27:33.2
K015,1,27:33.2,1,57,999,252,84,411,\N,27:33.2
K010,3,27:33.2,1,39,0,70,0,281,\N,27:33.2
K010,4,27:33.2,1,40,54,0,57,56,\N,27:33.2
K015,4,27:33.2,1,60,59,0,138,102,\N,27:33.2
K014,4,27:33.2,1,56,190,351,0,539,\N,27:33.7
K009,3,27:33.4,1,35,315,0,999,0,\N,27:33.7
K009,4,27:33.4,1,36,59,0,64,0,\N,27:33.7
K015,1,27:33.5,1,57,72,71,139,461,\N,27:33.7
K010,1,27:33.5,1,37,79,0,150,117,\N,27:33.7
K010,2,27:33.5,1,38,0,999,504,62,\N,27:33.7
K014,4,27:33.5,1,56,173,365,0,0,\N,27:33.7
K015,4,27:33.5,1,60,61,0,140,88,\N,27:33.7
K009,3,27:33.6,1,35,145,76,87,0,\N,27:33.7
K009,4,27:33.6,1,36,96,0,78,0,\N,27:33.7
K010,3,27:33.5,1,39,112,0,0,206,\N,27:33.7
K010,4,27:33.5,1,40,56,0,54,56,\N,27:33.7
Break,,,,,,,,,,
K015,1,27:37.5,1,57,0,0,67,251,\N,27:37.7
K015,4,27:37.5,1,60,64,0,141,84,\N,27:37.7
K014,4,27:37.5,1,56,177,366,0,0,\N,27:37.7
K010,1,27:37.6,1,37,113,999,88,189,\N,27:37.7
K009,3,27:37.6,1,35,105,147,279,999,\N,27:37.7
K010,2,27:37.6,1,38,999,377,112,167,\N,27:37.7
K015,1,27:37.8,1,57,0,0,67,250,\N,27:38.1
K015,4,27:37.8,1,60,62,0,141,83,\N,27:38.1
K014,4,27:37.8,1,56,177,368,0,0,\N,27:38.1
K009,4,27:37.6,1,36,311,275,999,157,\N,27:38.1
K010,3,27:37.6,1,39,190,62,0,180,\N,27:38.1
K010,4,27:37.6,1,40,60,0,54,70,\N,27:38.1
K015,1,27:38.1,1,57,0,0,67,251,\N,27:38.1
K015,4,27:38.1,1,60,66,0,140,86,\N,27:38.1
K014,4,27:38.1,1,56,177,367,0,0,\N,27:38.5
K010,1,27:38.1,1,37,91,999,81,287,\N,27:38.5
K010,2,27:38.1,1,38,999,449,0,181,\N,27:38.5
K010,3,27:38.1,1,39,193,104,0,171,\N,27:38.5
K010,4,27:38.1,1,40,60,0,53,72,\N,27:38.5
K009,3,27:38.2,1,35,0,149,142,999,\N,27:38.5
K009,4,27:38.2,1,36,346,275,999,385,\N,27:38.5
K015,1,27:38.4,1,57,0,0,67,251,\N,27:38.5
K015,4,27:38.4,1,60,69,0,136,83,\N,27:38.5
K014,4,27:38.4,1,56,177,368,0,0,\N,27:38.5
K009,3,27:38.5,1,35,77,144,93,795,\N,27:38.5
K010,1,27:38.5,1,37,0,101,999,344,\N,27:38.5
K010,2,27:38.5,1,38,312,0,323,999,\N,27:38.5
K009,4,27:38.5,1,36,0,0,145,0,\N,27:39.0
K010,3,27:38.5,1,39,999,307,134,218,\N,27:39.0
K009,3,27:38.6,1,35,54,144,276,999,\N,27:39.0
K009,4,27:38.6,1,36,0,0,230,0,\N,27:39.0
K010,4,27:38.5,1,40,307,999,546,496,\N,27:39.0
K015,1,27:38.7,1,57,0,0,66,250,\N,27:39.0
K015,4,27:38.7,1,60,64,0,141,84,\N,27:39.0
K014,4,27:38.7,1,56,177,368,0,0,\N,27:39.0
K009,3,27:38.9,1,35,153,144,316,999,\N,27:39.0
K009,4,27:38.9,1,36,0,0,701,0,\N,27:39.0
K015,1,27:39.0,1,57,0,0,65,250,\N,27:39.3
K015,4,27:39.0,1,60,65,0,145,84,\N,27:39.3
K014,4,27:39.0,1,56,177,368,0,0,\N,27:39.3
K009,3,27:39.2,1,35,0,145,331,999,\N,27:39.3
K009,4,27:39.2,1,36,0,0,507,0,\N,27:39.3
K010,1,27:39.2,1,37,0,999,999,70,\N,27:39.3
K010,2,27:39.2,1,38,999,0,284,999,\N,27:39.3
K010,3,27:39.2,1,39,999,270,135,0,\N,27:39.3
K010,4,27:39.2,1,40,185,999,288,483,\N,27:39.3
K015,1,27:39.3,1,57,0,0,65,249,\N,27:39.6
K015,4,27:39.3,1,60,72,0,137,92,\N,27:39.6
K014,4,27:39.3,1,56,177,368,0,0,\N,27:39.6
K010,1,27:39.5,1,37,0,999,999,224,\N,27:39.6
K010,2,27:39.5,1,38,999,202,0,472,\N,27:39.6
K009,3,27:39.5,1,35,60,143,241,999,\N,27:39.6
K010,3,27:39.5,1,39,244,100,135,113,\N,27:39.6
K010,4,27:39.5,1,40,138,671,136,382,\N,27:39.6
K009,4,27:39.5,1,36,0,0,430,0,\N,27:39.6
K015,1,27:39.6,1,57,0,0,65,249,\N,27:39.6
K015,4,27:39.6,1,60,70,0,137,92,\N,27:39.6
K010,1,27:39.6,1,37,0,999,999,214,\N,27:39.6
K010,2,27:39.6,1,38,999,200,153,827,\N,27:39.6
K014,4,27:39.6,1,56,178,368,0,0,\N,27:39.6
K010,3,27:39.6,1,39,541,148,135,58,\N,27:40.2
K010,4,27:39.6,1,40,143,690,168,380,\N,27:40.2
K009,3,27:39.8,1,35,0,141,186,999,\N,27:40.2
