board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc,insert_dt
K010,3,40:24.1,1,39,73,61,100,309,\N,40:24.4
K010,4,40:24.1,1,40,70,0,54,85,\N,40:24.4
K014,4,40:24.2,1,56,999,593,0,999,\N,40:24.4
K009,3,40:24.2,1,35,169,999,999,0,\N,40:24.4
K009,4,40:24.2,1,36,0,0,89,0,\N,40:24.4
K010,1,40:24.4,1,37,80,0,135,137,\N,40:24.8
K010,2,40:24.4,1,38,66,999,999,127,\N,40:24.8
K010,3,40:24.4,1,39,73,61,100,309,\N,40:24.8
K010,4,40:24.4,1,40,70,0,54,85,\N,40:24.8
K009,3,40:24.4,1,35,169,999,999,0,\N,40:24.8
K015,1,40:24.4,1,57,999,0,156,999,\N,40:24.8
K014,4,40:24.4,1,56,999,590,0,999,\N,40:24.8
K009,4,40:24.4,1,36,0,0,89,0,\N,40:24.8
K009,3,40:24.6,1,35,168,999,999,0,\N,40:24.8
K009,4,40:24.6,1,36,0,0,88,0,\N,40:24.8
K010,1,40:24.6,1,37,80,0,135,137,\N,40:24.8
K010,2,40:24.6,1,38,66,999,999,129,\N,40:24.8
K015,4,40:24.4,1,60,0,65,99,140,\N,40:24.8
K014,4,40:24.7,1,56,999,588,0,999,\N,40:24.8
K009,3,40:24.8,1,35,168,999,999,0,\N,40:25.2
K010,3,40:24.6,1,39,73,62,100,308,\N,40:25.2
K010,4,40:24.6,1,40,70,0,54,85,\N,40:25.2
K015,1,40:24.9,1,57,999,0,155,999,\N,40:25.2
K014,4,40:24.9,1,56,999,583,0,999,\N,40:25.2
K015,4,40:24.9,1,60,0,65,99,140,\N,40:25.2
K009,4,40:24.8,1,36,0,0,88,0,\N,40:25.2
K010,1,40:25.1,1,37,80,0,135,137,\N,40:25.2
K010,2,40:25.1,1,38,66,999,999,133,\N,40:25.2
K010,3,40:25.1,1,39,73,62,100,308,\N,40:25.2
K010,4,40:25.1,1,40,70,0,53,85,\N,40:25.2
K015,1,40:25.2,1,57,999,51,152,999,\N,40:25.2
K015,4,40:25.2,1,60,0,64,99,140,\N,40:25.5
K009,3,40:25.3,1,35,168,999,999,0,\N,40:25.5
K009,4,40:25.3,1,36,0,0,88,0,\N,40:25.5
K014,4,40:25.3,1,56,999,584,0,999,\N,40:25.5
K010,1,40:25.3,1,37,80,0,135,137,\N,40:25.5
K010,2,40:25.3,1,38,66,999,999,131,\N,40:25.5
K010,3,40:25.3,1,39,73,62,100,308,\N,40:25.5
K010,4,40:25.3,1,40,70,0,53,85,\N,40:25.5
K009,3,40:25.5,1,35,168,999,999,0,\N,40:25.5
K015,1,40:25.5,1,57,999,55,149,999,\N,40:25.5
K009,4,40:25.5,1,36,0,0,88,0,\N,40:25.5
K015,4,40:25.5,1,60,0,64,100,140,\N,40:25.5
K010,1,40:25.6,1,37,80,0,134,137,\N,40:25.9
K010,2,40:25.6,1,38,66,999,999,129,\N,40:25.9
K010,3,40:25.6,1,39,72,62,100,308,\N,40:25.9
K010,4,40:25.6,1,40,70,0,53,85,\N,40:25.9
K009,3,40:25.7,1,35,168,999,999,0,\N,40:25.9
K015,1,40:25.7,1,57,999,52,150,999,\N,40:25.9
K009,4,40:25.7,1,36,0,0,88,0,\N,40:25.9
K015,4,40:25.7,1,60,0,64,99,140,\N,40:25.9
K014,4,40:25.8,1,56,999,582,0,999,\N,40:25.9
K010,1,40:25.9,1,37,79,0,134,137,\N,40:25.9
K010,2,40:25.9,1,38,65,999,999,119,\N,40:25.9
K010,3,40:25.9,1,39,71,61,100,308,\N,40:25.9
K010,4,40:25.9,1,40,70,0,53,85,\N,40:25.9
K014,4,40:25.9,1,56,999,584,0,999,\N,40:26.3
K015,1,40:25.9,1,57,999,0,156,999,\N,40:26.3
K015,4,40:25.9,1,60,0,65,99,140,\N,40:26.3
K009,3,40:26.0,1,35,167,999,999,0,\N,40:26.3
K009,4,40:26.0,1,36,0,0,88,0,\N,40:26.3
K014,4,40:26.3,1,56,999,579,0,999,\N,40:26.3
K015,1,40:26.3,1,57,999,0,165,999,\N,40:26.3
K015,4,40:26.3,1,60,0,68,97,141,\N,40:26.3
K009,3,40:26.3,1,35,167,999,999,0,\N,40:26.7
K009,4,40:26.3,1,36,0,0,88,0,\N,40:26.7
K010,1,40:26.4,1,37,80,0,134,136,\N,40:26.7
K010,2,40:26.4,1,38,65,999,999,115,\N,40:26.7
K010,3,40:26.4,1,39,71,61,100,308,\N,40:26.7
K010,4,40:26.4,1,40,70,0,53,85,\N,40:26.7
K014,4,40:26.6,1,56,999,590,0,999,\N,40:26.7
K015,1,40:26.6,1,57,999,0,176,999,\N,40:26.7
K015,4,40:26.6,1,60,0,70,96,142,\N,40:26.7
K009,3,40:26.7,1,35,170,999,999,0,\N,40:26.7
K009,4,40:26.7,1,36,0,0,88,0,\N,40:26.7
K010,1,40:26.8,1,37,79,0,134,136,\N,40:27.1
K010,2,40:26.8,1,38,64,999,999,109,\N,40:27.1
K010,3,40:26.8,1,39,70,61,99,309,\N,40:27.1
K010,4,40:26.8,1,40,70,0,53,84,\N,40:27.1
K014,4,40:26.9,1,56,999,597,0,999,\N,40:27.1
K015,1,40:27.0,1,57,999,0,175,999,\N,40:27.1
K010,1,40:27.0,1,37,79,0,134,136,\N,40:27.1
K010,2,40:27.0,1,38,63,999,999,108,\N,40:27.1
K009,3,40:27.0,1,35,170,999,999,0,\N,40:27.1
K010,3,40:27.0,1,39,70,61,99,309,\N,40:27.1
K010,4,40:27.0,1,40,70,0,53,84,\N,40:27.1
K009,4,40:27.0,1,36,0,0,88,0,\N,40:27.1
K015,4,40:27.0,1,60,0,70,96,142,\N,40:27.1
K015,1,40:27.2,1,57,999,0,180,999,\N,40:27.5
K010,1,40:27.2,1,37,79,0,134,136,\N,40:27.5
K010,2,40:27.2,1,38,69,999,999,111,\N,40:27.5
K010,3,40:27.2,1,39,70,60,99,308,\N,40:27.5
K010,4,40:27.2,1,40,70,0,53,84,\N,40:27.5
K015,4,40:27.2,1,60,0,70,95,142,\N,40:27.5
K014,4,40:27.2,1,56,999,594,0,999,\N,40:27.5
K009,3,40:27.3,1,35,168,999,999,0,\N,40:27.5
K009,4,40:27.3,1,36,0,0,88,0,\N,40:27.5
K015,1,40:27.4,1,57,999,52,184,999,\N,40:27.5
K010,1,40:27.5,1,37,79,0,134,136,\N,40:27.5
K010,2,40:27.5,1,38,78,999,999,119,\N,40:27.5
K010,3,40:27.5,1,39,72,60,99,308,\N,40:27.5
K010,4,40:27.5,1,40,69,0,53,84,\N,40:27.5
K014,4,40:27.5,1,56,999,627,0,999,\N,40:27.9
K009,3,40:27.6,1,35,170,999,984,0,\N,40:27.9
K009,4,40:27.6,1,36,0,0,88,0,\N,40:27.9
K015,4,40:27.4,1,60,0,71,95,142,\N,40:27.9
K010,1,40:27.8,1,37,79,0,134,136,\N,40:27.9
K010,2,40:27.8,1,38,95,999,999,105,\N,40:27.9
K014,4,40:27.8,1,56,999,643,0,999,\N,40:27.9
K015,1,40:27.9,1,57,999,86,186,999,\N,40:27.9
K015,4,40:27.9,1,60,0,73,95,143,\N,40:27.9
K009,3,40:27.9,1,35,174,979,894,0,\N,40:27.9
K010,3,40:27.8,1,39,70,61,100,308,\N,40:28.3
K010,4,40:27.8,1,40,70,0,53,84,\N,40:28.3
K015,1,40:28.1,1,57,999,67,248,999,\N,40:28.3
K015,4,40:28.1,1,60,0,84,88,147,\N,40:28.3
K014,4,40:28.2,1,56,999,573,0,999,\N,40:28.3
K009,4,40:27.9,1,36,0,0,88,0,\N,40:28.3
K010,1,40:28.3,1,37,79,0,134,136,\N,40:28.3
K010,2,40:28.3,1,38,103,999,999,99,\N,40:28.3
K015,1,40:28.3,1,57,999,74,245,999,\N,40:28.3
K010,3,40:28.3,1,39,69,61,102,307,\N,40:28.3
K010,4,40:28.3,1,40,70,0,53,84,\N,40:28.3
K015,4,40:28.3,1,60,0,88,84,149,\N,40:28.7
K009,3,40:28.5,1,35,164,966,924,0,\N,40:28.7
K009,4,40:28.5,1,36,0,0,88,0,\N,40:28.7
K014,4,40:28.5,1,56,999,534,0,999,\N,40:28.7
K015,1,40:28.6,1,57,999,116,204,999,\N,40:28.7
K015,4,40:28.6,1,60,0,81,87,146,\N,40:28.7
K009,3,40:28.7,1,35,144,999,999,0,\N,40:28.7
K009,4,40:28.7,1,36,0,0,88,0,\N,40:28.7
K010,1,40:28.7,1,37,79,0,133,136,\N,40:28.7
K010,2,40:28.7,1,38,109,999,999,115,\N,40:28.7
K010,3,40:28.7,1,39,71,63,104,306,\N,40:29.2
K010,4,40:28.7,1,40,69,0,53,84,\N,40:29.2
K015,1,40:28.9,1,57,999,108,184,999,\N,40:29.2
K009,3,40:28.9,1,35,149,999,999,0,\N,40:29.2
K015,4,40:28.9,1,60,0,75,91,145,\N,40:29.2
K009,4,40:28.9,1,36,0,0,88,0,\N,40:29.2
K014,4,40:29.0,1,56,999,535,0,999,\N,40:29.2
K010,1,40:29.0,1,37,79,0,133,135,\N,40:29.2
K010,2,40:29.0,1,38,107,999,999,122,\N,40:29.2
K010,3,40:29.0,1,39,72,64,103,305,\N,40:29.2
K010,4,40:29.0,1,40,69,0,53,84,\N,40:29.2
K010,1,40:29.1,1,37,79,0,133,135,\N,40:29.2
K010,2,40:29.1,1,38,143,999,999,117,\N,40:29.2
K014,4,40:29.1,1,56,993,506,0,999,\N,40:29.2
K010,3,40:29.1,1,39,71,63,108,304,\N,40:29.2
K010,4,40:29.1,1,40,69,0,53,83,\N,40:29.2
K015,1,40:29.2,1,57,999,68,315,999,\N,40:29.5
K015,4,40:29.2,1,60,0,88,72,157,\N,40:29.5
K009,3,40:29.2,1,35,212,631,696,58,\N,40:29.5
K009,4,40:29.2,1,36,0,0,88,0,\N,40:29.5
K010,1,40:29.4,1,37,79,0,134,135,\N,40:29.5
K010,2,40:29.4,1,38,115,999,999,139,\N,40:29.5
K010,3,40:29.4,1,39,73,62,94,309,\N,40:29.5
K010,4,40:29.4,1,40,69,0,53,83,\N,40:29.5
K014,4,40:29.5,1,56,999,793,0,999,\N,40:29.5
K015,1,40:29.5,1,57,106,111,0,170,\N,40:29.5
K015,4,40:29.5,1,60,0,0,146,88,\N,40:29.5
K009,3,40:29.5,1,35,328,999,999,112,\N,40:29.9
K009,4,40:29.5,1,36,0,0,87,0,\N,40:29.9
K010,1,40:29.7,1,37,83,51,151,122,\N,40:29.9
K010,2,40:29.7,1,38,0,139,172,67,\N,40:29.9
K010,3,40:29.7,1,39,160,68,0,278,\N,40:29.9
K010,4,40:29.7,1,40,71,0,0,80,\N,40:29.9
K014,4,40:29.8,1,56,0,393,0,188,\N,40:29.9
K015,1,40:29.8,1,57,111,67,0,123,\N,40:29.9
K015,4,40:29.8,1,60,55,0,154,83,\N,40:29.9
K009,3,40:29.8,1,35,525,999,999,457,\N,40:29.9
K009,4,40:29.8,1,36,0,0,90,0,\N,40:29.9
K010,1,40:30.0,1,37,83,55,151,121,\N,40:30.4
K010,2,40:30.0,1,38,0,169,158,109,\N,40:30.4
K010,3,40:30.0,1,39,169,71,0,269,\N,40:30.4
K010,4,40:30.0,1,40,72,0,0,80,\N,40:30.4
K014,4,40:30.1,1,56,160,355,0,0,\N,40:30.4
K015,1,40:30.1,1,57,111,64,52,123,\N,40:30.4
K015,4,40:30.1,1,60,55,0,154,84,\N,40:30.4
K009,3,40:30.1,1,35,118,999,999,219,\N,40:30.4
K009,4,40:30.1,1,36,75,0,68,0,\N,40:30.4
Break,,,,,,,,,,
K014,4,40:35.3,1,56,138,354,0,0,\N,40:35.5
K015,1,40:35.3,1,57,121,61,58,119,\N,40:35.5
K015,4,40:35.3,1,60,60,0,157,83,\N,40:35.5
K009,3,40:35.4,1,35,427,999,999,72,\N,40:35.5
K009,4,40:35.4,1,36,0,0,95,0,\N,40:35.5
K010,1,40:35.5,1,37,77,52,148,121,\N,40:35.5
K010,2,40:35.5,1,38,0,137,169,108,\N,40:35.5
K010,3,40:35.5,1,39,173,72,0,267,\N,40:35.5
K010,4,40:35.5,1,40,73,0,52,82,\N,40:35.5
K014,4,40:35.6,1,56,999,415,133,999,\N,40:35.9
K015,1,40:35.6,1,57,125,110,88,128,\N,40:35.9
K015,4,40:35.6,1,60,56,0,158,83,\N,40:35.9
K009,3,40:35.7,1,35,569,999,999,112,\N,40:35.9
K009,4,40:35.7,1,36,0,0,89,0,\N,40:35.9
K010,1,40:35.8,1,37,73,0,135,128,\N,40:35.9
K010,2,40:35.8,1,38,0,106,188,92,\N,40:35.9
K010,3,40:35.8,1,39,166,65,0,270,\N,40:35.9
K010,4,40:35.8,1,40,73,0,52,81,\N,40:35.9
K015,1,40:35.9,1,57,138,83,58,111,\N,40:35.9
K015,4,40:35.9,1,60,61,0,159,82,\N,40:35.9
K014,4,40:35.9,1,56,999,435,0,999,\N,40:36.3
K009,3,40:36.0,1,35,0,999,999,999,\N,40:36.3
K009,4,40:36.0,1,36,0,213,348,0,\N,40:36.3
K010,1,40:36.1,1,37,0,0,202,76,\N,40:36.3
K010,2,40:36.1,1,38,0,57,235,64,\N,40:36.3
K010,3,40:36.1,1,39,152,0,0,273,\N,40:36.3
K010,4,40:36.1,1,40,74,0,53,78,\N,40:36.3
K015,1,40:36.2,1,57,120,76,57,124,\N,40:36.3
K015,4,40:36.2,1,60,59,0,158,82,\N,40:36.3
K014,4,40:36.3,1,56,0,371,0,227,\N,40:36.3
K009,3,40:36.4,1,35,913,999,999,999,\N,40:36.7
K009,4,40:36.4,1,36,69,999,683,0,\N,40:36.7
K010,1,40:36.4,1,37,78,54,151,116,\N,40:36.7
K010,2,40:36.4,1,38,0,121,192,103,\N,40:36.7
K010,3,40:36.4,1,39,164,60,0,267,\N,40:36.7
K010,4,40:36.4,1,40,73,0,51,80,\N,40:36.7
K015,1,40:36.5,1,57,120,85,58,122,\N,40:36.7
K015,4,40:36.5,1,60,59,0,159,82,\N,40:36.7
K014,4,40:36.5,1,56,999,412,0,999,\N,40:36.7
K010,1,40:36.7,1,37,54,0,207,86,\N,40:36.7
K010,2,40:36.7,1,38,0,77,214,98,\N,40:36.7
K010,3,40:36.7,1,39,164,52,0,269,\N,40:36.7
K010,4,40:36.7,1,40,74,0,52,78,\N,40:36.7
K009,3,40:36.8,1,35,999,918,999,999,\N,40:37.1
K009,4,40:36.8,1,36,0,757,708,0,\N,40:37.1
K015,1,40:36.8,1,57,128,72,0,114,\N,40:37.1
K015,4,40:36.8,1,60,60,0,159,81,\N,40:37.1
K014,4,40:36.8,1,56,514,244,0,999,\N,40:37.1
K009,3,40:37.0,1,35,999,587,999,999,\N,40:37.1
K009,4,40:37.0,1,36,0,999,999,0,\N,40:37.1
K010,1,40:37.0,1,37,0,0,197,87,\N,40:37.1
K010,2,40:37.0,1,38,0,89,210,72,\N,40:37.1
K010,3,40:37.0,1,39,157,57,0,270,\N,40:37.1
K010,4,40:37.0,1,40,73,0,52,78,\N,40:37.1
K015,1,40:37.1,1,57,127,70,0,118,\N,40:37.1
K015,4,40:37.1,1,60,59,0,159,82,\N,40:37.1
K014,4,40:37.1,1,56,767,354,0,999,\N,40:37.5
K009,3,40:37.2,1,35,733,999,999,999,\N,40:37.5
K009,4,40:37.2,1,36,0,999,523,0,\N,40:37.5
K010,1,40:37.3,1,37,56,0,213,69,\N,40:37.5
K010,2,40:37.3,1,38,0,91,211,90,\N,40:37.5
K010,3,40:37.3,1,39,163,52,0,267,\N,40:37.5
K010,4,40:37.3,1,40,74,0,52,78,\N,40:37.5
K015,1,40:37.4,1,57,127,72,0,116,\N,40:37.5
K015,4,40:37.4,1,60,60,0,159,81,\N,40:37.5
K014,4,40:37.5,1,56,725,278,0,999,\N,40:37.5
K009,3,40:37.5,1,35,999,582,999,999,\N,40:37.9
K009,4,40:37.5,1,36,58,999,999,0,\N,40:37.9
K010,1,40:37.6,1,37,0,85,250,52,\N,40:37.9
K010,2,40:37.6,1,38,0,76,210,57,\N,40:37.9
K010,3,40:37.6,1,39,156,53,0,269,\N,40:37.9
K010,4,40:37.6,1,40,74,0,52,76,\N,40:37.9
K014,4,40:37.7,1,56,581,318,0,999,\N,40:37.9
K015,1,40:37.7,1,57,126,71,0,118,\N,40:37.9
K015,4,40:37.7,1,60,60,0,159,81,\N,40:37.9
K009,3,40:37.8,1,35,999,961,999,999,\N,40:37.9
K009,4,40:37.8,1,36,0,999,999,0,\N,40:37.9
K010,1,40:37.9,1,37,0,0,211,68,\N,40:38.3
K010,2,40:37.9,1,38,0,95,204,60,\N,40:38.3
K010,3,40:37.9,1,39,157,55,0,268,\N,40:38.3
K010,4,40:37.9,1,40,73,0,52,77,\N,40:38.3
K014,4,40:38.0,1,56,685,344,0,999,\N,40:38.3
K015,1,40:38.0,1,57,125,70,0,119,\N,40:38.3
K015,4,40:38.0,1,60,60,0,159,81,\N,40:38.3
K009,3,40:38.2,1,35,999,999,999,999,\N,40:38.3
K009,4,40:38.2,1,36,0,999,999,0,\N,40:38.3
K010,1,40:38.3,1,37,0,0,206,72,\N,40:38.3
K010,2,40:38.3,1,38,0,95,204,60,\N,40:38.3
K010,3,40:38.3,1,39,157,56,0,268,\N,40:38.3
K010,4,40:38.3,1,40,73,0,52,77,\N,40:38.3
K015,1,40:38.4,1,57,126,71,0,119,\N,40:38.7
K015,4,40:38.4,1,60,60,0,159,81,\N,40:38.7
K014,4,40:38.4,1,56,738,354,0,999,\N,40:38.7
K009,3,40:38.5,1,35,999,999,999,999,\N,40:38.7
K010,1,40:38.6,1,37,0,0,207,73,\N,40:38.7
K010,2,40:38.6,1,38,0,92,205,60,\N,40:38.7
K010,3,40:38.6,1,39,157,55,0,268,\N,40:38.7
K010,4,40:38.6,1,40,73,0,52,77,\N,40:38.7
