"no","user_no","board_id","block_id","major","minor","rssi","reg_dt"
"723","1","B003","3","1","11","-67","2021-06-15 02:50:17.085000"
"724","1","B003","3","1","11","-67","2021-06-15 02:50:17.099000"
"725","1","B003","4","1","12","-74","2021-06-15 02:50:17.085000"
"726","1","B003","4","1","12","-74","2021-06-15 02:50:17.099000"
"727","1","B003","2","1","10","-62","2021-06-15 02:50:17.085000"
"728","1","B003","2","1","10","-62","2021-06-15 02:50:17.099000"
"729","1","B003","1","1","9","-65","2021-06-15 02:50:17.743000"
"730","1","B003","3","1","11","-69","2021-06-15 02:50:17.743000"
"731","1","B003","4","1","12","-81","2021-06-15 02:50:17.743000"
"732","1","B003","1","1","9","-65","2021-06-15 02:50:17.797000"
"733","1","B003","2","1","10","-62","2021-06-15 02:50:17.743000"
"734","1","B003","3","1","11","-69","2021-06-15 02:50:17.797000"
"735","1","B003","4","1","12","-81","2021-06-15 02:50:17.797000"
"736","1","B003","2","1","10","-62","2021-06-15 02:50:17.797000"
"737","1","B003","1","1","9","-62","2021-06-15 02:50:18.162000"
"738","1","B003","3","1","11","-68","2021-06-15 02:50:18.162000"
"739","1","B003","4","1","12","-81","2021-06-15 02:50:18.162000"
"740","1","B003","2","1","10","-62","2021-06-15 02:50:18.162000"
"741","1","B003","1","1","9","-62","2021-06-15 02:50:18.185000"
"742","1","B003","3","1","11","-68","2021-06-15 02:50:18.185000"
"743","1","B003","4","1","12","-81","2021-06-15 02:50:18.185000"
"744","1","B003","2","1","10","-62","2021-06-15 02:50:18.185000"
"745","1","B003","1","1","9","-62","2021-06-15 02:50:18.543000"
"746","1","B003","1","1","9","-62","2021-06-15 02:50:18.544000"
"747","1","B003","3","1","11","-68","2021-06-15 02:50:18.543000"
"748","1","B003","3","1","11","-68","2021-06-15 02:50:18.544000"
"749","1","B003","4","1","12","-81","2021-06-15 02:50:18.543000"
"750","1","B003","4","1","12","-81","2021-06-15 02:50:18.544000"
"751","1","B003","2","1","10","-59","2021-06-15 02:50:18.543000"
"752","1","B003","2","1","10","-59","2021-06-15 02:50:18.544000"
"753","1","B003","1","1","9","-62","2021-06-15 02:50:18.961000"
"754","1","B003","3","1","11","-68","2021-06-15 02:50:18.961000"
"755","1","B003","4","1","12","-81","2021-06-15 02:50:18.961000"
"756","1","B003","1","1","9","-62","2021-06-15 02:50:18.982000"
"757","1","B003","2","1","10","-63","2021-06-15 02:50:18.961000"
"758","1","B003","3","1","11","-68","2021-06-15 02:50:18.982000"
"759","1","B003","4","1","12","-81","2021-06-15 02:50:18.982000"
"760","1","B003","2","1","10","-63","2021-06-15 02:50:18.982000"
"761","1","B003","1","1","9","-62","2021-06-15 02:50:19.437000"
"762","1","B003","1","1","9","-62","2021-06-15 02:50:19.446000"
"763","1","B003","3","1","11","-71","2021-06-15 02:50:19.437000"
"764","1","B003","3","1","11","-71","2021-06-15 02:50:19.446000"
"765","1","B003","4","1","12","-74","2021-06-15 02:50:19.437000"
"766","1","B003","4","1","12","-74","2021-06-15 02:50:19.446000"
"767","1","B003","2","1","10","-63","2021-06-15 02:50:19.437000"
"768","1","B003","2","1","10","-63","2021-06-15 02:50:19.446000"
"769","1","B003","1","1","9","-73","2021-06-15 02:50:20.121000"
"770","1","B003","3","1","11","-68","2021-06-15 02:50:20.121000"
"771","1","B003","4","1","12","-76","2021-06-15 02:50:20.121000"
"772","1","B003","2","1","10","-62","2021-06-15 02:50:20.121000"
"773","1","B003","1","1","9","-73","2021-06-15 02:50:20.206000"
"774","1","B003","3","1","11","-68","2021-06-15 02:50:20.206000"
"775","1","B003","4","1","12","-76","2021-06-15 02:50:20.206000"
"776","1","B003","2","1","10","-62","2021-06-15 02:50:20.206000"
"777","1","B003","1","1","9","-68","2021-06-15 02:50:20.858000"
"778","1","B003","1","1","9","-68","2021-06-15 02:50:20.857000"
"779","1","B003","3","1","11","-68","2021-06-15 02:50:20.858000"
"780","1","B003","3","1","11","-68","2021-06-15 02:50:20.857000"
"781","1","B003","4","1","12","-78","2021-06-15 02:50:20.858000"
"782","1","B003","4","1","12","-78","2021-06-15 02:50:20.857000"
"783","1","B003","2","1","10","-61","2021-06-15 02:50:20.858000"
"784","1","B003","2","1","10","-61","2021-06-15 02:50:20.857000"
"785","1","B003","1","1","9","-68","2021-06-15 02:50:20.941000"
"786","1","B003","3","1","11","-68","2021-06-15 02:50:20.941000"
"787","1","B003","4","1","12","-78","2021-06-15 02:50:20.941000"
"788","1","B003","2","1","10","-61","2021-06-15 02:50:20.941000"
"789","1","B003","1","1","9","-72","2021-06-15 02:50:21.716000"
"790","1","B003","1","1","9","-72","2021-06-15 02:50:21.714000"
"791","1","B003","3","1","11","-67","2021-06-15 02:50:21.714000"
"792","1","B003","4","1","12","-76","2021-06-15 02:50:21.714000"
"793","1","B003","3","1","11","-67","2021-06-15 02:50:21.716000"
"794","1","B003","2","1","10","-62","2021-06-15 02:50:21.714000"
"795","1","B003","4","1","12","-76","2021-06-15 02:50:21.716000"
"796","1","B003","2","1","10","-62","2021-06-15 02:50:21.716000"
"797","1","B003","1","1","9","-72","2021-06-15 02:50:22.254000"
"798","1","B003","1","1","9","-72","2021-06-15 02:50:22.262000"
"799","1","B003","3","1","11","-70","2021-06-15 02:50:22.254000"
"800","1","B003","3","1","11","-70","2021-06-15 02:50:22.262000"
"801","1","B003","4","1","12","-76","2021-06-15 02:50:22.254000"
"802","1","B003","4","1","12","-76","2021-06-15 02:50:22.262000"
"803","1","B003","2","1","10","-61","2021-06-15 02:50:22.254000"
"804","1","B003","2","1","10","-61","2021-06-15 02:50:22.262000"
"805","1","B003","1","1","9","-70","2021-06-15 02:50:22.891000"
"806","1","B003","3","1","11","-70","2021-06-15 02:50:22.891000"
"807","1","B003","1","1","9","-70","2021-06-15 02:50:22.915000"
"808","1","B003","4","1","12","-76","2021-06-15 02:50:22.891000"
"809","1","B003","3","1","11","-70","2021-06-15 02:50:22.915000"
"810","1","B003","2","1","10","-62","2021-06-15 02:50:22.891000"
"811","1","B003","4","1","12","-76","2021-06-15 02:50:22.915000"
"812","1","B003","2","1","10","-62","2021-06-15 02:50:22.915000"
"813","1","B003","1","1","9","-70","2021-06-15 02:50:23.433000"
"814","1","B003","1","1","9","-70","2021-06-15 02:50:23.433000"
"815","1","B003","3","1","11","-70","2021-06-15 02:50:23.433000"
"816","1","B003","3","1","11","-70","2021-06-15 02:50:23.433000"
"817","1","B003","4","1","12","-76","2021-06-15 02:50:23.433000"
"818","1","B003","4","1","12","-76","2021-06-15 02:50:23.433000"
"819","1","B003","2","1","10","-61","2021-06-15 02:50:23.433000"
"820","1","B003","2","1","10","-61","2021-06-15 02:50:23.433000"
"821","1","B003","1","1","9","-70","2021-06-15 02:50:23.864000"
"822","1","B003","1","1","9","-70","2021-06-15 02:50:23.871000"
"823","1","B003","3","1","11","-70","2021-06-15 02:50:23.871000"
"824","1","B003","3","1","11","-70","2021-06-15 02:50:23.864000"
"825","1","B003","4","1","12","-76","2021-06-15 02:50:23.871000"
"826","1","B003","4","1","12","-76","2021-06-15 02:50:23.864000"
"827","1","B003","2","1","10","-63","2021-06-15 02:50:23.864000"
"828","1","B003","2","1","10","-63","2021-06-15 02:50:23.871000"
"829","1","B003","1","1","9","-70","2021-06-15 02:50:24.044000"
"830","1","B003","3","1","11","-70","2021-06-15 02:50:24.044000"
"831","1","B003","4","1","12","-76","2021-06-15 02:50:24.044000"
"832","1","B003","2","1","10","-63","2021-06-15 02:50:24.044000"
"833","1","B003","1","1","9","-70","2021-06-15 02:50:24.158000"
"834","1","B003","3","1","11","-70","2021-06-15 02:50:24.158000"
"835","1","B003","4","1","12","-76","2021-06-15 02:50:24.158000"
"836","1","B003","2","1","10","-63","2021-06-15 02:50:24.158000"
"837","1","B003","1","1","9","-63","2021-06-15 02:50:24.927000"
"838","1","B003","3","1","11","-69","2021-06-15 02:50:24.927000"
"839","1","B003","4","1","12","-83","2021-06-15 02:50:24.927000"
"840","1","B003","2","1","10","-59","2021-06-15 02:50:24.927000"
"841","1","B003","1","1","9","-63","2021-06-15 02:50:24.971000"
"842","1","B003","3","1","11","-69","2021-06-15 02:50:24.971000"
"843","1","B003","4","1","12","-83","2021-06-15 02:50:24.971000"
"844","1","B003","2","1","10","-59","2021-06-15 02:50:24.971000"
"845","1","B003","1","1","9","-64","2021-06-15 02:50:25.830000"
"846","1","B003","1","1","9","-64","2021-06-15 02:50:25.828000"
"847","1","B003","3","1","11","-71","2021-06-15 02:50:25.830000"
"848","1","B003","3","1","11","-71","2021-06-15 02:50:25.828000"
"849","1","B003","4","1","12","-79","2021-06-15 02:50:25.830000"
"850","1","B003","4","1","12","-79","2021-06-15 02:50:25.828000"
"851","1","B003","2","1","10","-61","2021-06-15 02:50:25.830000"
"852","1","B003","2","1","10","-61","2021-06-15 02:50:25.828000"
"853","1","B003","1","1","9","-63","2021-06-15 02:50:26.525000"
"854","1","B003","3","1","11","-68","2021-06-15 02:50:26.525000"
"855","1","B003","4","1","12","-83","2021-06-15 02:50:26.525000"
"856","1","B003","2","1","10","-59","2021-06-15 02:50:26.525000"
"857","1","B003","1","1","9","-63","2021-06-15 02:50:26.722000"
"858","1","B003","1","1","9","-63","2021-06-15 02:50:26.731000"
"859","1","B003","3","1","11","-68","2021-06-15 02:50:26.722000"
"860","1","B003","3","1","11","-68","2021-06-15 02:50:26.731000"
"861","1","B003","4","1","12","-78","2021-06-15 02:50:26.722000"
"862","1","B003","4","1","12","-78","2021-06-15 02:50:26.731000"
"863","1","B003","2","1","10","-59","2021-06-15 02:50:26.731000"
"864","1","B003","2","1","10","-59","2021-06-15 02:50:26.722000"
"865","1","B003","1","1","9","-63","2021-06-15 02:50:27.560000"
"866","1","B003","1","1","9","-63","2021-06-15 02:50:27.562000"
"867","1","B003","3","1","11","-69","2021-06-15 02:50:27.560000"
"868","1","B003","3","1","11","-69","2021-06-15 02:50:27.562000"
"869","1","B003","4","1","12","-76","2021-06-15 02:50:27.560000"
"870","1","B003","4","1","12","-76","2021-06-15 02:50:27.562000"
"871","1","B003","2","1","10","-64","2021-06-15 02:50:27.562000"
"872","1","B003","2","1","10","-64","2021-06-15 02:50:27.560000"
"873","1","B003","1","1","9","-66","2021-06-15 02:50:28.389000"
"874","1","B003","1","1","9","-66","2021-06-15 02:50:28.395000"
"875","1","B003","3","1","11","-69","2021-06-15 02:50:28.389000"
"876","1","B003","3","1","11","-69","2021-06-15 02:50:28.395000"
"877","1","B003","4","1","12","-83","2021-06-15 02:50:28.395000"
"878","1","B003","4","1","12","-83","2021-06-15 02:50:28.389000"
"879","1","B003","2","1","10","-59","2021-06-15 02:50:28.395000"
"880","1","B003","2","1","10","-59","2021-06-15 02:50:28.389000"
"881","1","B003","1","1","9","-66","2021-06-15 02:50:28.953000"
"882","1","B003","3","1","11","-70","2021-06-15 02:50:28.953000"
"883","1","B003","4","1","12","-77","2021-06-15 02:50:28.953000"
"884","1","B003","1","1","9","-66","2021-06-15 02:50:28.972000"
"885","1","B003","2","1","10","-59","2021-06-15 02:50:28.953000"
"886","1","B003","3","1","11","-70","2021-06-15 02:50:28.972000"
"887","1","B003","4","1","12","-77","2021-06-15 02:50:28.972000"
"888","1","B003","2","1","10","-59","2021-06-15 02:50:28.972000"
"889","1","B003","1","1","9","-73","2021-06-15 02:50:29.815000"
"890","1","B003","3","1","11","-68","2021-06-15 02:50:29.815000"
"891","1","B003","4","1","12","-76","2021-06-15 02:50:29.815000"
"892","1","B003","1","1","9","-73","2021-06-15 02:50:29.820000"
"893","1","B003","2","1","10","-60","2021-06-15 02:50:29.815000"
"894","1","B003","3","1","11","-68","2021-06-15 02:50:29.820000"
"895","1","B003","4","1","12","-76","2021-06-15 02:50:29.820000"
"896","1","B003","2","1","10","-60","2021-06-15 02:50:29.820000"
"897","1","B003","1","1","9","-73","2021-06-15 02:50:30.668000"
"898","1","B003","1","1","9","-73","2021-06-15 02:50:30.669000"
"899","1","B003","3","1","11","-69","2021-06-15 02:50:30.668000"
"900","1","B003","3","1","11","-69","2021-06-15 02:50:30.669000"
"901","1","B003","4","1","12","-81","2021-06-15 02:50:30.668000"
"902","1","B003","4","1","12","-81","2021-06-15 02:50:30.669000"
"903","1","B003","2","1","10","-59","2021-06-15 02:50:30.668000"
"904","1","B003","2","1","10","-59","2021-06-15 02:50:30.669000"
"905","1","B003","1","1","9","-68","2021-06-15 02:50:31.137000"
"906","1","B003","1","1","9","-68","2021-06-15 02:50:31.139000"
"907","1","B003","3","1","11","-69","2021-06-15 02:50:31.137000"
"908","1","B003","3","1","11","-69","2021-06-15 02:50:31.139000"
"909","1","B003","4","1","12","-81","2021-06-15 02:50:31.137000"
"910","1","B003","4","1","12","-81","2021-06-15 02:50:31.139000"
"911","1","B003","2","1","10","-61","2021-06-15 02:50:31.137000"
"912","1","B003","2","1","10","-61","2021-06-15 02:50:31.139000"
"913","1","B003","1","1","9","-68","2021-06-15 02:50:31.366000"
"914","1","B003","3","1","11","-69","2021-06-15 02:50:31.366000"
"915","1","B003","4","1","12","-81","2021-06-15 02:50:31.366000"
